phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MAL_OTH_count,train_conf_DF_to_MAL_OTH_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_conf_AKIEC_to_VASC_count,val_conf_AKIEC_to_VASC_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_conf_BEN_OTH_to_VASC_count,val_conf_BEN_OTH_to_VASC_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_VASC_count,val_conf_SCCKA_to_VASC_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_VASC_to_INF_count,val_conf_VASC_to_INF_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,val_conf_AKIEC_to_BEN_OTH_count,val_conf_AKIEC_to_BEN_OTH_rate,val_conf_AKIEC_to_NV_count,val_conf_AKIEC_to_NV_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,val_conf_BEN_OTH_to_DF_count,val_conf_BEN_OTH_to_DF_rate,val_conf_MAL_OTH_to_DF_count,val_conf_MAL_OTH_to_DF_rate,val_conf_SCCKA_to_BEN_OTH_count,val_conf_SCCKA_to_BEN_OTH_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate
finetune,1,1.187264684515158,0.6185273159144893,0.36836736671544085,0.38401930374807913,0.86270783847981,0.38401930374807913,242.0,0.28,0.08677685950413223,0.13249211356466878,21.0,135.0,0.5578512396694215,33.0,0.13636363636363635,14.0,0.05785123966942149,5.0,0.02066115702479339,33.0,0.13636363636363635,1.0,0.004132231404958678,1791.0,0.682614267407091,0.8922389726409827,0.7734753146176185,1598.0,17.0,0.009491903964265773,1.0,0.0005583472920156337,42.0,0.023450586264656615,1.0,0.0005583472920156337,2.0,0.0011166945840312675,29.0,0.01619207146845338,44.0,0.024567280848687884,54.0,0.03015075376884422,3.0,0.0016750418760469012,100.0,0.13333333333333333,0.02,0.034782608695652174,2.0,34.0,0.34,9.0,0.09,6.0,0.06,4.0,0.04,8.0,0.08,22.0,0.22,4.0,0.04,11.0,0.11,435.0,0.40860215053763443,0.2620689655172414,0.31932773109243695,114.0,16.0,0.0367816091954023,183.0,0.4206896551724138,1.0,0.0022988505747126436,2.0,0.004597701149425287,23.0,0.052873563218390804,52.0,0.11954022988505747,43.0,0.09885057471264368,1.0,0.0022988505747126436,100.0,0.6351351351351351,0.47,0.5402298850574713,47.0,29.0,0.29,2.0,0.02,2.0,0.02,2.0,0.02,1.0,0.01,2.0,0.02,12.0,0.12,2.0,0.02,1.0,0.01,100.0,0.4,0.08,0.13333333333333333,8.0,2.0,0.02,46.0,0.46,5.0,0.05,10.0,0.1,11.0,0.11,3.0,0.03,15.0,0.15,7.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,3.0,0.42857142857142855,1.0,0.14285714285714285,1.0,0.14285714285714285,360.0,0.5434782608695652,0.4861111111111111,0.5131964809384164,175.0,3.0,0.008333333333333333,44.0,0.12222222222222222,2.0,0.005555555555555556,20.0,0.05555555555555555,3.0,0.008333333333333333,1.0,0.002777777777777778,107.0,0.2972222222222222,4.0,0.011111111111111112,1.0,0.002777777777777778,597.0,0.6167582417582418,0.7520938023450586,0.6777358490566038,449.0,1.0,0.0016750418760469012,64.0,0.10720268006700168,2.0,0.0033500837520938024,23.0,0.038525963149078725,2.0,0.0033500837520938024,1.0,0.0016750418760469012,50.0,0.08375209380234507,2.0,0.0033500837520938024,3.0,0.005025125628140704,378.0,0.4621212121212121,0.32275132275132273,0.38006230529595014,122.0,15.0,0.03968253968253968,193.0,0.5105820105820106,23.0,0.06084656084656084,2.0,0.005291005291005291,2.0,0.005291005291005291,13.0,0.03439153439153439,8.0,0.021164021164021163,100.0,0.7640449438202247,0.68,0.7195767195767195,68.0,13.0,0.13,1.0,0.01,1.0,0.01,4.0,0.04,13.0,0.13,1.1315023540199258,0.6479007633587787,0.4847781334744035,0.37203134873236315,0.8711832061068703,0.37203134873236315,61.0,0.3709677419354839,0.3770491803278688,0.37398373983739835,23.0,9.0,0.14754098360655737,1.0,0.01639344262295082,1.0,0.01639344262295082,4.0,0.06557377049180328,4.0,0.06557377049180328,18.0,0.29508196721311475,1.0,0.01639344262295082,504.0,0.8365591397849462,0.7718253968253969,0.8028895768833849,389.0,26.0,0.051587301587301584,2.0,0.003968253968253968,1.0,0.001984126984126984,25.0,0.0496031746031746,17.0,0.03373015873015873,4.0,0.007936507936507936,4.0,0.007936507936507936,20.0,0.03968253968253968,16.0,0.031746031746031744,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,4.0,0.4444444444444444,1.0,0.1111111111111111,1.0,0.1111111111111111,109.0,0.8620689655172413,0.22935779816513763,0.36231884057971014,25.0,4.0,0.03669724770642202,29.0,0.26605504587155965,1.0,0.009174311926605505,9.0,0.08256880733944955,10.0,0.09174311926605505,4.0,0.03669724770642202,9.0,0.08256880733944955,18.0,0.1651376146788991,10.0,0.15254237288135594,0.9,0.2608695652173913,9.0,1.0,0.1,10.0,0.045454545454545456,0.2,0.07407407407407407,2.0,5.0,0.5,3.0,0.3,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.631578947368421,0.4,0.4897959183673469,36.0,1.0,0.011111111111111112,6.0,0.06666666666666667,5.0,0.05555555555555555,1.0,0.011111111111111112,36.0,0.4,1.0,0.011111111111111112,4.0,0.044444444444444446,149.0,0.7252747252747253,0.8859060402684564,0.797583081570997,132.0,1.0,0.006711409395973154,7.0,0.04697986577181208,1.0,0.006711409395973154,1.0,0.006711409395973154,3.0,0.020134228187919462,2.0,0.013422818791946308,1.0,0.006711409395973154,1.0,0.006711409395973154,95.0,0.48214285714285715,0.5684210526315789,0.5217391304347826,54.0,7.0,0.07368421052631578,16.0,0.16842105263157894,1.0,0.010526315789473684,6.0,0.06315789473684211,5.0,0.05263157894736842,3.0,0.031578947368421054,3.0,0.031578947368421054,9.0,0.2571428571428571,1.0,0.4090909090909091,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetune,2,0.9735997912224001,0.6769596199524941,0.47424016916283745,0.49567500988315133,0.9185273159144893,0.49567500988315133,242.0,0.36885245901639346,0.1859504132231405,0.24725274725274726,45.0,113.0,0.4669421487603306,34.0,0.14049586776859505,10.0,0.04132231404958678,3.0,0.012396694214876033,37.0,0.15289256198347106,,,1791.0,0.7379123361952101,0.9117811278615299,0.8156843156843157,1633.0,23.0,0.012841987716359575,1.0,0.0005583472920156337,36.0,0.020100502512562814,4.0,0.002233389168062535,4.0,0.002233389168062535,19.0,0.01060859854829704,13.0,0.0072585147962032385,56.0,0.03126744835287549,2.0,0.0011166945840312675,100.0,0.46551724137931033,0.27,0.34177215189873417,27.0,17.0,0.17,6.0,0.06,5.0,0.05,14.0,0.14,8.0,0.08,11.0,0.11,2.0,0.02,10.0,0.1,435.0,0.517799352750809,0.367816091954023,0.43010752688172044,160.0,21.0,0.04827586206896552,144.0,0.3310344827586207,2.0,0.004597701149425287,1.0,0.0022988505747126436,27.0,0.06206896551724138,29.0,0.06666666666666667,49.0,0.11264367816091954,,,100.0,0.6767676767676768,0.67,0.6733668341708543,67.0,17.0,0.17,3.0,0.03,,,11.0,0.11,,,1.0,0.01,1.0,0.01,,,,,100.0,0.41935483870967744,0.26,0.32098765432098764,26.0,,,28.0,0.28,16.0,0.16,1.0,0.01,18.0,0.18,2.0,0.02,7.0,0.07,7.0,0.0,0.0,0.0,0.0,3.0,0.42857142857142855,1.0,0.14285714285714285,1.0,0.14285714285714285,2.0,0.2857142857142857,360.0,0.6020408163265306,0.49166666666666664,0.5412844036697247,177.0,6.0,0.016666666666666666,49.0,0.1361111111111111,,,20.0,0.05555555555555555,1.0,0.002777777777777778,,,100.0,0.2777777777777778,4.0,0.011111111111111112,2.0,0.005555555555555556,597.0,0.7284345047923323,0.7638190954773869,0.7457072771872445,456.0,6.0,0.010050251256281407,56.0,0.09380234505862646,2.0,0.0033500837520938024,22.0,0.03685092127303183,1.0,0.0016750418760469012,,,47.0,0.07872696817420435,4.0,0.006700167504187605,,,378.0,0.5349544072948328,0.4656084656084656,0.49787835926449786,176.0,20.0,0.05291005291005291,150.0,0.3968253968253968,29.0,0.07671957671957672,1.0,0.0026455026455026454,,,2.0,0.005291005291005291,,,100.0,0.8469387755102041,0.83,0.8383838383838383,83.0,3.0,0.03,7.0,0.07,,,,,4.0,0.04,1.0332363819177368,0.6774809160305344,0.4934125659080381,0.41116207284577205,0.8845419847328244,0.41116207284577205,61.0,0.4117647058823529,0.3442622950819672,0.375,21.0,25.0,0.4098360655737705,5.0,0.08196721311475409,2.0,0.03278688524590164,2.0,0.03278688524590164,4.0,0.06557377049180328,2.0,0.03278688524590164,,,504.0,0.7927272727272727,0.8650793650793651,0.8273244781783681,436.0,5.0,0.00992063492063492,2.0,0.003968253968253968,1.0,0.001984126984126984,12.0,0.023809523809523808,28.0,0.05555555555555555,5.0,0.00992063492063492,,,6.0,0.011904761904761904,9.0,0.017857142857142856,9.0,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,2.0,0.2222222222222222,1.0,0.1111111111111111,,,109.0,0.7142857142857143,0.3211009174311927,0.4430379746835443,35.0,1.0,0.009174311926605505,41.0,0.3761467889908257,,,4.0,0.03669724770642202,12.0,0.11009174311926606,6.0,0.05504587155963303,6.0,0.05504587155963303,4.0,0.03669724770642202,10.0,0.24242424242424243,0.8,0.37209302325581395,8.0,,,10.0,0.07246376811594203,0.5,0.12658227848101267,5.0,2.0,0.2,3.0,0.3,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.5769230769230769,0.6666666666666666,0.6185567010309279,60.0,1.0,0.011111111111111112,8.0,0.08888888888888889,1.0,0.011111111111111112,4.0,0.044444444444444446,13.0,0.14444444444444443,,,3.0,0.03333333333333333,149.0,0.84,0.7046979865771812,0.7664233576642335,105.0,,,4.0,0.026845637583892617,2.0,0.013422818791946308,1.0,0.006711409395973154,11.0,0.0738255033557047,25.0,0.16778523489932887,,,1.0,0.006711409395973154,95.0,0.7272727272727273,0.3368421052631579,0.460431654676259,32.0,23.0,0.24210526315789474,27.0,0.28421052631578947,4.0,0.042105263157894736,2.0,0.021052631578947368,5.0,0.05263157894736842,2.0,0.021052631578947368,,,9.0,0.38095238095238093,0.8888888888888888,0.5333333333333333,8.0,2.0,0.004597701149425287,1.0,0.01,1.0,0.01,1.0,0.002777777777777778,3.0,0.005025125628140704,1.0,0.01,2.0,0.02,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1,1.0,0.1,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
