,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,42,6,0,2,0,1,0,2,0,8,0
BCC,30,425,1,14,3,1,0,7,2,20,1
BEN_OTH,0,2,2,1,0,1,0,2,1,0,0
BKL,10,22,0,53,1,1,0,6,4,12,0
DF,0,1,0,0,6,1,0,1,1,0,0
INF,1,3,1,0,1,4,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,1,0,0,0
MEL,1,6,0,3,0,1,0,56,20,1,2
NV,0,3,1,3,1,0,0,13,126,0,2
SCCKA,13,12,0,6,2,1,0,0,0,61,0
VASC,0,1,0,0,0,0,0,0,0,1,7
