phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_NV_count,val_conf_AKIEC_to_NV_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_conf_AKIEC_to_VASC_count,val_conf_AKIEC_to_VASC_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_VASC_count,val_conf_INF_to_VASC_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,val_conf_AKIEC_to_MAL_OTH_count,val_conf_AKIEC_to_MAL_OTH_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_BKL_to_MAL_OTH_count,val_conf_BKL_to_MAL_OTH_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BEN_OTH_to_SCCKA_count,val_conf_BEN_OTH_to_SCCKA_rate,val_conf_DF_to_SCCKA_count,val_conf_DF_to_SCCKA_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_BKL_to_VASC_count,val_conf_BKL_to_VASC_rate,val_conf_DF_to_AKIEC_count,val_conf_DF_to_AKIEC_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_DF_to_BEN_OTH_count,val_conf_DF_to_BEN_OTH_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate
freeze,1,0.9762756662684997,0.5186068702290076,0.39343795625922356,0.40121774094504975,0.8122614503816794,0.40121774094504975,400.0,0.29491525423728815,0.2175,0.2503597122302158,87.0,140.0,0.35,1.0,0.0025,53.0,0.1325,1.0,0.0025,5.0,0.0125,16.0,0.04,15.0,0.0375,81.0,0.2025,1.0,0.0025,1129.0,0.5686900958466453,0.7883082373782108,0.6607275426874536,890.0,51.0,0.045172719220549155,2.0,0.001771479185119575,52.0,0.046058458813108945,4.0,0.00354295837023915,2.0,0.001771479185119575,15.0,0.013286093888396812,30.0,0.026572187776793623,81.0,0.07174490699734277,2.0,0.001771479185119575,136.0,0.0,0.0,0.0,0.0,12.0,0.08823529411764706,35.0,0.25735294117647056,21.0,0.15441176470588236,6.0,0.04411764705882353,9.0,0.0661764705882353,17.0,0.125,23.0,0.16911764705882354,3.0,0.022058823529411766,10.0,0.07352941176470588,500.0,0.34536082474226804,0.268,0.30180180180180183,134.0,50.0,0.1,146.0,0.292,1.0,0.002,4.0,0.008,1.0,0.002,52.0,0.104,56.0,0.112,55.0,0.11,1.0,0.002,150.0,0.6868686868686869,0.4533333333333333,0.5461847389558233,68.0,2.0,0.013333333333333334,34.0,0.22666666666666666,8.0,0.05333333333333334,7.0,0.04666666666666667,11.0,0.07333333333333333,15.0,0.1,4.0,0.02666666666666667,1.0,0.006666666666666667,166.0,0.4461538461538462,0.1746987951807229,0.2510822510822511,29.0,13.0,0.0783132530120482,65.0,0.39156626506024095,17.0,0.10240963855421686,8.0,0.04819277108433735,11.0,0.06626506024096386,13.0,0.0783132530120482,8.0,0.04819277108433735,2.0,0.012048192771084338,59.0,1.0,0.01694915254237288,0.03333333333333333,1.0,6.0,0.1016949152542373,15.0,0.2542372881355932,5.0,0.0847457627118644,11.0,0.1864406779661017,15.0,0.2542372881355932,4.0,0.06779661016949153,2.0,0.03389830508474576,450.0,0.5021739130434782,0.5133333333333333,0.5076923076923077,231.0,16.0,0.035555555555555556,44.0,0.09777777777777778,1.0,0.0022222222222222222,34.0,0.07555555555555556,4.0,0.008888888888888889,1.0,0.0022222222222222222,104.0,0.2311111111111111,9.0,0.02,6.0,0.013333333333333334,590.0,0.5854700854700855,0.6966101694915254,0.6362229102167183,411.0,3.0,0.005084745762711864,41.0,0.06949152542372881,5.0,0.00847457627118644,31.0,0.05254237288135593,4.0,0.006779661016949152,83.0,0.14067796610169492,11.0,0.01864406779661017,1.0,0.001694915254237288,469.0,0.459915611814346,0.464818763326226,0.4623541887592789,218.0,54.0,0.11513859275053305,139.0,0.29637526652452023,32.0,0.06823027718550106,4.0,0.008528784648187633,3.0,0.006396588486140725,8.0,0.017057569296375266,10.0,0.021321961620469083,1.0,0.0021321961620469083,143.0,0.7954545454545454,0.7342657342657343,0.7636363636363637,105.0,1.0,0.006993006993006993,16.0,0.11188811188811189,1.0,0.006993006993006993,1.0,0.006993006993006993,4.0,0.027972027972027972,5.0,0.03496503496503497,10.0,0.06993006993006994,0.6370219488180321,0.6479007633587787,0.49490137087349884,0.4282346132174664,0.8969465648854962,0.4282346132174664,61.0,0.29347826086956524,0.4426229508196721,0.35294117647058826,27.0,6.0,0.09836065573770492,2.0,0.03278688524590164,1.0,0.01639344262295082,5.0,0.08196721311475409,1.0,0.01639344262295082,18.0,0.29508196721311475,1.0,0.01639344262295082,504.0,0.8711943793911007,0.7380952380952381,0.799140708915145,372.0,32.0,0.06349206349206349,2.0,0.003968253968253968,2.0,0.003968253968253968,8.0,0.015873015873015872,2.0,0.003968253968253968,15.0,0.02976190476190476,15.0,0.02976190476190476,54.0,0.10714285714285714,2.0,0.003968253968253968,9.0,0.25,0.1111111111111111,0.15384615384615385,1.0,1.0,0.1111111111111111,3.0,0.3333333333333333,3.0,0.3333333333333333,1.0,0.1111111111111111,109.0,0.7916666666666666,0.1743119266055046,0.2857142857142857,19.0,17.0,0.1559633027522936,21.0,0.1926605504587156,2.0,0.01834862385321101,2.0,0.01834862385321101,17.0,0.1559633027522936,12.0,0.11009174311926606,19.0,0.1743119266055046,10.0,0.2692307692307692,0.7,0.3888888888888889,7.0,2.0,0.2,1.0,0.1,10.0,0.375,0.3,0.3333333333333333,3.0,2.0,0.2,2.0,0.2,2.0,0.2,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.46788990825688076,0.5666666666666667,0.5125628140703518,51.0,1.0,0.011111111111111112,7.0,0.07777777777777778,1.0,0.011111111111111112,1.0,0.011111111111111112,25.0,0.2777777777777778,1.0,0.011111111111111112,3.0,0.03333333333333333,149.0,0.6956521739130435,0.8590604026845637,0.7687687687687688,128.0,1.0,0.006711409395973154,2.0,0.013422818791946308,1.0,0.006711409395973154,1.0,0.006711409395973154,12.0,0.08053691275167785,2.0,0.013422818791946308,2.0,0.013422818791946308,95.0,0.4012738853503185,0.6631578947368421,0.5,63.0,11.0,0.11578947368421053,10.0,0.10526315789473684,5.0,0.05263157894736842,5.0,0.05263157894736842,1.0,0.010526315789473684,9.0,0.47058823529411764,0.8888888888888888,0.6153846153846154,8.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.7518969876620606,0.5877862595419847,0.484648863944341,0.49999215790475426,0.8802480916030534,0.49999215790475426,398.0,0.4084084084084084,0.3417085427135678,0.37209302325581395,136.0,104.0,0.2613065326633166,2.0,0.005025125628140704,55.0,0.13819095477386933,1.0,0.002512562814070352,3.0,0.007537688442211055,15.0,0.03768844221105527,4.0,0.010050251256281407,77.0,0.1934673366834171,1.0,0.002512562814070352,1133.0,0.6148555708390646,0.7890556045895851,0.6911480479319675,894.0,55.0,0.04854368932038835,4.0,0.00353045013239188,50.0,0.0441306266548985,12.0,0.01059135039717564,16.0,0.01412180052956752,12.0,0.01059135039717564,18.0,0.01588702559576346,70.0,0.0617828773168579,2.0,0.00176522506619594,127.0,0.35,0.11023622047244094,0.16766467065868262,14.0,12.0,0.09448818897637795,33.0,0.25984251968503935,22.0,0.1732283464566929,2.0,0.015748031496062992,7.0,0.05511811023622047,5.0,0.03937007874015748,17.0,0.13385826771653545,8.0,0.06299212598425197,7.0,0.05511811023622047,505.0,0.4463840399002494,0.35445544554455444,0.39514348785871967,179.0,52.0,0.10297029702970296,135.0,0.26732673267326734,3.0,0.005940594059405941,2.0,0.0039603960396039604,4.0,0.007920792079207921,29.0,0.05742574257425743,41.0,0.08118811881188119,58.0,0.11485148514851486,1.0,0.0019801980198019802,150.0,0.7099236641221374,0.62,0.6619217081850534,93.0,2.0,0.013333333333333334,31.0,0.20666666666666667,2.0,0.013333333333333334,14.0,0.09333333333333334,,,6.0,0.04,2.0,0.013333333333333334,,,155.0,0.4793388429752066,0.3741935483870968,0.42028985507246375,58.0,8.0,0.05161290322580645,54.0,0.34838709677419355,6.0,0.03870967741935484,14.0,0.09032258064516129,7.0,0.04516129032258064,3.0,0.01935483870967742,3.0,0.01935483870967742,1.0,0.0064516129032258064,56.0,0.8,0.07142857142857142,0.13114754098360656,4.0,1.0,0.017857142857142856,22.0,0.39285714285714285,5.0,0.08928571428571429,4.0,0.07142857142857142,14.0,0.25,,,6.0,0.10714285714285714,456.0,0.6436781609195402,0.6140350877192983,0.6285072951739619,280.0,10.0,0.021929824561403508,24.0,0.05263157894736842,5.0,0.010964912280701754,22.0,0.04824561403508772,1.0,0.0021929824561403508,3.0,0.006578947368421052,99.0,0.21710526315789475,7.0,0.015350877192982455,5.0,0.010964912280701754,575.0,0.6724683544303798,0.7391304347826086,0.704225352112676,425.0,3.0,0.0052173913043478265,28.0,0.04869565217391304,6.0,0.010434782608695653,24.0,0.04173913043478261,5.0,0.008695652173913044,74.0,0.12869565217391304,5.0,0.008695652173913044,3.0,0.0052173913043478265,488.0,0.5352112676056338,0.5450819672131147,0.5401015228426396,266.0,54.0,0.11065573770491803,116.0,0.23770491803278687,36.0,0.07377049180327869,2.0,0.004098360655737705,4.0,0.00819672131147541,6.0,0.012295081967213115,1.0,0.0020491803278688526,2.0,0.004098360655737705,149.0,0.8041958041958042,0.7718120805369127,0.7876712328767124,115.0,,,13.0,0.087248322147651,4.0,0.026845637583892617,,,7.0,0.04697986577181208,3.0,0.020134228187919462,4.0,0.026845637583892617,0.5727874136721814,0.6555343511450382,0.4969649676381072,0.45416055650153664,0.9026717557251909,0.45416055650153664,61.0,0.2764227642276423,0.5573770491803278,0.3695652173913043,34.0,8.0,0.13114754098360656,10.0,0.16393442622950818,,,2.0,0.03278688524590164,,,4.0,0.06557377049180328,2.0,0.03278688524590164,504.0,0.8689655172413793,0.75,0.805111821086262,378.0,42.0,0.08333333333333333,2.0,0.003968253968253968,41.0,0.08134920634920635,1.0,0.001984126984126984,5.0,0.00992063492063492,13.0,0.025793650793650792,2.0,0.003968253968253968,14.0,0.027777777777777776,6.0,0.011904761904761904,9.0,0.2857142857142857,0.2222222222222222,0.25,2.0,,,3.0,0.3333333333333333,1.0,0.1111111111111111,1.0,0.1111111111111111,109.0,0.4032258064516129,0.45871559633027525,0.4291845493562232,50.0,15.0,0.13761467889908258,19.0,0.1743119266055046,,,2.0,0.01834862385321101,7.0,0.06422018348623854,9.0,0.08256880733944955,6.0,0.05504587155963303,10.0,0.7142857142857143,0.5,0.5882352941176471,5.0,2.0,0.2,1.0,0.1,10.0,0.2,0.3,0.24,3.0,1.0,0.1,4.0,0.4,1.0,0.1,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.5272727272727272,0.6444444444444445,0.58,58.0,3.0,0.03333333333333333,6.0,0.06666666666666667,1.0,0.011111111111111112,1.0,0.011111111111111112,15.0,0.16666666666666666,2.0,0.022222222222222223,4.0,0.044444444444444446,149.0,0.7985611510791367,0.7449664429530202,0.7708333333333334,111.0,,,2.0,0.013422818791946308,2.0,0.013422818791946308,,,28.0,0.18791946308724833,,,3.0,0.020134228187919462,95.0,0.59375,0.4,0.4779874213836478,38.0,28.0,0.29473684210526313,11.0,0.11578947368421053,,,,,,,9.0,0.3333333333333333,0.8888888888888888,0.48484848484848486,8.0,1.0,0.1111111111111111,1.0,0.0019801980198019802,1.0,0.0064516129032258064,2.0,0.0034782608695652175,1.0,0.0020491803278688526,2.0,0.013422818791946308,1.0,0.006711409395973154,1.0,0.01639344262295082,2.0,0.2222222222222222,1.0,0.009174311926605505,1.0,0.1,1.0,0.1,3.0,0.020134228187919462,16.0,0.16842105263157894,2.0,0.021052631578947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
