,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,40,1,0,8,0,1,0,1,0,10,0
BCC,41,373,1,43,1,8,0,7,5,24,1
BEN_OTH,0,0,2,3,0,0,0,2,2,0,0
BKL,10,11,2,68,0,1,1,2,5,9,0
DF,0,1,0,0,9,0,0,0,0,0,0
INF,0,4,0,1,1,2,0,1,0,1,0
MAL_OTH,0,0,0,0,0,0,0,1,1,0,0
MEL,2,2,0,7,0,1,1,51,24,0,2
NV,0,1,2,6,0,2,0,12,125,0,1
SCCKA,11,7,0,16,0,0,0,0,0,61,0
VASC,0,0,0,1,0,1,0,0,1,0,6
