,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,34,12,0,7,0,0,0,0,0,8,0
BCC,5,473,0,3,0,0,0,3,5,15,0
BEN_OTH,0,3,0,1,0,0,0,3,2,0,0
BKL,2,30,0,50,0,0,0,2,15,10,0
DF,0,3,0,1,6,0,0,0,0,0,0
INF,0,8,0,1,0,1,0,0,0,0,0
MAL_OTH,0,2,0,0,0,0,0,0,0,0,0
MEL,0,7,0,3,0,0,0,38,40,1,1
NV,0,6,0,5,0,0,0,1,136,0,1
SCCKA,9,18,0,8,0,0,0,1,0,59,0
VASC,0,2,0,0,0,0,0,0,1,0,6
