,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,13,22,0,14,0,0,0,0,0,12,0
BCC,3,457,0,7,0,1,0,4,3,28,1
BEN_OTH,0,3,1,1,0,0,0,1,3,0,0
BKL,3,39,0,41,0,1,0,8,6,11,0
DF,0,2,0,1,3,0,0,2,2,0,0
INF,0,6,0,0,1,1,0,1,1,0,0
MAL_OTH,0,1,0,0,0,0,0,0,0,1,0
MEL,0,9,0,10,0,0,0,39,30,1,1
NV,0,6,0,10,0,0,0,8,125,0,0
SCCKA,3,26,0,8,0,0,0,0,0,58,0
VASC,0,1,0,0,0,0,0,0,1,0,7
