,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,36,5,0,10,0,0,0,1,0,9,0
BCC,17,428,2,23,3,1,0,5,3,21,1
BEN_OTH,1,2,1,0,0,1,0,2,2,0,0
BKL,6,13,1,68,1,0,1,2,3,14,0
DF,0,0,0,0,8,0,0,0,2,0,0
INF,1,2,0,1,0,4,0,1,0,1,0
MAL_OTH,0,0,0,0,0,0,0,1,1,0,0
MEL,1,4,0,5,1,1,0,52,23,3,0
NV,1,3,3,4,0,1,0,6,130,1,0
SCCKA,11,8,0,10,0,0,0,0,0,66,0
VASC,0,1,0,0,0,0,0,1,0,0,7
