,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,35,4,0,8,0,0,0,2,0,12,0
BCC,12,453,1,13,1,0,0,4,3,16,1
BEN_OTH,1,2,0,1,0,0,0,4,1,0,0
BKL,4,19,0,62,0,0,0,5,2,17,0
DF,0,1,0,0,9,0,0,0,0,0,0
INF,1,6,0,0,0,2,0,0,0,1,0
MAL_OTH,0,2,0,0,0,0,0,0,0,0,0
MEL,1,6,0,4,1,0,1,59,17,1,0
NV,0,4,0,6,0,0,0,16,123,0,0
SCCKA,7,13,0,12,2,0,0,0,0,61,0
VASC,0,1,0,0,0,0,0,0,0,1,7
