phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_INF_count,train_conf_MAL_OTH_to_INF_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_conf_BKL_to_VASC_count,val_conf_BKL_to_VASC_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,val_conf_AKIEC_to_NV_count,val_conf_AKIEC_to_NV_rate,val_conf_MAL_OTH_to_SCCKA_count,val_conf_MAL_OTH_to_SCCKA_rate,val_conf_MEL_to_MAL_OTH_count,val_conf_MEL_to_MAL_OTH_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate
freeze,1,0.809633350995092,0.5927958015267175,0.4629335968487675,0.47124347528659105,0.8532919847328244,0.47124347528659105,400.0,0.39090909090909093,0.3225,0.35342465753424657,129.0,121.0,0.3025,58.0,0.145,1.0,0.0025,2.0,0.005,11.0,0.0275,10.0,0.025,68.0,0.17,1129.0,0.6196236559139785,0.816651904340124,0.7046236148261368,922.0,55.0,0.048715677590788306,2.0,0.001771479185119575,47.0,0.04162976085031001,7.0,0.006200177147918512,7.0,0.006200177147918512,9.0,0.007971656333038087,17.0,0.015057573073516387,59.0,0.05225863596102746,4.0,0.00354295837023915,136.0,0.47368421052631576,0.0661764705882353,0.11612903225806452,9.0,4.0,0.029411764705882353,27.0,0.19852941176470587,14.0,0.10294117647058823,8.0,0.058823529411764705,13.0,0.09558823529411764,14.0,0.10294117647058823,35.0,0.25735294117647056,1.0,0.007352941176470588,11.0,0.08088235294117647,500.0,0.4700665188470067,0.424,0.4458464773922187,212.0,52.0,0.104,120.0,0.24,1.0,0.002,2.0,0.004,3.0,0.006,28.0,0.056,34.0,0.068,47.0,0.094,1.0,0.002,150.0,0.6846846846846847,0.5066666666666667,0.5823754789272031,76.0,3.0,0.02,40.0,0.26666666666666666,2.0,0.013333333333333334,8.0,0.05333333333333334,12.0,0.08,7.0,0.04666666666666667,1.0,0.006666666666666667,1.0,0.006666666666666667,166.0,0.4444444444444444,0.21686746987951808,0.291497975708502,36.0,3.0,0.018072289156626505,61.0,0.3674698795180723,3.0,0.018072289156626505,22.0,0.13253012048192772,13.0,0.0783132530120482,8.0,0.04819277108433735,13.0,0.0783132530120482,3.0,0.018072289156626505,4.0,0.024096385542168676,59.0,0.0,0.0,0.0,0.0,1.0,0.01694915254237288,18.0,0.3050847457627119,1.0,0.01694915254237288,16.0,0.2711864406779661,1.0,0.01694915254237288,5.0,0.0847457627118644,12.0,0.2033898305084746,1.0,0.01694915254237288,4.0,0.06779661016949153,450.0,0.6690647482014388,0.62,0.643598615916955,279.0,14.0,0.03111111111111111,21.0,0.04666666666666667,16.0,0.035555555555555556,4.0,0.008888888888888889,1.0,0.0022222222222222222,104.0,0.2311111111111111,4.0,0.008888888888888889,7.0,0.015555555555555555,590.0,0.6551246537396122,0.8016949152542373,0.7210365853658537,473.0,5.0,0.00847457627118644,25.0,0.0423728813559322,1.0,0.001694915254237288,21.0,0.03559322033898305,4.0,0.006779661016949152,1.0,0.001694915254237288,56.0,0.09491525423728814,4.0,0.006779661016949152,469.0,0.55,0.4925373134328358,0.5196850393700787,231.0,63.0,0.13432835820895522,123.0,0.2622601279317697,36.0,0.0767590618336887,2.0,0.0042643923240938165,4.0,0.008528784648187633,10.0,0.021321961620469083,143.0,0.7866666666666666,0.8251748251748252,0.8054607508532423,118.0,1.0,0.006993006993006993,10.0,0.06993006993006994,1.0,0.006993006993006993,2.0,0.013986013986013986,3.0,0.02097902097902098,7.0,0.04895104895104895,1.0,0.006993006993006993,0.5070558095933827,0.7337786259541985,0.47819189176838034,0.4576842192233078,0.9179389312977099,0.4576842192233078,61.0,0.48333333333333334,0.47540983606557374,0.4793388429752066,29.0,17.0,0.2786885245901639,1.0,0.01639344262295082,1.0,0.01639344262295082,4.0,0.06557377049180328,9.0,0.14754098360655737,504.0,0.7996485061511424,0.9027777777777778,0.848089468779124,455.0,14.0,0.027777777777777776,4.0,0.007936507936507936,1.0,0.001984126984126984,8.0,0.015873015873015872,7.0,0.013888888888888888,13.0,0.025793650793650792,2.0,0.003968253968253968,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,2.0,0.2222222222222222,1.0,0.1111111111111111,3.0,0.3333333333333333,109.0,0.8611111111111112,0.28440366972477066,0.42758620689655175,31.0,7.0,0.06422018348623854,35.0,0.3211009174311927,2.0,0.01834862385321101,6.0,0.05504587155963303,8.0,0.07339449541284404,19.0,0.1743119266055046,1.0,0.009174311926605505,10.0,0.28,0.7,0.4,7.0,3.0,0.3,10.0,0.3333333333333333,0.1,0.15384615384615385,1.0,7.0,0.7,2.0,0.2,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.7761194029850746,0.5777777777777777,0.6624203821656051,52.0,9.0,0.1,1.0,0.011111111111111112,1.0,0.011111111111111112,25.0,0.2777777777777778,1.0,0.011111111111111112,1.0,0.011111111111111112,149.0,0.7624309392265194,0.9261744966442953,0.8363636363636363,138.0,4.0,0.026845637583892617,1.0,0.006711409395973154,2.0,0.013422818791946308,1.0,0.006711409395973154,3.0,0.020134228187919462,95.0,0.5384615384615384,0.5157894736842106,0.5268817204301075,49.0,10.0,0.10526315789473684,32.0,0.3368421052631579,3.0,0.031578947368421054,1.0,0.010526315789473684,9.0,0.6363636363636364,0.7777777777777778,0.7,7.0,2.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.5811540151427266,0.6700858778625954,0.5846755051580542,0.6085054847725595,0.9150763358778626,0.6085054847725595,398.0,0.5319767441860465,0.45979899497487436,0.49326145552560646,183.0,70.0,0.17587939698492464,59.0,0.14824120603015076,,,,,10.0,0.02512562814070352,4.0,0.010050251256281407,67.0,0.16834170854271358,1133.0,0.6923076923076923,0.8420123565754634,0.7598566308243727,954.0,32.0,0.02824360105913504,2.0,0.00176522506619594,47.0,0.04148278905560459,7.0,0.00617828773168579,13.0,0.01147396293027361,10.0,0.0088261253309797,12.0,0.01059135039717564,50.0,0.0441306266548985,4.0,0.00353045013239188,127.0,0.49206349206349204,0.2440944881889764,0.3263157894736842,31.0,7.0,0.05511811023622047,23.0,0.18110236220472442,15.0,0.11811023622047244,3.0,0.023622047244094488,7.0,0.05511811023622047,10.0,0.07874015748031496,21.0,0.16535433070866143,1.0,0.007874015748031496,8.0,0.06299212598425197,505.0,0.5493273542600897,0.48514851485148514,0.5152471083070452,245.0,47.0,0.09306930693069307,116.0,0.2297029702970297,2.0,0.0039603960396039604,,,3.0,0.005940594059405941,16.0,0.031683168316831684,28.0,0.055445544554455446,47.0,0.09306930693069307,1.0,0.0019801980198019802,150.0,0.8503937007874016,0.72,0.779783393501805,108.0,1.0,0.006666666666666667,24.0,0.16,4.0,0.02666666666666667,2.0,0.013333333333333334,9.0,0.06,,,1.0,0.006666666666666667,1.0,0.006666666666666667,155.0,0.5813953488372093,0.4838709677419355,0.528169014084507,75.0,8.0,0.05161290322580645,42.0,0.2709677419354839,10.0,0.06451612903225806,1.0,0.0064516129032258064,8.0,0.05161290322580645,3.0,0.01935483870967742,2.0,0.012903225806451613,4.0,0.025806451612903226,2.0,0.012903225806451613,56.0,0.6666666666666666,0.25,0.36363636363636365,14.0,,,9.0,0.16071428571428573,,,6.0,0.10714285714285714,3.0,0.05357142857142857,4.0,0.07142857142857142,14.0,0.25,2.0,0.03571428571428571,4.0,0.07142857142857142,456.0,0.7363636363636363,0.7105263157894737,0.7232142857142857,324.0,10.0,0.021929824561403508,19.0,0.041666666666666664,15.0,0.03289473684210526,,,1.0,0.0021929824561403508,81.0,0.17763157894736842,,,3.0,0.006578947368421052,575.0,0.7297734627831716,0.7843478260869565,0.7560771165129925,451.0,2.0,0.0034782608695652175,21.0,0.036521739130434785,4.0,0.006956521739130435,26.0,0.04521739130434783,2.0,0.0034782608695652175,4.0,0.006956521739130435,62.0,0.10782608695652174,1.0,0.0017391304347826088,488.0,0.6334745762711864,0.6127049180327869,0.6229166666666667,299.0,54.0,0.11065573770491803,92.0,0.1885245901639344,29.0,0.05942622950819672,6.0,0.012295081967213115,1.0,0.0020491803278688526,,,149.0,0.8116883116883117,0.8389261744966443,0.8250825082508251,125.0,,,8.0,0.053691275167785234,1.0,0.006711409395973154,7.0,0.04697986577181208,,,5.0,0.03355704697986577,,,0.4405979205434786,0.7604961832061069,0.5142870449975137,0.499876492027375,0.9293893129770993,0.499876492027375,61.0,0.5079365079365079,0.5245901639344263,0.5161290322580645,32.0,15.0,0.2459016393442623,9.0,0.14754098360655737,,,,,4.0,0.06557377049180328,504.0,0.829443447037702,0.9166666666666666,0.8708765315739868,462.0,8.0,0.015873015873015872,2.0,0.003968253968253968,7.0,0.013888888888888888,4.0,0.007936507936507936,6.0,0.011904761904761904,9.0,0.017857142857142856,3.0,0.005952380952380952,9.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222,3.0,0.3333333333333333,1.0,0.1111111111111111,3.0,0.3333333333333333,109.0,0.6304347826086957,0.5321100917431193,0.5771144278606966,58.0,4.0,0.03669724770642202,30.0,0.27522935779816515,1.0,0.009174311926605505,3.0,0.027522935779816515,3.0,0.027522935779816515,6.0,0.05504587155963303,,,10.0,0.4375,0.7,0.5384615384615384,7.0,3.0,0.3,10.0,0.2,0.3,0.24,3.0,7.0,0.7,,,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.8596491228070176,0.5444444444444444,0.6666666666666666,49.0,9.0,0.1,2.0,0.022222222222222223,1.0,0.011111111111111112,24.0,0.26666666666666666,,,1.0,0.011111111111111112,149.0,0.791907514450867,0.9194630872483222,0.8509316770186336,137.0,4.0,0.026845637583892617,,,3.0,0.020134228187919462,1.0,0.006711409395973154,3.0,0.020134228187919462,95.0,0.6885245901639344,0.4421052631578947,0.5384615384615384,42.0,16.0,0.16842105263157894,21.0,0.22105263157894736,2.0,0.021052631578947368,,,9.0,0.6363636363636364,0.7777777777777778,0.7,7.0,2.0,0.2222222222222222,1.0,0.002512562814070352,3.0,0.007537688442211055,1.0,0.002512562814070352,2.0,0.00176522506619594,1.0,0.007874015748031496,3.0,0.006578947368421052,2.0,0.0034782608695652175,3.0,0.006147540983606557,1.0,0.0020491803278688526,3.0,0.006147540983606557,3.0,0.020134228187919462,1.0,0.01639344262295082,2.0,0.003968253968253968,1.0,0.001984126984126984,1.0,0.009174311926605505,3.0,0.027522935779816515,3.0,0.03333333333333333,1.0,0.011111111111111112,1.0,0.006711409395973154,13.0,0.1368421052631579,1.0,0.010526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
