phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_SCCKA_count,val_conf_BEN_OTH_to_SCCKA_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_conf_DF_to_SCCKA_count,val_conf_DF_to_SCCKA_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_MAL_OTH_to_SCCKA_count,val_conf_MAL_OTH_to_SCCKA_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_conf_VASC_to_MAL_OTH_count,val_conf_VASC_to_MAL_OTH_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_SCCKA_to_VASC_count,val_conf_SCCKA_to_VASC_rate,train_conf_INF_to_MAL_OTH_count,train_conf_INF_to_MAL_OTH_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_VASC_to_BEN_OTH_count,val_conf_VASC_to_BEN_OTH_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,val_conf_VASC_to_AKIEC_count,val_conf_VASC_to_AKIEC_rate
freeze,1,0.9858746648623498,0.5177221172022685,0.4003726942866857,0.40118444808196274,0.8071833648393195,0.40118444808196274,402.0,0.38869257950530034,0.2736318407960199,0.32116788321167883,110.0,145.0,0.36069651741293535,2.0,0.004975124378109453,51.0,0.12686567164179105,4.0,0.009950248756218905,1.0,0.0024875621890547263,15.0,0.03731343283582089,10.0,0.024875621890547265,62.0,0.15422885572139303,2.0,0.004975124378109453,1076.0,0.5465505693235098,0.758364312267658,0.635266640716232,816.0,48.0,0.04460966542750929,4.0,0.0037174721189591076,63.0,0.05855018587360595,9.0,0.008364312267657992,4.0,0.0037174721189591076,3.0,0.0027881040892193307,17.0,0.015799256505576207,25.0,0.023234200743494422,77.0,0.07156133828996282,10.0,0.00929368029739777,162.0,0.3333333333333333,0.06172839506172839,0.10416666666666667,10.0,3.0,0.018518518518518517,40.0,0.24691358024691357,21.0,0.12962962962962962,13.0,0.08024691358024691,7.0,0.043209876543209874,1.0,0.006172839506172839,14.0,0.08641975308641975,27.0,0.16666666666666666,14.0,0.08641975308641975,12.0,0.07407407407407407,509.0,0.3880597014925373,0.3575638506876228,0.3721881390593047,182.0,43.0,0.08447937131630648,149.0,0.29273084479371314,8.0,0.015717092337917484,3.0,0.005893909626719057,44.0,0.08644400785854617,38.0,0.07465618860510806,42.0,0.0825147347740668,175.0,0.5735294117647058,0.44571428571428573,0.5016077170418006,78.0,2.0,0.011428571428571429,44.0,0.25142857142857145,8.0,0.045714285714285714,3.0,0.017142857142857144,4.0,0.022857142857142857,17.0,0.09714285714285714,18.0,0.10285714285714286,1.0,0.005714285714285714,176.0,0.3333333333333333,0.09090909090909091,0.14285714285714285,16.0,10.0,0.056818181818181816,58.0,0.32954545454545453,7.0,0.03977272727272727,23.0,0.13068181818181818,10.0,0.056818181818181816,8.0,0.045454545454545456,13.0,0.07386363636363637,27.0,0.1534090909090909,4.0,0.022727272727272728,62.0,0.0,0.0,0.0,0.0,3.0,0.04838709677419355,18.0,0.2903225806451613,12.0,0.1935483870967742,8.0,0.12903225806451613,9.0,0.14516129032258066,2.0,0.03225806451612903,10.0,0.16129032258064516,502.0,0.587037037037037,0.6314741035856574,0.6084452975047985,317.0,10.0,0.0199203187250996,21.0,0.04183266932270916,38.0,0.07569721115537849,3.0,0.00597609561752988,1.0,0.00199203187250996,92.0,0.18326693227091634,13.0,0.025896414342629483,7.0,0.013944223107569721,555.0,0.5967479674796748,0.6612612612612613,0.6273504273504273,367.0,5.0,0.009009009009009009,38.0,0.06846846846846846,4.0,0.007207207207207207,26.0,0.04684684684684685,5.0,0.009009009009009009,4.0,0.007207207207207207,94.0,0.16936936936936936,5.0,0.009009009009009009,7.0,0.012612612612612612,455.0,0.40632054176072235,0.3956043956043956,0.40089086859688194,180.0,47.0,0.10329670329670329,153.0,0.3362637362637363,44.0,0.0967032967032967,6.0,0.013186813186813187,6.0,0.013186813186813187,10.0,0.02197802197802198,6.0,0.013186813186813187,3.0,0.006593406593406593,158.0,0.672514619883041,0.7278481012658228,0.6990881458966566,115.0,2.0,0.012658227848101266,11.0,0.06962025316455696,3.0,0.0189873417721519,1.0,0.006329113924050633,3.0,0.0189873417721519,9.0,0.056962025316455694,11.0,0.06962025316455696,3.0,0.0189873417721519,0.5987103629203243,0.6698473282442748,0.4428663669206132,0.41026266298027425,0.9112595419847328,0.41026266298027425,61.0,0.2719298245614035,0.5081967213114754,0.35428571428571426,31.0,12.0,0.19672131147540983,3.0,0.04918032786885246,1.0,0.01639344262295082,14.0,0.22950819672131148,504.0,0.8418803418803419,0.7817460317460317,0.8106995884773662,394.0,40.0,0.07936507936507936,1.0,0.001984126984126984,13.0,0.025793650793650792,4.0,0.007936507936507936,6.0,0.011904761904761904,5.0,0.00992063492063492,37.0,0.07341269841269842,4.0,0.007936507936507936,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,2.0,0.2222222222222222,3.0,0.3333333333333333,1.0,0.1111111111111111,109.0,0.5632183908045977,0.44954128440366975,0.5,49.0,13.0,0.11926605504587157,23.0,0.21100917431192662,1.0,0.009174311926605505,2.0,0.01834862385321101,6.0,0.05504587155963303,15.0,0.13761467889908258,10.0,0.375,0.6,0.46153846153846156,6.0,1.0,0.1,2.0,0.2,1.0,0.1,10.0,0.0,0.0,0.0,0.0,1.0,0.1,4.0,0.4,1.0,0.1,1.0,0.1,2.0,0.2,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.6265060240963856,0.5777777777777777,0.6011560693641619,52.0,3.0,0.03333333333333333,8.0,0.08888888888888889,5.0,0.05555555555555555,2.0,0.022222222222222223,17.0,0.18888888888888888,1.0,0.011111111111111112,2.0,0.022222222222222223,149.0,0.7876712328767124,0.7718120805369127,0.7796610169491526,115.0,1.0,0.006711409395973154,1.0,0.006711409395973154,11.0,0.0738255033557047,1.0,0.006711409395973154,1.0,0.006711409395973154,18.0,0.12080536912751678,1.0,0.006711409395973154,95.0,0.4152542372881356,0.5157894736842106,0.460093896713615,49.0,25.0,0.2631578947368421,18.0,0.18947368421052632,3.0,0.031578947368421054,9.0,0.46153846153846156,0.6666666666666666,0.5454545454545454,6.0,2.0,0.2222222222222222,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.7917874583196325,0.5838846880907372,0.48893515495683704,0.5001024496445404,0.8648393194706995,0.5001024496445404,399.0,0.4281437125748503,0.3583959899749373,0.39017735334242837,143.0,106.0,0.2656641604010025,1.0,0.002506265664160401,55.0,0.13784461152882205,5.0,0.012531328320802004,3.0,0.007518796992481203,26.0,0.06516290726817042,2.0,0.005012531328320802,56.0,0.14035087719298245,2.0,0.005012531328320802,1121.0,0.6254392129304287,0.7939339875111507,0.699685534591195,890.0,53.0,0.04727921498661909,5.0,0.0044603033006244425,58.0,0.05173951828724353,7.0,0.006244424620874219,7.0,0.006244424620874219,1.0,0.0008920606601248885,14.0,0.012488849241748439,16.0,0.014272970561998216,66.0,0.058876003568242644,4.0,0.003568242640499554,150.0,0.4430379746835443,0.23333333333333334,0.3056768558951965,35.0,3.0,0.02,27.0,0.18,15.0,0.1,17.0,0.11333333333333333,14.0,0.09333333333333334,,,13.0,0.08666666666666667,14.0,0.09333333333333334,4.0,0.02666666666666667,8.0,0.05333333333333334,520.0,0.45085470085470086,0.40576923076923077,0.4271255060728745,211.0,52.0,0.1,130.0,0.25,7.0,0.013461538461538462,3.0,0.0057692307692307696,33.0,0.06346153846153846,29.0,0.05576923076923077,53.0,0.10192307692307692,170.0,0.6273291925465838,0.5941176470588235,0.6102719033232629,101.0,7.0,0.041176470588235294,23.0,0.13529411764705881,6.0,0.03529411764705882,12.0,0.07058823529411765,4.0,0.023529411764705882,7.0,0.041176470588235294,2.0,0.011764705882352941,,,174.0,0.48214285714285715,0.3103448275862069,0.3776223776223776,54.0,12.0,0.06896551724137931,53.0,0.3045977011494253,9.0,0.05172413793103448,12.0,0.06896551724137931,8.0,0.04597701149425287,9.0,0.05172413793103448,10.0,0.05747126436781609,7.0,0.040229885057471264,,,74.0,0.75,0.04054054054054054,0.07692307692307693,3.0,6.0,0.08108108108108109,22.0,0.2972972972972973,10.0,0.13513513513513514,7.0,0.0945945945945946,14.0,0.1891891891891892,2.0,0.02702702702702703,8.0,0.10810810810810811,458.0,0.5894039735099338,0.5829694323144105,0.5861690450054885,267.0,12.0,0.026200873362445413,30.0,0.06550218340611354,33.0,0.07205240174672489,1.0,0.002183406113537118,8.0,0.017467248908296942,94.0,0.2052401746724891,2.0,0.004366812227074236,5.0,0.010917030567685589,553.0,0.6765676567656765,0.7414104882459313,0.7075064710957722,410.0,1.0,0.0018083182640144665,23.0,0.04159132007233273,7.0,0.012658227848101266,23.0,0.04159132007233273,3.0,0.0054249547920434,4.0,0.007233273056057866,69.0,0.12477396021699819,8.0,0.014466546112115732,5.0,0.009041591320072333,447.0,0.5225653206650831,0.49217002237136465,0.5069124423963134,220.0,44.0,0.09843400447427293,117.0,0.26174496644295303,42.0,0.09395973154362416,11.0,0.024608501118568233,1.0,0.0022371364653243847,7.0,0.015659955257270694,2.0,0.0044742729306487695,2.0,0.0044742729306487695,166.0,0.8011695906432749,0.8253012048192772,0.8130563798219584,137.0,1.0,0.006024096385542169,2.0,0.012048192771084338,3.0,0.018072289156626505,3.0,0.018072289156626505,6.0,0.03614457831325301,4.0,0.024096385542168676,8.0,0.04819277108433735,1.0,0.006024096385542169,0.591863706764829,0.6889312977099237,0.4701731575575105,0.4419222802172161,0.9045801526717557,0.4419222802172161,61.0,0.3707865168539326,0.5409836065573771,0.44,33.0,16.0,0.26229508196721313,4.0,0.06557377049180328,,,8.0,0.13114754098360656,504.0,0.8516949152542372,0.7976190476190477,0.8237704918032787,402.0,24.0,0.047619047619047616,,,45.0,0.08928571428571429,6.0,0.011904761904761904,4.0,0.007936507936507936,,,21.0,0.041666666666666664,,,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,2.0,0.2222222222222222,3.0,0.3333333333333333,,,109.0,0.44666666666666666,0.6146788990825688,0.5173745173745173,67.0,8.0,0.07339449541284404,20.0,0.1834862385321101,2.0,0.01834862385321101,2.0,0.01834862385321101,1.0,0.009174311926605505,9.0,0.08256880733944955,10.0,0.2692307692307692,0.7,0.3888888888888889,7.0,1.0,0.1,1.0,0.1,,,10.0,0.2222222222222222,0.2,0.21052631578947367,2.0,1.0,0.1,3.0,0.3,,,1.0,0.1,3.0,0.3,,,2.0,0.0,0.0,0.0,0.0,1.0,0.5,90.0,0.6984126984126984,0.4888888888888889,0.5751633986928104,44.0,3.0,0.03333333333333333,6.0,0.06666666666666667,6.0,0.06666666666666667,3.0,0.03333333333333333,22.0,0.24444444444444444,2.0,0.022222222222222223,2.0,0.022222222222222223,149.0,0.8188405797101449,0.7583892617449665,0.7874564459930313,113.0,1.0,0.006711409395973154,1.0,0.006711409395973154,17.0,0.11409395973154363,3.0,0.020134228187919462,2.0,0.013422818791946308,8.0,0.053691275167785234,1.0,0.006711409395973154,95.0,0.5444444444444444,0.5157894736842106,0.5297297297297298,49.0,18.0,0.18947368421052632,17.0,0.17894736842105263,7.0,0.07368421052631578,9.0,0.625,0.5555555555555556,0.5882352941176471,5.0,2.0,0.2222222222222222,1.0,0.1111111111111111,2.0,0.0038461538461538464,8.0,0.047058823529411764,2.0,0.02702702702702703,6.0,0.013100436681222707,1.0,0.0022371364653243847,1.0,0.006024096385542169,2.0,0.003968253968253968,1.0,0.1111111111111111,1.0,0.1,1.0,0.5,2.0,0.022222222222222223,3.0,0.020134228187919462,2.0,0.021052631578947368,1.0,0.010526315789473684,1.0,0.010526315789473684,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
