phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_MAL_OTH_count,val_conf_BEN_OTH_to_MAL_OTH_rate,val_conf_DF_to_MAL_OTH_count,val_conf_DF_to_MAL_OTH_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_NV_to_MAL_OTH_count,val_conf_NV_to_MAL_OTH_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_MAL_OTH_to_SCCKA_count,val_conf_MAL_OTH_to_SCCKA_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,val_conf_BEN_OTH_to_SCCKA_count,val_conf_BEN_OTH_to_SCCKA_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_conf_VASC_to_INF_count,val_conf_VASC_to_INF_rate,val_conf_VASC_to_BEN_OTH_count,val_conf_VASC_to_BEN_OTH_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_INF_to_VASC_count,val_conf_INF_to_VASC_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate
freeze,1,0.9636572511569604,0.5293558355122415,0.4205254250428254,0.42793396029498604,0.8096030425481341,0.42793396029498604,401.0,0.36298932384341637,0.2543640897755611,0.2991202346041056,102.0,135.0,0.33665835411471323,58.0,0.14463840399002495,4.0,0.00997506234413965,4.0,0.00997506234413965,21.0,0.05236907730673317,14.0,0.034912718204488775,61.0,0.15211970074812967,2.0,0.004987531172069825,1087.0,0.5581708137188971,0.7635694572217111,0.6449106449106449,830.0,49.0,0.045078196872125116,1.0,0.0009199632014719411,73.0,0.0671573137074517,7.0,0.006439742410303588,16.0,0.014719411223551058,15.0,0.013799448022079117,31.0,0.028518859245630176,61.0,0.05611775528978841,4.0,0.0036798528058877645,159.0,0.48484848484848486,0.10062893081761007,0.16666666666666666,16.0,7.0,0.0440251572327044,27.0,0.16981132075471697,18.0,0.11320754716981132,11.0,0.06918238993710692,9.0,0.05660377358490566,24.0,0.1509433962264151,25.0,0.15723270440251572,10.0,0.06289308176100629,12.0,0.07547169811320754,496.0,0.35807860262008734,0.33064516129032256,0.3438155136268344,164.0,44.0,0.08870967741935484,153.0,0.3084677419354839,4.0,0.008064516129032258,2.0,0.004032258064516129,1.0,0.0020161290322580645,30.0,0.06048387096774194,43.0,0.08669354838709678,53.0,0.10685483870967742,2.0,0.004032258064516129,161.0,0.6341463414634146,0.484472049689441,0.5492957746478874,78.0,1.0,0.006211180124223602,39.0,0.2422360248447205,2.0,0.012422360248447204,10.0,0.062111801242236024,3.0,0.018633540372670808,4.0,0.024844720496894408,9.0,0.055900621118012424,14.0,0.08695652173913043,1.0,0.006211180124223602,196.0,0.4606741573033708,0.20918367346938777,0.28771929824561404,41.0,4.0,0.02040816326530612,72.0,0.3673469387755102,2.0,0.01020408163265306,20.0,0.10204081632653061,7.0,0.03571428571428571,13.0,0.0663265306122449,18.0,0.09183673469387756,18.0,0.09183673469387756,1.0,0.00510204081632653,65.0,0.0,0.0,0.0,0.0,2.0,0.03076923076923077,28.0,0.4307692307692308,10.0,0.15384615384615385,5.0,0.07692307692307693,10.0,0.15384615384615385,2.0,0.03076923076923077,8.0,0.12307692307692308,455.0,0.5699588477366255,0.6087912087912087,0.5887353878852285,277.0,18.0,0.03956043956043956,20.0,0.04395604395604396,7.0,0.015384615384615385,32.0,0.07032967032967033,6.0,0.013186813186813187,1.0,0.002197802197802198,85.0,0.18681318681318682,6.0,0.013186813186813187,3.0,0.006593406593406593,577.0,0.6232980332829047,0.7140381282495667,0.6655896607431341,412.0,3.0,0.005199306759098787,34.0,0.058925476603119586,3.0,0.005199306759098787,21.0,0.036395147313691506,1.0,0.0017331022530329288,5.0,0.008665511265164644,80.0,0.1386481802426343,8.0,0.01386481802426343,10.0,0.01733102253032929,454.0,0.4496487119437939,0.42290748898678415,0.4358683314415437,192.0,51.0,0.11233480176211454,135.0,0.2973568281938326,1.0,0.0022026431718061676,51.0,0.11233480176211454,3.0,0.006607929515418502,4.0,0.00881057268722467,10.0,0.022026431718061675,4.0,0.00881057268722467,3.0,0.006607929515418502,156.0,0.7142857142857143,0.7371794871794872,0.7255520504731862,115.0,14.0,0.08974358974358974,1.0,0.00641025641025641,1.0,0.00641025641025641,2.0,0.01282051282051282,4.0,0.02564102564102564,7.0,0.04487179487179487,10.0,0.0641025641025641,2.0,0.01282051282051282,0.5940977876422969,0.6803435114503816,0.45542586669933416,0.4324164391092469,0.916030534351145,0.4324164391092469,61.0,0.3888888888888889,0.3442622950819672,0.3652173913043478,21.0,7.0,0.11475409836065574,11.0,0.18032786885245902,2.0,0.03278688524590164,20.0,0.32786885245901637,504.0,0.8688888888888889,0.7757936507936508,0.8197064989517819,391.0,19.0,0.037698412698412696,1.0,0.001984126984126984,37.0,0.07341269841269842,4.0,0.007936507936507936,2.0,0.003968253968253968,4.0,0.007936507936507936,3.0,0.005952380952380952,39.0,0.07738095238095238,4.0,0.007936507936507936,9.0,0.16666666666666666,0.1111111111111111,0.13333333333333333,1.0,4.0,0.4444444444444444,2.0,0.2222222222222222,2.0,0.2222222222222222,109.0,0.41830065359477125,0.5871559633027523,0.48854961832061067,64.0,3.0,0.027522935779816515,20.0,0.1834862385321101,1.0,0.009174311926605505,2.0,0.01834862385321101,4.0,0.03669724770642202,15.0,0.13761467889908258,10.0,0.3333333333333333,0.6,0.42857142857142855,6.0,2.0,0.2,1.0,0.1,1.0,0.1,10.0,0.2,0.1,0.13333333333333333,1.0,5.0,0.5,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.7272727272727273,0.5333333333333333,0.6153846153846154,48.0,1.0,0.011111111111111112,7.0,0.07777777777777778,1.0,0.011111111111111112,5.0,0.05555555555555555,2.0,0.022222222222222223,22.0,0.24444444444444444,1.0,0.011111111111111112,3.0,0.03333333333333333,149.0,0.7919463087248322,0.7919463087248322,0.7919463087248322,118.0,1.0,0.006711409395973154,2.0,0.013422818791946308,18.0,0.12080536912751678,1.0,0.006711409395973154,1.0,0.006711409395973154,7.0,0.04697986577181208,1.0,0.006711409395973154,95.0,0.42962962962962964,0.6105263157894737,0.5043478260869565,58.0,10.0,0.10526315789473684,9.0,0.09473684210526316,14.0,0.14736842105263157,3.0,0.031578947368421054,1.0,0.010526315789473684,9.0,0.4166666666666667,0.5555555555555556,0.47619047619047616,5.0,2.0,0.2222222222222222,1.0,0.1111111111111111,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.7570961531945014,0.59828856667459,0.5165151357010817,0.5402328374705418,0.8652246256239601,0.5402328374705418,353.0,0.4339622641509434,0.32577903682719545,0.37216828478964403,115.0,99.0,0.2804532577903683,43.0,0.12181303116147309,1.0,0.0028328611898017,6.0,0.0169971671388102,17.0,0.04815864022662889,4.0,0.0113314447592068,66.0,0.18696883852691218,1.0,0.0028328611898017,1072.0,0.6101938262742282,0.792910447761194,0.6896551724137931,850.0,34.0,0.03171641791044776,5.0,0.0046641791044776115,52.0,0.048507462686567165,7.0,0.0065298507462686565,11.0,0.010261194029850746,15.0,0.013992537313432836,19.0,0.017723880597014924,74.0,0.06902985074626866,2.0,0.0018656716417910447,165.0,0.379746835443038,0.18181818181818182,0.2459016393442623,30.0,3.0,0.01818181818181818,33.0,0.2,21.0,0.12727272727272726,7.0,0.04242424242424243,10.0,0.06060606060606061,24.0,0.14545454545454545,23.0,0.1393939393939394,4.0,0.024242424242424242,9.0,0.05454545454545454,474.0,0.441747572815534,0.38396624472573837,0.4108352144469526,182.0,40.0,0.08438818565400844,136.0,0.2869198312236287,4.0,0.008438818565400843,3.0,0.006329113924050633,1.0,0.002109704641350211,18.0,0.0379746835443038,43.0,0.09071729957805907,43.0,0.09071729957805907,,,159.0,0.7014925373134329,0.5911949685534591,0.6416382252559727,94.0,,,33.0,0.20754716981132076,7.0,0.0440251572327044,3.0,0.018867924528301886,5.0,0.031446540880503145,2.0,0.012578616352201259,6.0,0.03773584905660377,9.0,0.05660377358490566,,,179.0,0.5897435897435898,0.3854748603351955,0.46621621621621623,69.0,5.0,0.027932960893854747,52.0,0.2905027932960894,3.0,0.01675977653631285,10.0,0.055865921787709494,9.0,0.05027932960893855,7.0,0.03910614525139665,17.0,0.09497206703910614,6.0,0.0335195530726257,1.0,0.00558659217877095,88.0,0.7419354838709677,0.26136363636363635,0.3865546218487395,23.0,2.0,0.022727272727272728,19.0,0.2159090909090909,16.0,0.18181818181818182,9.0,0.10227272727272728,7.0,0.07954545454545454,4.0,0.045454545454545456,6.0,0.06818181818181818,463.0,0.6458797327394209,0.6263498920086393,0.6359649122807017,290.0,16.0,0.03455723542116631,22.0,0.047516198704103674,9.0,0.019438444924406047,25.0,0.05399568034557235,1.0,0.0021598272138228943,2.0,0.004319654427645789,87.0,0.1879049676025918,5.0,0.01079913606911447,5.0,0.01079913606911447,600.0,0.6736526946107785,0.75,0.7097791798107256,450.0,3.0,0.005,35.0,0.058333333333333334,6.0,0.01,31.0,0.051666666666666666,,,9.0,0.015,57.0,0.095,5.0,0.008333333333333333,3.0,0.005,495.0,0.5697211155378487,0.5777777777777777,0.5737211634904714,286.0,47.0,0.09494949494949495,111.0,0.22424242424242424,2.0,0.00404040404040404,28.0,0.05656565656565657,9.0,0.01818181818181818,1.0,0.00202020202020202,5.0,0.010101010101010102,3.0,0.006060606060606061,2.0,0.00404040404040404,159.0,0.8152866242038217,0.8050314465408805,0.810126582278481,128.0,3.0,0.018867924528301886,10.0,0.06289308176100629,1.0,0.006289308176100629,2.0,0.012578616352201259,1.0,0.006289308176100629,5.0,0.031446540880503145,9.0,0.05660377358490566,,,0.6596406206829857,0.6316793893129771,0.4771119705251459,0.421599787996536,0.8931297709923665,0.421599787996536,61.0,0.34523809523809523,0.47540983606557374,0.4,29.0,7.0,0.11475409836065574,8.0,0.13114754098360656,,,17.0,0.2786885245901639,504.0,0.8802228412256268,0.626984126984127,0.7323290845886443,316.0,32.0,0.06349206349206349,,,97.0,0.19246031746031747,9.0,0.017857142857142856,,,4.0,0.007936507936507936,2.0,0.003968253968253968,42.0,0.08333333333333333,1.0,0.001984126984126984,9.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,3.0,0.3333333333333333,2.0,0.2222222222222222,109.0,0.33505154639175255,0.5963302752293578,0.429042904290429,65.0,6.0,0.05504587155963303,12.0,0.11009174311926606,1.0,0.009174311926605505,3.0,0.027522935779816515,3.0,0.027522935779816515,19.0,0.1743119266055046,10.0,0.30434782608695654,0.7,0.42424242424242425,7.0,1.0,0.1,,,1.0,0.1,10.0,0.0,0.0,0.0,0.0,4.0,0.4,1.0,0.1,1.0,0.1,3.0,0.3,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,90.0,0.7272727272727273,0.5333333333333333,0.6153846153846154,48.0,3.0,0.03333333333333333,5.0,0.05555555555555555,1.0,0.011111111111111112,5.0,0.05555555555555555,2.0,0.022222222222222223,23.0,0.25555555555555554,1.0,0.011111111111111112,2.0,0.022222222222222223,149.0,0.8013245033112583,0.8120805369127517,0.8066666666666666,121.0,1.0,0.006711409395973154,2.0,0.013422818791946308,10.0,0.06711409395973154,1.0,0.006711409395973154,1.0,0.006711409395973154,9.0,0.06040268456375839,1.0,0.006711409395973154,95.0,0.46,0.7263157894736842,0.563265306122449,69.0,12.0,0.12631578947368421,9.0,0.09473684210526316,5.0,0.05263157894736842,,,,,9.0,0.5833333333333334,0.7777777777777778,0.6666666666666666,7.0,2.0,0.2222222222222222,,,,,1.0,0.0028328611898017,3.0,0.002798507462686567,1.0,0.006060606060606061,4.0,0.008438818565400843,2.0,0.022727272727272728,1.0,0.0021598272138228943,1.0,0.0016666666666666668,1.0,0.00202020202020202,1.0,0.001984126984126984,2.0,0.2222222222222222,1.0,0.1111111111111111,1.0,0.1,1.0,0.5,1.0,0.006711409395973154,2.0,0.013422818791946308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
