,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,41,5,0,5,0,0,0,0,0,10,0
BCC,24,423,0,18,0,2,0,8,2,26,1
BEN_OTH,0,1,2,1,0,0,0,3,2,0,0
BKL,9,16,1,64,0,0,0,3,3,13,0
DF,0,0,0,0,8,0,0,0,2,0,0
INF,2,2,0,1,0,4,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,1,1,0,0
MEL,1,3,0,2,1,1,0,53,26,2,1
NV,0,3,1,6,0,2,0,8,129,0,0
SCCKA,13,7,0,10,0,0,0,1,1,63,0
VASC,0,1,0,0,0,0,0,1,0,0,7
