phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MAL_OTH_count,train_conf_DF_to_MAL_OTH_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_INF_count,train_conf_MAL_OTH_to_INF_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_NV_count,val_conf_AKIEC_to_NV_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_MAL_OTH_count,train_conf_INF_to_MAL_OTH_rate,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,val_conf_SCCKA_to_VASC_count,val_conf_SCCKA_to_VASC_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_BKL_to_MAL_OTH_count,val_conf_BKL_to_MAL_OTH_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_SCCKA_to_BEN_OTH_count,val_conf_SCCKA_to_BEN_OTH_rate,val_conf_VASC_to_BKL_count,val_conf_VASC_to_BKL_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_MEL_to_MAL_OTH_count,val_conf_MEL_to_MAL_OTH_rate,val_conf_BKL_to_VASC_count,val_conf_BKL_to_VASC_rate,val_conf_DF_to_AKIEC_count,val_conf_DF_to_AKIEC_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate
freeze,1,1.3831070616045071,0.5436545801526718,0.4183734815231095,0.4167997766138264,0.8146469465648855,0.4167997766138264,400.0,0.34285714285714286,0.24,0.2823529411764706,96.0,118.0,0.295,1.0,0.0025,60.0,0.15,4.0,0.01,9.0,0.0225,20.0,0.05,9.0,0.0225,83.0,0.2075,1129.0,0.6101928374655647,0.7847652790079717,0.6865555986051918,886.0,51.0,0.045172719220549155,38.0,0.03365810451727192,10.0,0.008857395925597875,11.0,0.00974313551815766,23.0,0.02037201062887511,30.0,0.026572187776793623,76.0,0.06731620903454384,4.0,0.00354295837023915,136.0,0.14285714285714285,0.014705882352941176,0.02666666666666667,2.0,1.0,0.007352941176470588,33.0,0.2426470588235294,23.0,0.16911764705882354,10.0,0.07352941176470588,4.0,0.029411764705882353,10.0,0.07352941176470588,41.0,0.3014705882352941,3.0,0.022058823529411766,9.0,0.0661764705882353,500.0,0.3922018348623853,0.342,0.36538461538461536,171.0,56.0,0.112,127.0,0.254,6.0,0.012,7.0,0.014,1.0,0.002,36.0,0.072,46.0,0.092,50.0,0.1,150.0,0.5704225352112676,0.54,0.5547945205479452,81.0,3.0,0.02,23.0,0.15333333333333332,2.0,0.013333333333333334,10.0,0.06666666666666667,6.0,0.04,2.0,0.013333333333333334,8.0,0.05333333333333334,12.0,0.08,3.0,0.02,166.0,0.32432432432432434,0.14457831325301204,0.2,24.0,5.0,0.030120481927710843,55.0,0.3313253012048193,18.0,0.10843373493975904,11.0,0.06626506024096386,9.0,0.05421686746987952,28.0,0.1686746987951807,16.0,0.0963855421686747,59.0,0.0,0.0,0.0,0.0,15.0,0.2542372881355932,1.0,0.01694915254237288,19.0,0.3220338983050847,1.0,0.01694915254237288,6.0,0.1016949152542373,11.0,0.1864406779661017,3.0,0.05084745762711865,3.0,0.05084745762711865,450.0,0.5754060324825986,0.5511111111111111,0.5629965947786606,248.0,14.0,0.03111111111111111,17.0,0.03777777777777778,31.0,0.06888888888888889,11.0,0.024444444444444446,1.0,0.0022222222222222222,117.0,0.26,6.0,0.013333333333333334,5.0,0.011111111111111112,590.0,0.5942408376963351,0.7694915254237288,0.670605612998523,454.0,2.0,0.003389830508474576,35.0,0.059322033898305086,4.0,0.006779661016949152,25.0,0.0423728813559322,3.0,0.005084745762711864,5.0,0.00847457627118644,1.0,0.001694915254237288,49.0,0.08305084745762711,8.0,0.013559322033898305,4.0,0.006779661016949152,469.0,0.4517543859649123,0.43923240938166314,0.4454054054054054,206.0,52.0,0.11087420042643924,136.0,0.2899786780383795,2.0,0.0042643923240938165,41.0,0.08742004264392324,4.0,0.008528784648187633,5.0,0.010660980810234541,13.0,0.02771855010660981,8.0,0.017057569296375266,2.0,0.0042643923240938165,143.0,0.8043478260869565,0.7762237762237763,0.7900355871886121,111.0,7.0,0.04895104895104895,2.0,0.013986013986013986,2.0,0.013986013986013986,1.0,0.006993006993006993,1.0,0.006993006993006993,9.0,0.06293706293706294,8.0,0.055944055944055944,2.0,0.013986013986013986,0.928914533657882,0.6851145038167938,0.42377037401471457,0.4029552094132111,0.9083969465648855,0.4029552094132111,61.0,0.24285714285714285,0.2786885245901639,0.2595419847328244,17.0,18.0,0.29508196721311475,6.0,0.09836065573770492,3.0,0.04918032786885246,1.0,0.01639344262295082,16.0,0.26229508196721313,504.0,0.8081936685288641,0.8611111111111112,0.8338136407300673,434.0,23.0,0.04563492063492063,9.0,0.017857142857142856,3.0,0.005952380952380952,4.0,0.007936507936507936,5.0,0.00992063492063492,8.0,0.015873015873015872,14.0,0.027777777777777776,4.0,0.007936507936507936,9.0,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,4.0,0.4444444444444444,1.0,0.1111111111111111,109.0,0.5857142857142857,0.3761467889908257,0.4581005586592179,41.0,9.0,0.08256880733944955,33.0,0.30275229357798167,1.0,0.009174311926605505,4.0,0.03669724770642202,2.0,0.01834862385321101,12.0,0.11009174311926606,7.0,0.06422018348623854,10.0,0.4166666666666667,0.5,0.45454545454545453,5.0,2.0,0.2,1.0,0.1,2.0,0.2,10.0,0.0,0.0,0.0,0.0,5.0,0.5,1.0,0.1,3.0,0.3,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.6666666666666666,0.4888888888888889,0.5641025641025641,44.0,3.0,0.03333333333333333,7.0,0.07777777777777778,2.0,0.022222222222222223,32.0,0.35555555555555557,2.0,0.022222222222222223,149.0,0.6871794871794872,0.8993288590604027,0.7790697674418605,134.0,1.0,0.006711409395973154,3.0,0.020134228187919462,3.0,0.020134228187919462,1.0,0.006711409395973154,5.0,0.03355704697986577,1.0,0.006711409395973154,1.0,0.006711409395973154,95.0,0.4794520547945205,0.3684210526315789,0.4166666666666667,35.0,17.0,0.17894736842105263,28.0,0.29473684210526313,7.0,0.07368421052631578,1.0,0.010526315789473684,3.0,0.031578947368421054,4.0,0.042105263157894736,9.0,0.5333333333333333,0.8888888888888888,0.6666666666666666,8.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,1.206439578806171,0.59375,0.4741319963340136,0.4743049595399965,0.860925572519084,0.4743049595399965,398.0,0.43333333333333335,0.3592964824120603,0.39285714285714285,143.0,95.0,0.23869346733668342,,,36.0,0.09045226130653267,5.0,0.01256281407035176,3.0,0.007537688442211055,17.0,0.04271356783919598,7.0,0.017587939698492462,90.0,0.22613065326633167,1133.0,0.6488603988603988,0.8040600176522507,0.7181710681907765,911.0,56.0,0.04942630185348632,31.0,0.02736098852603707,14.0,0.01235657546337158,8.0,0.00706090026478376,17.0,0.01500441306266549,26.0,0.02294792586054722,60.0,0.0529567519858782,7.0,0.00617828773168579,127.0,0.391304347826087,0.07086614173228346,0.12,9.0,2.0,0.015748031496062992,30.0,0.23622047244094488,19.0,0.14960629921259844,8.0,0.06299212598425197,3.0,0.023622047244094488,13.0,0.10236220472440945,22.0,0.1732283464566929,10.0,0.07874015748031496,11.0,0.08661417322834646,505.0,0.46329113924050636,0.36237623762376237,0.4066666666666667,183.0,49.0,0.09702970297029703,128.0,0.25346534653465347,6.0,0.011881188118811881,5.0,0.009900990099009901,,,33.0,0.06534653465346535,37.0,0.07326732673267326,61.0,0.12079207920792079,150.0,0.6326530612244898,0.62,0.6262626262626263,93.0,4.0,0.02666666666666667,28.0,0.18666666666666668,1.0,0.006666666666666667,3.0,0.02,8.0,0.05333333333333334,,,5.0,0.03333333333333333,4.0,0.02666666666666667,2.0,0.013333333333333334,155.0,0.3978494623655914,0.23870967741935484,0.29838709677419356,37.0,11.0,0.07096774193548387,38.0,0.24516129032258063,10.0,0.06451612903225806,10.0,0.06451612903225806,11.0,0.07096774193548387,21.0,0.13548387096774195,13.0,0.08387096774193549,56.0,0.5,0.017857142857142856,0.034482758620689655,1.0,16.0,0.2857142857142857,,,11.0,0.19642857142857142,1.0,0.017857142857142856,2.0,0.03571428571428571,13.0,0.23214285714285715,2.0,0.03571428571428571,8.0,0.14285714285714285,456.0,0.6453089244851259,0.618421052631579,0.631578947368421,282.0,6.0,0.013157894736842105,24.0,0.05263157894736842,31.0,0.06798245614035088,3.0,0.006578947368421052,3.0,0.006578947368421052,96.0,0.21052631578947367,5.0,0.010964912280701754,4.0,0.008771929824561403,575.0,0.6567164179104478,0.7652173913043478,0.7068273092369478,440.0,3.0,0.0052173913043478265,25.0,0.043478260869565216,,,33.0,0.057391304347826085,1.0,0.0017391304347826088,10.0,0.017391304347826087,,,48.0,0.08347826086956522,4.0,0.006956521739130435,11.0,0.019130434782608695,488.0,0.5212355212355212,0.5532786885245902,0.536779324055666,270.0,54.0,0.11065573770491803,96.0,0.19672131147540983,1.0,0.0020491803278688526,38.0,0.0778688524590164,6.0,0.012295081967213115,8.0,0.01639344262295082,6.0,0.012295081967213115,2.0,0.004098360655737705,7.0,0.014344262295081968,149.0,0.6936416184971098,0.8053691275167785,0.7453416149068323,120.0,13.0,0.087248322147651,2.0,0.013422818791946308,1.0,0.006711409395973154,7.0,0.04697986577181208,,,3.0,0.020134228187919462,2.0,0.013422818791946308,1.0,0.006711409395973154,0.9071533231789829,0.6908396946564885,0.4407555248390425,0.4073641197872794,0.9103053435114504,0.4073641197872794,61.0,0.3132530120481928,0.4262295081967213,0.3611111111111111,26.0,17.0,0.2786885245901639,13.0,0.21311475409836064,2.0,0.03278688524590164,1.0,0.01639344262295082,2.0,0.03278688524590164,504.0,0.832046332046332,0.8551587301587301,0.8434442270058709,431.0,22.0,0.04365079365079365,20.0,0.03968253968253968,2.0,0.003968253968253968,,,7.0,0.013888888888888888,10.0,0.01984126984126984,6.0,0.011904761904761904,6.0,0.011904761904761904,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,6.0,0.6666666666666666,,,109.0,0.4642857142857143,0.47706422018348627,0.47058823529411764,52.0,6.0,0.05504587155963303,29.0,0.26605504587155965,,,,,5.0,0.045871559633027525,12.0,0.11009174311926606,5.0,0.045871559633027525,10.0,0.5555555555555556,0.5,0.5263157894736842,5.0,2.0,0.2,1.0,0.1,1.0,0.1,10.0,0.0,0.0,0.0,0.0,5.0,0.5,1.0,0.1,2.0,0.2,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,90.0,0.5585585585585585,0.6888888888888889,0.6169154228855721,62.0,2.0,0.022222222222222223,6.0,0.06666666666666667,2.0,0.022222222222222223,16.0,0.17777777777777778,2.0,0.022222222222222223,149.0,0.7378048780487805,0.8120805369127517,0.7731629392971247,121.0,,,1.0,0.006711409395973154,5.0,0.03355704697986577,,,20.0,0.1342281879194631,1.0,0.006711409395973154,1.0,0.006711409395973154,95.0,0.5757575757575758,0.2,0.296875,19.0,27.0,0.28421052631578947,22.0,0.23157894736842105,18.0,0.18947368421052632,,,6.0,0.06315789473684211,2.0,0.021052631578947368,9.0,0.4444444444444444,0.8888888888888888,0.5925925925925926,8.0,1.0,0.1111111111111111,2.0,0.005025125628140704,3.0,0.00264783759929391,2.0,0.0039603960396039604,1.0,0.0019801980198019802,2.0,0.013333333333333334,3.0,0.01935483870967742,1.0,0.0064516129032258064,2.0,0.03571428571428571,2.0,0.0043859649122807015,1.0,0.1,1.0,0.1,1.0,0.5,1.0,0.010526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
