phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_INF_count,train_conf_MAL_OTH_to_INF_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_AKIEC_to_NV_count,val_conf_AKIEC_to_NV_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_VASC_to_BKL_count,val_conf_VASC_to_BKL_rate,val_conf_INF_to_VASC_count,val_conf_INF_to_VASC_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate
freeze,1,1.3627539481825501,0.5493797709923665,0.42221211292408184,0.42025240742769265,0.8206106870229007,0.42025240742769265,400.0,0.36466165413533835,0.2425,0.2912912912912913,97.0,118.0,0.295,59.0,0.1475,4.0,0.01,6.0,0.015,1.0,0.0025,19.0,0.0475,9.0,0.0225,87.0,0.2175,1129.0,0.6100886162235856,0.7927369353410098,0.689522342064715,895.0,41.0,0.03631532329495128,54.0,0.047829937998228524,7.0,0.006200177147918512,8.0,0.0070859167404783,1.0,0.0008857395925597874,21.0,0.018600531443755536,28.0,0.024800708591674048,68.0,0.06023029229406555,6.0,0.005314437555358724,136.0,0.2727272727272727,0.022058823529411766,0.04081632653061224,3.0,38.0,0.27941176470588236,17.0,0.125,8.0,0.058823529411764705,7.0,0.051470588235294115,17.0,0.125,31.0,0.22794117647058823,5.0,0.03676470588235294,10.0,0.07352941176470588,500.0,0.3954022988505747,0.344,0.3679144385026738,172.0,53.0,0.106,129.0,0.258,3.0,0.006,4.0,0.008,1.0,0.002,38.0,0.076,51.0,0.102,48.0,0.096,1.0,0.002,150.0,0.6131386861313869,0.56,0.5853658536585366,84.0,4.0,0.02666666666666667,23.0,0.15333333333333332,1.0,0.006666666666666667,10.0,0.06666666666666667,5.0,0.03333333333333333,8.0,0.05333333333333334,12.0,0.08,3.0,0.02,166.0,0.29850746268656714,0.12048192771084337,0.17167381974248927,20.0,4.0,0.024096385542168676,54.0,0.3253012048192771,19.0,0.1144578313253012,13.0,0.0783132530120482,13.0,0.0783132530120482,29.0,0.1746987951807229,14.0,0.08433734939759036,59.0,0.0,0.0,0.0,0.0,1.0,0.01694915254237288,16.0,0.2711864406779661,1.0,0.01694915254237288,15.0,0.2542372881355932,3.0,0.05084745762711865,6.0,0.1016949152542373,11.0,0.1864406779661017,2.0,0.03389830508474576,4.0,0.06779661016949153,450.0,0.5777262180974478,0.5533333333333333,0.565266742338252,249.0,15.0,0.03333333333333333,17.0,0.03777777777777778,1.0,0.0022222222222222222,21.0,0.04666666666666667,7.0,0.015555555555555555,5.0,0.011111111111111112,3.0,0.006666666666666667,118.0,0.26222222222222225,7.0,0.015555555555555555,7.0,0.015555555555555555,590.0,0.5958279009126467,0.7745762711864407,0.6735445836403832,457.0,3.0,0.005084745762711864,35.0,0.059322033898305086,2.0,0.003389830508474576,27.0,0.04576271186440678,3.0,0.005084745762711864,5.0,0.00847457627118644,2.0,0.003389830508474576,44.0,0.07457627118644068,8.0,0.013559322033898305,4.0,0.006779661016949152,469.0,0.46943231441048033,0.4584221748400853,0.4638619201725998,215.0,48.0,0.1023454157782516,133.0,0.2835820895522388,1.0,0.0021321961620469083,40.0,0.08528784648187633,7.0,0.014925373134328358,4.0,0.008528784648187633,1.0,0.0021321961620469083,8.0,0.017057569296375266,11.0,0.023454157782515993,1.0,0.0021321961620469083,143.0,0.7708333333333334,0.7762237762237763,0.7735191637630662,111.0,9.0,0.06293706293706294,2.0,0.013986013986013986,1.0,0.006993006993006993,1.0,0.006993006993006993,8.0,0.055944055944055944,10.0,0.06993006993006994,1.0,0.006993006993006993,0.9169716033089252,0.6946564885496184,0.4333406560390827,0.41242878616974116,0.9217557251908397,0.41242878616974116,61.0,0.2765957446808511,0.4262295081967213,0.33548387096774196,26.0,20.0,0.32786885245901637,2.0,0.03278688524590164,3.0,0.04918032786885246,10.0,0.16393442622950818,504.0,0.8018181818181818,0.875,0.8368121442125237,441.0,28.0,0.05555555555555555,6.0,0.011904761904761904,3.0,0.005952380952380952,6.0,0.011904761904761904,2.0,0.003968253968253968,5.0,0.00992063492063492,9.0,0.017857142857142856,4.0,0.007936507936507936,9.0,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,4.0,0.4444444444444444,1.0,0.1111111111111111,109.0,0.7333333333333333,0.30275229357798167,0.42857142857142855,33.0,13.0,0.11926605504587157,34.0,0.3119266055045872,4.0,0.03669724770642202,2.0,0.01834862385321101,13.0,0.11926605504587157,10.0,0.09174311926605505,10.0,0.4166666666666667,0.5,0.45454545454545453,5.0,2.0,0.2,1.0,0.1,2.0,0.2,10.0,0.0,0.0,0.0,0.0,5.0,0.5,1.0,0.1,3.0,0.3,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.6984126984126984,0.4888888888888889,0.5751633986928104,44.0,3.0,0.03333333333333333,8.0,0.08888888888888889,33.0,0.36666666666666664,2.0,0.022222222222222223,149.0,0.6994818652849741,0.9060402684563759,0.7894736842105263,135.0,1.0,0.006711409395973154,5.0,0.03355704697986577,1.0,0.006711409395973154,6.0,0.040268456375838924,1.0,0.006711409395973154,95.0,0.5538461538461539,0.37894736842105264,0.45,36.0,23.0,0.24210526315789474,28.0,0.29473684210526313,2.0,0.021052631578947368,1.0,0.010526315789473684,2.0,0.021052631578947368,3.0,0.031578947368421054,9.0,0.5333333333333333,0.8888888888888888,0.6666666666666666,8.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,1.153268695787619,0.6073473282442748,0.4886159304122439,0.4919223411764441,0.8757156488549618,0.4919223411764441,398.0,0.46706586826347307,0.39195979899497485,0.4262295081967213,156.0,93.0,0.23366834170854273,37.0,0.09296482412060302,1.0,0.002512562814070352,5.0,0.01256281407035176,,,16.0,0.04020100502512563,4.0,0.010050251256281407,82.0,0.20603015075376885,1133.0,0.644774011299435,0.8058252427184466,0.7163593566104355,913.0,61.0,0.05383936451897617,32.0,0.02824360105913504,10.0,0.0088261253309797,14.0,0.01235657546337158,,,16.0,0.01412180052956752,19.0,0.01676963812886143,56.0,0.04942630185348632,8.0,0.00706090026478376,127.0,0.41379310344827586,0.09448818897637795,0.15384615384615385,12.0,33.0,0.25984251968503935,19.0,0.14960629921259844,2.0,0.015748031496062992,6.0,0.047244094488188976,11.0,0.08661417322834646,21.0,0.16535433070866143,9.0,0.07086614173228346,10.0,0.07874015748031496,505.0,0.480719794344473,0.3702970297029703,0.41834451901565994,187.0,51.0,0.100990099009901,131.0,0.2594059405940594,5.0,0.009900990099009901,6.0,0.011881188118811881,1.0,0.0019801980198019802,28.0,0.055445544554455446,35.0,0.06930693069306931,59.0,0.11683168316831684,,,150.0,0.697841726618705,0.6466666666666666,0.671280276816609,97.0,2.0,0.013333333333333334,25.0,0.16666666666666666,2.0,0.013333333333333334,3.0,0.02,3.0,0.02,5.0,0.03333333333333333,5.0,0.03333333333333333,7.0,0.04666666666666667,155.0,0.37894736842105264,0.23225806451612904,0.288,36.0,9.0,0.05806451612903226,49.0,0.3161290322580645,9.0,0.05806451612903226,11.0,0.07096774193548387,12.0,0.07741935483870968,15.0,0.0967741935483871,12.0,0.07741935483870968,56.0,0.3333333333333333,0.017857142857142856,0.03389830508474576,1.0,1.0,0.017857142857142856,18.0,0.32142857142857145,,,14.0,0.25,,,3.0,0.05357142857142857,11.0,0.19642857142857142,2.0,0.03571428571428571,6.0,0.10714285714285714,456.0,0.6628175519630485,0.6293859649122807,0.6456692913385826,287.0,6.0,0.013157894736842105,23.0,0.05043859649122807,4.0,0.008771929824561403,26.0,0.05701754385964912,2.0,0.0043859649122807015,5.0,0.010964912280701754,,,96.0,0.21052631578947367,2.0,0.0043859649122807015,5.0,0.010964912280701754,575.0,0.6757164404223228,0.7791304347826087,0.7237479806138933,448.0,4.0,0.006956521739130435,21.0,0.036521739130434785,1.0,0.0017391304347826088,32.0,0.05565217391304348,1.0,0.0017391304347826088,6.0,0.010434782608695653,,,48.0,0.08347826086956522,4.0,0.006956521739130435,10.0,0.017391304347826087,488.0,0.5508637236084453,0.5881147540983607,0.5688800792864221,287.0,41.0,0.08401639344262295,100.0,0.20491803278688525,1.0,0.0020491803278688526,29.0,0.05942622950819672,7.0,0.014344262295081968,9.0,0.018442622950819672,,,4.0,0.00819672131147541,5.0,0.010245901639344262,5.0,0.010245901639344262,149.0,0.7176470588235294,0.8187919463087249,0.7648902821316614,122.0,10.0,0.06711409395973154,,,1.0,0.006711409395973154,3.0,0.020134228187919462,3.0,0.020134228187919462,4.0,0.026845637583892617,1.0,0.006711409395973154,0.8496725369273251,0.7032442748091603,0.43663535318519225,0.42146097366140406,0.9265267175572519,0.42146097366140406,61.0,0.3132530120481928,0.4262295081967213,0.3611111111111111,26.0,18.0,0.29508196721311475,10.0,0.16393442622950818,2.0,0.03278688524590164,5.0,0.08196721311475409,504.0,0.8286252354048964,0.873015873015873,0.8502415458937198,440.0,22.0,0.04365079365079365,19.0,0.037698412698412696,1.0,0.001984126984126984,,,6.0,0.011904761904761904,6.0,0.011904761904761904,4.0,0.007936507936507936,5.0,0.00992063492063492,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,5.0,0.5555555555555556,1.0,0.1111111111111111,109.0,0.5229357798165137,0.5229357798165137,0.5229357798165137,57.0,2.0,0.01834862385321101,28.0,0.25688073394495414,,,5.0,0.045871559633027525,11.0,0.10091743119266056,6.0,0.05504587155963303,10.0,0.7142857142857143,0.5,0.5882352941176471,5.0,2.0,0.2,1.0,0.1,1.0,0.1,10.0,0.0,0.0,0.0,0.0,6.0,0.6,1.0,0.1,1.0,0.1,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.5619047619047619,0.6555555555555556,0.6051282051282051,59.0,2.0,0.022222222222222223,6.0,0.06666666666666667,18.0,0.2,2.0,0.022222222222222223,149.0,0.7547169811320755,0.8053691275167785,0.7792207792207793,120.0,,,2.0,0.013422818791946308,,,21.0,0.14093959731543623,1.0,0.006711409395973154,95.0,0.6052631578947368,0.24210526315789474,0.3458646616541353,23.0,31.0,0.3263157894736842,22.0,0.23157894736842105,13.0,0.1368421052631579,,,5.0,0.05263157894736842,1.0,0.010526315789473684,9.0,0.4666666666666667,0.7777777777777778,0.5833333333333334,7.0,2.0,0.2222222222222222,1.0,0.002512562814070352,3.0,0.007537688442211055,4.0,0.00353045013239188,3.0,0.023622047244094488,1.0,0.007874015748031496,2.0,0.0039603960396039604,1.0,0.006666666666666667,2.0,0.012903225806451613,5.0,0.03355704697986577,1.0,0.001984126984126984,1.0,0.1,1.0,0.1,3.0,0.03333333333333333,5.0,0.03355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
