,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,41,4,0,10,0,0,0,1,0,5,0
BCC,20,433,1,16,1,2,0,6,4,19,2
BEN_OTH,0,1,1,2,0,0,0,3,2,0,0
BKL,9,16,2,65,0,0,0,3,4,10,0
DF,0,1,0,1,7,0,0,1,0,0,0
INF,1,3,1,0,1,4,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,0,5,1,4,0,1,0,56,21,2,0
NV,1,4,1,3,2,0,0,14,123,0,1
SCCKA,14,10,0,11,0,1,0,2,0,57,0
VASC,0,1,0,0,0,0,0,1,1,0,6
