class,support,precision,recall_sensitivity,specificity,f1,auc_ovr,mean_correct_confidence
AKIEC,61,0.43373493975903615,0.5901639344262295,0.9523809523809523,0.5,0.9305894663411232,0.7379075513402219
BCC,504,0.9017094017094017,0.8373015873015873,0.9154411764705882,0.8683127572016461,0.9546860410831,0.7934598501176151
BEN_OTH,9,0.2857142857142857,0.2222222222222222,0.9951876804619827,0.25,0.9343385734146081,0.47120983106137204
BKL,109,0.55,0.5045871559633027,0.952076677316294,0.5263157894736842,0.8501919863997421,0.7764258696472025
DF,10,0.6363636363636364,0.7,0.9961464354527938,0.6666666666666666,0.9870905587668594,0.8500203588944757
INF,10,0.23076923076923078,0.3,0.9903660886319846,0.2608695652173913,0.9118497109826589,0.6861531318784494
MAL_OTH,2,0.0,0.0,1.0,0.0,0.5186424474187381,
MEL,90,0.6629213483146067,0.6555555555555556,0.9686847599164927,0.659217877094972,0.933101368591974,0.8772725924026735
NV,149,0.8620689655172413,0.8389261744966443,0.9777530589543938,0.8503401360544217,0.9702129883315542,0.8551230431974388
SCCKA,95,0.5702479338842975,0.7263157894736842,0.9454354669464848,0.6388888888888888,0.9386425139448832,0.7869415025149921
VASC,9,0.6363636363636364,0.7777777777777778,0.9961501443695862,0.7,0.9547641963426372,0.9507101815057719
