,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,36,4,1,3,0,0,0,1,0,16,0
BCC,23,428,1,20,1,2,0,5,1,22,1
BEN_OTH,0,1,2,1,0,1,0,3,1,0,0
BKL,11,19,0,55,1,1,0,6,2,14,0
DF,0,2,0,0,7,1,0,0,0,0,0
INF,2,4,0,1,0,3,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,1,0,0,0
MEL,2,5,0,4,0,2,0,58,16,2,1
NV,1,2,1,4,1,0,0,13,126,0,1
SCCKA,11,9,0,5,1,0,0,0,1,68,0
VASC,0,0,0,0,0,0,0,1,0,1,7
