class,support,precision,recall_sensitivity,specificity,f1,auc_ovr,mean_correct_confidence
AKIEC,61,0.4186046511627907,0.5901639344262295,0.9493414387031408,0.4897959183673469,0.9304565914262461,0.738478493581535
BCC,504,0.9010526315789473,0.8492063492063492,0.9136029411764706,0.874361593462717,0.9542593078898225,0.7900478990544597
BEN_OTH,9,0.4,0.2222222222222222,0.9971126082771896,0.2857142857142857,0.9334830499411828,0.3728077337405842
BKL,109,0.5913978494623656,0.5045871559633027,0.9595314164004259,0.5445544554455446,0.8477884925403758,0.7612620512548015
DF,10,0.6363636363636364,0.7,0.9961464354527938,0.6666666666666666,0.9866088631984585,0.8008507929381015
INF,10,0.3,0.3,0.9932562620423893,0.3,0.9067437379576108,0.7028782576642062
MAL_OTH,2,0.0,0.0,1.0,0.0,0.5033460803059273,
MEL,90,0.6590909090909091,0.6444444444444445,0.9686847599164927,0.651685393258427,0.9311992577128276,0.8808780738926034
NV,149,0.8571428571428571,0.8456375838926175,0.9766407119021134,0.8513513513513513,0.969137968361565,0.8643170659157268
SCCKA,95,0.5528455284552846,0.7157894736842105,0.9422875131164743,0.6238532110091743,0.937825150494284,0.7946386560562203
VASC,9,0.7,0.7777777777777778,0.9971126082771896,0.7368421052631579,0.9499518768046198,0.9432414573530478
