,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,36,4,1,6,0,0,0,1,0,13,0
BCC,21,422,2,23,1,4,0,6,1,23,1
BEN_OTH,0,0,2,1,0,2,0,3,1,0,0
BKL,12,18,0,55,1,1,0,6,2,13,1
DF,0,2,0,0,7,1,0,0,0,0,0
INF,2,4,0,1,0,3,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,1,0,0,0
MEL,1,7,0,4,0,1,0,59,15,2,1
NV,1,2,2,5,1,0,0,12,125,0,1
SCCKA,10,8,0,5,1,1,0,0,1,69,0
VASC,0,0,0,0,0,0,0,1,0,1,7
