,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,30,4,1,7,0,0,0,1,0,18,0
BCC,8,438,0,25,0,1,0,6,1,24,1
BEN_OTH,0,1,2,1,0,1,0,3,1,0,0
BKL,6,21,0,59,0,0,0,8,2,13,0
DF,0,2,0,0,7,1,0,0,0,0,0
INF,2,4,0,1,0,3,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,1,0,0,0
MEL,0,8,0,5,0,1,0,59,15,1,1
NV,0,2,0,6,1,0,0,11,128,0,1
SCCKA,6,10,0,5,1,1,0,0,1,71,0
VASC,0,0,0,0,0,0,0,1,0,1,7
