,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,12,25,0,16,0,0,0,1,0,7,0
BCC,2,468,0,8,1,0,0,2,6,17,0
BEN_OTH,0,2,1,4,0,0,0,0,2,0,0
BKL,4,42,0,49,0,0,0,4,5,5,0
DF,0,3,0,0,1,0,0,1,4,0,1
INF,1,6,0,0,1,0,0,0,2,0,0
MAL_OTH,0,1,0,0,0,0,0,0,0,1,0
MEL,0,10,0,17,0,1,0,32,29,1,0
NV,0,6,0,19,0,0,0,17,106,0,1
SCCKA,3,31,0,10,0,1,0,0,0,50,0
VASC,0,2,0,1,0,0,0,0,0,0,6
