phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MAL_OTH_count,train_conf_DF_to_MAL_OTH_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_DF_count,train_conf_MAL_OTH_to_DF_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_MAL_OTH_to_SCCKA_count,val_conf_MAL_OTH_to_SCCKA_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,val_conf_AKIEC_to_BEN_OTH_count,val_conf_AKIEC_to_BEN_OTH_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,train_conf_MAL_OTH_to_INF_count,train_conf_MAL_OTH_to_INF_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate
freeze,1,0.9864706168136069,0.5209923664122137,0.3988072252096707,0.4001863922306669,0.8005725190839694,0.4001863922306669,400.0,0.3273381294964029,0.2275,0.26843657817109146,91.0,146.0,0.365,52.0,0.13,8.0,0.02,1.0,0.0025,22.0,0.055,10.0,0.025,70.0,0.175,1129.0,0.5633245382585752,0.7564216120460585,0.6457466918714556,854.0,56.0,0.049601417183348095,2.0,0.001771479185119575,65.0,0.05757307351638618,6.0,0.005314437555358724,5.0,0.0044286979627989375,1.0,0.0008857395925597874,23.0,0.02037201062887511,34.0,0.030115146147032774,80.0,0.070859167404783,3.0,0.002657218777679362,136.0,0.2857142857142857,0.04411764705882353,0.07643312101910828,6.0,47.0,0.34558823529411764,16.0,0.11764705882352941,10.0,0.07352941176470588,4.0,0.029411764705882353,16.0,0.11764705882352941,22.0,0.16176470588235295,2.0,0.014705882352941176,13.0,0.09558823529411764,500.0,0.3870967741935484,0.336,0.35974304068522484,168.0,48.0,0.096,137.0,0.274,5.0,0.01,4.0,0.008,44.0,0.088,43.0,0.086,51.0,0.102,150.0,0.6052631578947368,0.46,0.5227272727272727,69.0,3.0,0.02,34.0,0.22666666666666666,4.0,0.02666666666666667,3.0,0.02,8.0,0.05333333333333334,1.0,0.006666666666666667,9.0,0.06,7.0,0.04666666666666667,11.0,0.07333333333333333,1.0,0.006666666666666667,166.0,0.21875,0.08433734939759036,0.12173913043478261,14.0,7.0,0.04216867469879518,61.0,0.3674698795180723,2.0,0.012048192771084338,18.0,0.10843373493975904,11.0,0.06626506024096386,10.0,0.060240963855421686,22.0,0.13253012048192772,20.0,0.12048192771084337,1.0,0.006024096385542169,59.0,0.0,0.0,0.0,0.0,2.0,0.03389830508474576,13.0,0.22033898305084745,14.0,0.23728813559322035,1.0,0.01694915254237288,9.0,0.15254237288135594,12.0,0.2033898305084746,2.0,0.03389830508474576,6.0,0.1016949152542373,450.0,0.5262008733624454,0.5355555555555556,0.5308370044052864,241.0,18.0,0.04,26.0,0.057777777777777775,1.0,0.0022222222222222222,34.0,0.07555555555555556,3.0,0.006666666666666667,5.0,0.011111111111111112,1.0,0.0022222222222222222,105.0,0.23333333333333334,10.0,0.022222222222222223,6.0,0.013333333333333334,590.0,0.6051136363636364,0.7220338983050848,0.6584234930448223,426.0,2.0,0.003389830508474576,41.0,0.06949152542372881,6.0,0.010169491525423728,26.0,0.04406779661016949,2.0,0.003389830508474576,10.0,0.01694915254237288,70.0,0.11864406779661017,3.0,0.005084745762711864,4.0,0.006779661016949152,469.0,0.4469026548672566,0.43070362473347545,0.4386536373507057,202.0,51.0,0.10874200426439233,148.0,0.31556503198294245,37.0,0.07889125799573561,7.0,0.014925373134328358,5.0,0.010660980810234541,7.0,0.014925373134328358,12.0,0.0255863539445629,143.0,0.7687074829931972,0.7902097902097902,0.7793103448275862,113.0,9.0,0.06293706293706294,1.0,0.006993006993006993,1.0,0.006993006993006993,7.0,0.04895104895104895,11.0,0.07692307692307693,1.0,0.006993006993006993,0.639176941554965,0.6498091603053435,0.44378978396673285,0.3952079787423651,0.8998091603053435,0.3952079787423651,61.0,0.23376623376623376,0.5901639344262295,0.33488372093023255,36.0,11.0,0.18032786885245902,5.0,0.08196721311475409,9.0,0.14754098360655737,504.0,0.8464818763326226,0.7876984126984127,0.816032887975334,397.0,64.0,0.12698412698412698,2.0,0.003968253968253968,5.0,0.00992063492063492,5.0,0.00992063492063492,2.0,0.003968253968253968,4.0,0.007936507936507936,5.0,0.00992063492063492,13.0,0.025793650793650792,7.0,0.013888888888888888,9.0,0.16666666666666666,0.1111111111111111,0.13333333333333333,1.0,1.0,0.1111111111111111,2.0,0.2222222222222222,1.0,0.1111111111111111,3.0,0.3333333333333333,1.0,0.1111111111111111,109.0,0.717948717948718,0.25688073394495414,0.3783783783783784,28.0,18.0,0.1651376146788991,24.0,0.22018348623853212,1.0,0.009174311926605505,15.0,0.13761467889908258,8.0,0.07339449541284404,15.0,0.13761467889908258,10.0,0.35294117647058826,0.6,0.4444444444444444,6.0,3.0,0.3,1.0,0.1,10.0,0.0,0.0,0.0,0.0,4.0,0.4,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.48672566371681414,0.6111111111111112,0.541871921182266,55.0,2.0,0.022222222222222223,6.0,0.06666666666666667,1.0,0.011111111111111112,2.0,0.022222222222222223,21.0,0.23333333333333334,3.0,0.03333333333333333,149.0,0.7483870967741936,0.7785234899328859,0.7631578947368421,116.0,2.0,0.013422818791946308,3.0,0.020134228187919462,1.0,0.006711409395973154,2.0,0.013422818791946308,1.0,0.006711409395973154,23.0,0.15436241610738255,1.0,0.006711409395973154,95.0,0.4794520547945205,0.3684210526315789,0.4166666666666667,35.0,31.0,0.3263157894736842,16.0,0.16842105263157894,2.0,0.021052631578947368,2.0,0.021052631578947368,1.0,0.010526315789473684,6.0,0.06315789473684211,2.0,0.021052631578947368,9.0,0.3888888888888889,0.7777777777777778,0.5185185185185185,7.0,2.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.7776857246893621,0.5918416030534351,0.48330650989652413,0.4948899068420788,0.8659351145038168,0.4948899068420788,398.0,0.4161490683229814,0.33668341708542715,0.37222222222222223,134.0,101.0,0.2537688442211055,52.0,0.1306532663316583,5.0,0.01256281407035176,,,17.0,0.04271356783919598,7.0,0.017587939698492462,74.0,0.18592964824120603,1133.0,0.6289978678038379,0.7811120917917035,0.6968503937007874,885.0,58.0,0.05119152691968226,2.0,0.00176522506619594,57.0,0.05030891438658429,12.0,0.01059135039717564,15.0,0.01323918799646955,,,16.0,0.01412180052956752,19.0,0.01676963812886143,65.0,0.05736981465136805,4.0,0.00353045013239188,127.0,0.5,0.2047244094488189,0.2905027932960894,26.0,35.0,0.2755905511811024,8.0,0.06299212598425197,2.0,0.015748031496062992,7.0,0.05511811023622047,18.0,0.14173228346456693,12.0,0.09448818897637795,3.0,0.023622047244094488,9.0,0.07086614173228346,505.0,0.46352941176470586,0.3900990099009901,0.4236559139784946,197.0,49.0,0.09702970297029703,121.0,0.2396039603960396,3.0,0.005940594059405941,5.0,0.009900990099009901,27.0,0.053465346534653464,37.0,0.07326732673267326,64.0,0.12673267326732673,150.0,0.6423357664233577,0.5866666666666667,0.6132404181184669,88.0,1.0,0.006666666666666667,33.0,0.22,5.0,0.03333333333333333,3.0,0.02,2.0,0.013333333333333334,,,4.0,0.02666666666666667,5.0,0.03333333333333333,8.0,0.05333333333333334,1.0,0.006666666666666667,155.0,0.3977272727272727,0.22580645161290322,0.2880658436213992,35.0,14.0,0.09032258064516129,54.0,0.34838709677419355,5.0,0.03225806451612903,3.0,0.01935483870967742,15.0,0.0967741935483871,8.0,0.05161290322580645,11.0,0.07096774193548387,9.0,0.05806451612903226,1.0,0.0064516129032258064,56.0,0.6666666666666666,0.03571428571428571,0.06779661016949153,2.0,,,15.0,0.26785714285714285,10.0,0.17857142857142858,,,11.0,0.19642857142857142,9.0,0.16071428571428573,2.0,0.03571428571428571,5.0,0.08928571428571429,456.0,0.6108695652173913,0.6162280701754386,0.6135371179039302,281.0,8.0,0.017543859649122806,29.0,0.06359649122807018,2.0,0.0043859649122807015,32.0,0.07017543859649122,4.0,0.008771929824561403,2.0,0.0043859649122807015,,,93.0,0.20394736842105263,2.0,0.0043859649122807015,3.0,0.006578947368421052,575.0,0.6842923794712286,0.7652173913043478,0.722495894909688,440.0,,,23.0,0.04,2.0,0.0034782608695652175,22.0,0.03826086956521739,,,4.0,0.006956521739130435,73.0,0.12695652173913044,4.0,0.006956521739130435,7.0,0.01217391304347826,488.0,0.5398406374501992,0.555327868852459,0.5474747474747474,271.0,51.0,0.10450819672131148,105.0,0.2151639344262295,40.0,0.08196721311475409,4.0,0.00819672131147541,9.0,0.018442622950819672,2.0,0.004098360655737705,4.0,0.00819672131147541,149.0,0.7973856209150327,0.8187919463087249,0.8079470198675497,122.0,6.0,0.040268456375838924,1.0,0.006711409395973154,4.0,0.026845637583892617,3.0,0.020134228187919462,6.0,0.040268456375838924,,,0.570438294180932,0.6803435114503816,0.4628438095412544,0.43851694123860446,0.9150763358778626,0.43851694123860446,61.0,0.34375,0.36065573770491804,0.352,22.0,7.0,0.11475409836065574,5.0,0.08196721311475409,23.0,0.3770491803278688,504.0,0.8735632183908046,0.753968253968254,0.8093716719914803,380.0,26.0,0.051587301587301584,,,34.0,0.06746031746031746,1.0,0.001984126984126984,,,8.0,0.015873015873015872,7.0,0.013888888888888888,43.0,0.08531746031746032,5.0,0.00992063492063492,9.0,0.0,0.0,0.0,0.0,,,2.0,0.2222222222222222,2.0,0.2222222222222222,2.0,0.2222222222222222,2.0,0.2222222222222222,109.0,0.4811320754716981,0.46788990825688076,0.4744186046511628,51.0,5.0,0.045871559633027525,19.0,0.1743119266055046,1.0,0.009174311926605505,3.0,0.027522935779816515,13.0,0.11926605504587157,17.0,0.1559633027522936,10.0,0.6,0.6,0.6,6.0,2.0,0.2,2.0,0.2,10.0,0.25,0.1,0.14285714285714285,1.0,5.0,0.5,,,1.0,0.1,1.0,0.1,1.0,0.1,,,1.0,0.1,2.0,0.0,0.0,0.0,0.0,,,,,90.0,0.6190476190476191,0.5777777777777777,0.5977011494252874,52.0,2.0,0.022222222222222223,5.0,0.05555555555555555,,,1.0,0.011111111111111112,22.0,0.24444444444444444,3.0,0.03333333333333333,149.0,0.7231638418079096,0.8590604026845637,0.7852760736196319,128.0,,,2.0,0.013422818791946308,1.0,0.006711409395973154,6.0,0.040268456375838924,1.0,0.006711409395973154,11.0,0.0738255033557047,,,95.0,0.43790849673202614,0.7052631578947368,0.5403225806451613,67.0,9.0,0.09473684210526316,11.0,0.11578947368421053,5.0,0.05263157894736842,,,,,1.0,0.010526315789473684,2.0,0.021052631578947368,9.0,0.42857142857142855,0.6666666666666666,0.5217391304347826,6.0,2.0,0.2222222222222222,2.0,0.005025125628140704,5.0,0.01256281407035176,1.0,0.002512562814070352,7.0,0.05511811023622047,2.0,0.0039603960396039604,2.0,0.03571428571428571,2.0,0.004098360655737705,2.0,0.013422818791946308,4.0,0.026845637583892617,1.0,0.006711409395973154,4.0,0.06557377049180328,1.0,0.1111111111111111,1.0,0.5,1.0,0.5,3.0,0.03333333333333333,1.0,0.011111111111111112,1.0,0.011111111111111112,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
