,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,33,7,0,9,0,0,0,0,0,12,0
BCC,19,377,7,31,3,2,0,10,8,42,5
BEN_OTH,1,1,3,1,0,1,0,0,1,0,1
BKL,9,20,3,42,1,1,0,9,8,16,0
DF,0,1,0,0,3,0,0,1,3,1,1
INF,0,2,1,0,0,4,0,1,0,0,2
MAL_OTH,0,0,0,1,0,0,0,0,0,1,0
MEL,2,5,2,6,1,0,0,40,30,2,2
NV,1,2,5,6,2,0,0,9,124,0,0
SCCKA,7,10,1,6,0,0,0,0,0,71,0
VASC,0,1,0,0,0,0,0,0,0,0,8
