,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,27,12,0,10,1,1,0,0,0,10,0
BCC,7,462,2,12,0,2,0,4,3,9,3
BEN_OTH,0,3,2,1,0,0,0,2,1,0,0
BKL,4,34,0,46,0,1,0,7,7,10,0
DF,0,4,1,1,3,0,0,0,1,0,0
INF,0,8,0,0,0,1,0,0,1,0,0
MAL_OTH,0,2,0,0,0,0,0,0,0,0,0
MEL,1,9,0,5,0,1,0,43,29,1,1
NV,0,9,2,9,1,0,0,17,109,0,2
SCCKA,10,22,0,7,0,0,0,0,0,56,0
VASC,0,1,0,0,0,0,0,0,2,0,6
