,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,29,7,1,6,1,0,0,0,0,17,0
BCC,20,414,2,12,1,2,1,5,3,43,1
BEN_OTH,0,1,4,1,0,1,0,1,1,0,0
BKL,10,36,1,36,0,0,0,9,6,11,0
DF,0,3,0,1,3,1,0,0,2,0,0
INF,1,4,1,0,0,1,0,0,3,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,0,10,0,10,0,0,0,42,25,2,1
NV,1,5,0,13,1,0,0,19,109,1,0
SCCKA,5,20,0,5,0,0,0,0,0,65,0
VASC,0,1,0,0,0,0,0,0,1,0,7
