,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,50,3,0,4,0,0,0,1,0,3,0
BCC,28,429,4,11,1,2,0,3,2,23,1
BEN_OTH,1,2,1,1,0,0,0,2,2,0,0
BKL,10,23,0,56,0,0,0,3,6,11,0
DF,0,1,0,2,7,0,0,0,0,0,0
INF,1,5,0,1,1,2,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,2,1,1,4,0,2,0,47,30,2,1
NV,2,5,1,2,0,2,0,8,128,0,1
SCCKA,18,10,0,5,0,0,0,1,0,61,0
VASC,0,1,0,0,0,0,0,1,0,0,7
