phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,val_conf_DF_to_SCCKA_count,val_conf_DF_to_SCCKA_rate,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_MAL_OTH_to_DF_count,train_conf_MAL_OTH_to_DF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,val_conf_BKL_to_MAL_OTH_count,val_conf_BKL_to_MAL_OTH_rate,val_conf_MAL_OTH_to_SCCKA_count,val_conf_MAL_OTH_to_SCCKA_rate,train_conf_DF_to_MAL_OTH_count,train_conf_DF_to_MAL_OTH_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BKL_to_VASC_count,val_conf_BKL_to_VASC_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate
freeze,1,1.0289258699835713,0.5107347328244275,0.3748508716148621,0.381152802826745,0.7922232824427481,0.381152802826745,398.0,0.35714285714285715,0.27638190954773867,0.311614730878187,110.0,125.0,0.314070351758794,1.0,0.002512562814070352,49.0,0.12311557788944724,1.0,0.002512562814070352,3.0,0.007537688442211055,15.0,0.03768844221105527,16.0,0.04020100502512563,78.0,0.19597989949748743,1133.0,0.5485098287888396,0.7634598411297441,0.6383763837638377,865.0,55.0,0.04854368932038835,2.0,0.00176522506619594,49.0,0.04324801412180053,10.0,0.0088261253309797,8.0,0.00706090026478376,16.0,0.01412180052956752,35.0,0.03089143865842895,84.0,0.07413945278022947,9.0,0.00794351279788173,127.0,0.3333333333333333,0.023622047244094488,0.04411764705882353,3.0,7.0,0.05511811023622047,39.0,0.30708661417322836,15.0,0.11811023622047244,4.0,0.031496062992125984,2.0,0.015748031496062992,12.0,0.09448818897637795,21.0,0.16535433070866143,13.0,0.10236220472440945,11.0,0.08661417322834646,505.0,0.3548387096774194,0.28316831683168314,0.31497797356828194,143.0,61.0,0.12079207920792079,146.0,0.2891089108910891,4.0,0.007920792079207921,4.0,0.007920792079207921,42.0,0.08316831683168317,56.0,0.11089108910891089,47.0,0.09306930693069307,2.0,0.0039603960396039604,150.0,0.6396396396396397,0.47333333333333333,0.5440613026819924,71.0,1.0,0.006666666666666667,44.0,0.29333333333333333,9.0,0.06,2.0,0.013333333333333334,5.0,0.03333333333333333,10.0,0.06666666666666667,7.0,0.04666666666666667,1.0,0.006666666666666667,155.0,0.24390243902439024,0.06451612903225806,0.10204081632653061,10.0,6.0,0.03870967741935484,77.0,0.4967741935483871,11.0,0.07096774193548387,7.0,0.04516129032258064,9.0,0.05806451612903226,21.0,0.13548387096774195,14.0,0.09032258064516129,56.0,0.0,0.0,0.0,0.0,2.0,0.03571428571428571,24.0,0.42857142857142855,7.0,0.125,4.0,0.07142857142857142,10.0,0.17857142857142858,4.0,0.07142857142857142,5.0,0.08928571428571429,456.0,0.5669642857142857,0.5570175438596491,0.5619469026548672,254.0,9.0,0.019736842105263157,35.0,0.07675438596491228,1.0,0.0021929824561403508,45.0,0.09868421052631579,1.0,0.0021929824561403508,1.0,0.0021929824561403508,90.0,0.19736842105263158,17.0,0.03728070175438596,3.0,0.006578947368421052,575.0,0.5739130434782609,0.688695652173913,0.6260869565217392,396.0,3.0,0.0052173913043478265,47.0,0.0817391304347826,30.0,0.05217391304347826,3.0,0.0052173913043478265,4.0,0.006956521739130435,74.0,0.12869565217391304,12.0,0.020869565217391306,6.0,0.010434782608695653,488.0,0.42291666666666666,0.41598360655737704,0.4194214876033058,203.0,53.0,0.10860655737704918,152.0,0.3114754098360656,43.0,0.08811475409836066,10.0,0.020491803278688523,2.0,0.004098360655737705,1.0,0.0020491803278688526,11.0,0.022540983606557378,12.0,0.02459016393442623,1.0,0.0020491803278688526,149.0,0.6935483870967742,0.5771812080536913,0.63003663003663,86.0,1.0,0.006711409395973154,23.0,0.15436241610738255,2.0,0.013422818791946308,2.0,0.013422818791946308,5.0,0.03355704697986577,6.0,0.040268456375838924,23.0,0.15436241610738255,1.0,0.006711409395973154,0.5693370785194499,0.666030534351145,0.4122695460887865,0.3838077091205189,0.9169847328244275,0.3838077091205189,61.0,0.36585365853658536,0.2459016393442623,0.29411764705882354,15.0,19.0,0.3114754098360656,14.0,0.22950819672131148,1.0,0.01639344262295082,1.0,0.01639344262295082,11.0,0.18032786885245902,504.0,0.8133595284872298,0.8214285714285714,0.8173741362290227,414.0,10.0,0.01984126984126984,1.0,0.001984126984126984,40.0,0.07936507936507936,6.0,0.011904761904761904,1.0,0.001984126984126984,6.0,0.011904761904761904,7.0,0.013888888888888888,15.0,0.02976190476190476,4.0,0.007936507936507936,9.0,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,1.0,0.1111111111111111,3.0,0.3333333333333333,1.0,0.1111111111111111,109.0,0.37777777777777777,0.46788990825688076,0.4180327868852459,51.0,1.0,0.009174311926605505,28.0,0.25688073394495414,2.0,0.01834862385321101,5.0,0.045871559633027525,11.0,0.10091743119266056,11.0,0.10091743119266056,10.0,0.3125,0.5,0.38461538461538464,5.0,2.0,0.2,2.0,0.2,1.0,0.1,10.0,0.0,0.0,0.0,0.0,4.0,0.4,1.0,0.1,3.0,0.3,1.0,0.1,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.5977011494252874,0.5777777777777777,0.5875706214689266,52.0,6.0,0.06666666666666667,4.0,0.044444444444444446,25.0,0.2777777777777778,3.0,0.03333333333333333,149.0,0.7267441860465116,0.8389261744966443,0.778816199376947,125.0,4.0,0.026845637583892617,1.0,0.006711409395973154,3.0,0.020134228187919462,1.0,0.006711409395973154,14.0,0.09395973154362416,1.0,0.006711409395973154,95.0,0.43283582089552236,0.30526315789473685,0.35802469135802467,29.0,15.0,0.15789473684210525,25.0,0.2631578947368421,21.0,0.22105263157894736,1.0,0.010526315789473684,3.0,0.031578947368421054,1.0,0.010526315789473684,9.0,0.4666666666666667,0.7777777777777778,0.5833333333333334,7.0,2.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.8352849795349753,0.5689408396946565,0.46922020652267754,0.48066302763767155,0.8532919847328244,0.48066302763767155,393.0,0.39349112426035504,0.3384223918575064,0.36388508891928867,133.0,118.0,0.30025445292620867,1.0,0.002544529262086514,42.0,0.10687022900763359,3.0,0.007633587786259542,7.0,0.017811704834605598,15.0,0.03816793893129771,4.0,0.010178117048346057,67.0,0.17048346055979643,1100.0,0.6130909090909091,0.7663636363636364,0.6812121212121212,843.0,69.0,0.06272727272727273,9.0,0.008181818181818182,38.0,0.034545454545454546,8.0,0.007272727272727273,17.0,0.015454545454545455,13.0,0.011818181818181818,16.0,0.014545454545454545,81.0,0.07363636363636364,6.0,0.005454545454545455,166.0,0.37362637362637363,0.20481927710843373,0.26459143968871596,34.0,5.0,0.030120481927710843,30.0,0.18072289156626506,17.0,0.10240963855421686,2.0,0.012048192771084338,18.0,0.10843373493975904,15.0,0.09036144578313253,36.0,0.21686746987951808,2.0,0.012048192771084338,7.0,0.04216867469879518,472.0,0.4418604651162791,0.3622881355932203,0.3981373690337602,171.0,36.0,0.07627118644067797,130.0,0.2754237288135593,4.0,0.00847457627118644,2.0,0.00423728813559322,27.0,0.057203389830508475,34.0,0.07203389830508475,62.0,0.13135593220338984,,,157.0,0.6929824561403509,0.5031847133757962,0.5830258302583026,79.0,4.0,0.025477707006369428,31.0,0.19745222929936307,5.0,0.03184713375796178,11.0,0.07006369426751592,3.0,0.01910828025477707,12.0,0.07643312101910828,5.0,0.03184713375796178,1.0,0.006369426751592357,164.0,0.3870967741935484,0.2926829268292683,0.3333333333333333,48.0,8.0,0.04878048780487805,39.0,0.23780487804878048,13.0,0.07926829268292683,9.0,0.054878048780487805,10.0,0.06097560975609756,10.0,0.06097560975609756,12.0,0.07317073170731707,56.0,0.6666666666666666,0.03571428571428571,0.06779661016949153,2.0,4.0,0.07142857142857142,16.0,0.2857142857142857,13.0,0.23214285714285715,7.0,0.125,6.0,0.10714285714285714,1.0,0.017857142857142856,5.0,0.08928571428571429,431.0,0.5704057279236276,0.5545243619489559,0.5623529411764706,239.0,14.0,0.03248259860788863,26.0,0.060324825986078884,2.0,0.004640371229698376,31.0,0.07192575406032482,3.0,0.0069605568445475635,4.0,0.009280742459396751,106.0,0.2459396751740139,1.0,0.002320185614849188,5.0,0.01160092807424594,602.0,0.6515837104072398,0.717607973421927,0.68300395256917,432.0,8.0,0.013289036544850499,24.0,0.03986710963455149,25.0,0.04152823920265781,4.0,0.006644518272425249,6.0,0.009966777408637873,83.0,0.1378737541528239,4.0,0.006644518272425249,4.0,0.006644518272425249,500.0,0.539651837524178,0.558,0.5486725663716814,279.0,57.0,0.114,116.0,0.232,30.0,0.06,2.0,0.004,9.0,0.018,,,2.0,0.004,1.0,0.002,3.0,0.006,151.0,0.7763975155279503,0.8278145695364238,0.8012820512820513,125.0,,,2.0,0.013245033112582781,6.0,0.039735099337748346,2.0,0.013245033112582781,2.0,0.013245033112582781,5.0,0.033112582781456956,6.0,0.039735099337748346,3.0,0.019867549668874173,0.5371633463837775,0.7041984732824428,0.44781897126626957,0.4308189874776438,0.924618320610687,0.4308189874776438,61.0,0.4864864864864865,0.29508196721311475,0.3673469387755102,18.0,34.0,0.5573770491803278,1.0,0.01639344262295082,,,,,8.0,0.13114754098360656,504.0,0.7442244224422442,0.8948412698412699,0.8126126126126126,451.0,5.0,0.00992063492063492,1.0,0.001984126984126984,3.0,0.005952380952380952,3.0,0.005952380952380952,,,2.0,0.003968253968253968,3.0,0.005952380952380952,26.0,0.051587301587301584,10.0,0.01984126984126984,9.0,0.3333333333333333,0.1111111111111111,0.16666666666666666,1.0,4.0,0.4444444444444444,1.0,0.1111111111111111,2.0,0.2222222222222222,1.0,0.1111111111111111,109.0,0.7948717948717948,0.28440366972477066,0.4189189189189189,31.0,5.0,0.045871559633027525,48.0,0.44036697247706424,,,2.0,0.01834862385321101,10.0,0.09174311926605505,13.0,0.11926605504587157,10.0,0.5384615384615384,0.7,0.6086956521739131,7.0,2.0,0.2,,,,,10.0,0.0,0.0,0.0,0.0,8.0,0.8,,,2.0,0.2,,,,,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.8478260869565217,0.43333333333333335,0.5735294117647058,39.0,9.0,0.1,2.0,0.022222222222222223,36.0,0.4,3.0,0.03333333333333333,149.0,0.7228260869565217,0.8926174496644296,0.7987987987987988,133.0,12.0,0.08053691275167785,1.0,0.006711409395973154,,,1.0,0.006711409395973154,1.0,0.006711409395973154,1.0,0.006711409395973154,95.0,0.5151515151515151,0.5368421052631579,0.5257731958762887,51.0,8.0,0.08421052631578947,35.0,0.3684210526315789,1.0,0.010526315789473684,,,,,,,9.0,0.3333333333333333,0.7777777777777778,0.4666666666666667,7.0,2.0,0.2222222222222222,1.0,0.002544529262086514,2.0,0.005089058524173028,6.0,0.012711864406779662,6.0,0.03821656050955414,12.0,0.07317073170731707,3.0,0.018292682926829267,2.0,0.03571428571428571,12.0,0.019933554817275746,1.0,0.002,1.0,0.1,1.0,0.011111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
