phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_SCCKA_count,val_conf_BEN_OTH_to_SCCKA_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,val_conf_VASC_to_BEN_OTH_count,val_conf_VASC_to_BEN_OTH_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_INF_to_MAL_OTH_count,train_conf_INF_to_MAL_OTH_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_VASC_to_INF_count,val_conf_VASC_to_INF_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,val_conf_VASC_to_MAL_OTH_count,val_conf_VASC_to_MAL_OTH_rate,val_conf_VASC_to_AKIEC_count,val_conf_VASC_to_AKIEC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate
freeze,1,0.9482160844773492,0.5374230222643297,0.41435661845881755,0.4175454270100751,0.817621980104216,0.4175454270100751,343.0,0.2882882882882883,0.18658892128279883,0.22654867256637168,64.0,141.0,0.4110787172011662,1.0,0.0029154518950437317,42.0,0.12244897959183673,1.0,0.0029154518950437317,4.0,0.011661807580174927,1.0,0.0029154518950437317,23.0,0.06705539358600583,9.0,0.026239067055393587,56.0,0.16326530612244897,1.0,0.0029154518950437317,1123.0,0.5790866975512905,0.7791629563668745,0.6643887623386484,875.0,47.0,0.041852181656277826,1.0,0.0008904719501335708,46.0,0.04096170970614425,6.0,0.005342831700801425,15.0,0.013357079252003561,1.0,0.0008904719501335708,27.0,0.02404274265360641,27.0,0.02404274265360641,73.0,0.06500445235975066,5.0,0.004452359750667854,160.0,0.4,0.0375,0.06857142857142857,6.0,3.0,0.01875,37.0,0.23125,31.0,0.19375,14.0,0.0875,8.0,0.05,14.0,0.0875,29.0,0.18125,14.0,0.0875,4.0,0.025,486.0,0.4053452115812918,0.37448559670781895,0.3893048128342246,182.0,34.0,0.06995884773662552,129.0,0.2654320987654321,1.0,0.00205761316872428,6.0,0.012345679012345678,4.0,0.00823045267489712,39.0,0.08024691358024691,44.0,0.09053497942386832,46.0,0.09465020576131687,1.0,0.00205761316872428,161.0,0.6,0.484472049689441,0.5360824742268041,78.0,1.0,0.006211180124223602,35.0,0.21739130434782608,6.0,0.037267080745341616,6.0,0.037267080745341616,3.0,0.018633540372670808,18.0,0.11180124223602485,13.0,0.08074534161490683,1.0,0.006211180124223602,180.0,0.4146341463414634,0.18888888888888888,0.2595419847328244,34.0,4.0,0.022222222222222223,58.0,0.32222222222222224,2.0,0.011111111111111112,15.0,0.08333333333333333,11.0,0.06111111111111111,9.0,0.05,20.0,0.1111111111111111,26.0,0.14444444444444443,1.0,0.005555555555555556,70.0,0.0,0.0,0.0,0.0,5.0,0.07142857142857142,22.0,0.3142857142857143,16.0,0.22857142857142856,13.0,0.18571428571428572,6.0,0.08571428571428572,2.0,0.02857142857142857,6.0,0.08571428571428572,488.0,0.5606060606060606,0.6065573770491803,0.5826771653543307,296.0,15.0,0.030737704918032786,28.0,0.05737704918032787,34.0,0.06967213114754098,3.0,0.006147540983606557,2.0,0.004098360655737705,2.0,0.004098360655737705,91.0,0.1864754098360656,10.0,0.020491803278688523,7.0,0.014344262295081968,596.0,0.6156111929307806,0.7013422818791947,0.6556862745098039,418.0,4.0,0.006711409395973154,39.0,0.06543624161073826,2.0,0.003355704697986577,33.0,0.05536912751677853,2.0,0.003355704697986577,3.0,0.0050335570469798654,1.0,0.0016778523489932886,77.0,0.12919463087248323,11.0,0.018456375838926176,6.0,0.010067114093959731,465.0,0.4446902654867257,0.432258064516129,0.43838604143947657,201.0,44.0,0.09462365591397849,143.0,0.30752688172043013,1.0,0.002150537634408602,41.0,0.08817204301075268,8.0,0.017204301075268817,4.0,0.008602150537634409,1.0,0.002150537634408602,16.0,0.034408602150537634,5.0,0.010752688172043012,1.0,0.002150537634408602,150.0,0.777027027027027,0.7666666666666667,0.7718120805369127,115.0,1.0,0.006666666666666667,4.0,0.02666666666666667,1.0,0.006666666666666667,3.0,0.02,1.0,0.006666666666666667,2.0,0.013333333333333334,11.0,0.07333333333333333,12.0,0.08,0.6112641334988689,0.6574427480916031,0.43128206885698717,0.429922444572092,0.9103053435114504,0.429922444572092,61.0,0.2077922077922078,0.5245901639344263,0.29767441860465116,32.0,10.0,0.16393442622950818,1.0,0.01639344262295082,3.0,0.04918032786885246,15.0,0.2459016393442623,504.0,0.8348017621145375,0.751984126984127,0.791231732776618,379.0,71.0,0.14087301587301587,2.0,0.003968253968253968,16.0,0.031746031746031744,6.0,0.011904761904761904,2.0,0.003968253968253968,28.0,0.05555555555555555,9.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,3.0,0.3333333333333333,2.0,0.2222222222222222,2.0,0.2222222222222222,1.0,0.1111111111111111,109.0,0.5662650602409639,0.43119266055045874,0.4895833333333333,47.0,14.0,0.12844036697247707,23.0,0.21100917431192662,1.0,0.009174311926605505,6.0,0.05504587155963303,18.0,0.1651376146788991,10.0,0.6666666666666666,0.6,0.631578947368421,6.0,3.0,0.3,1.0,0.1,10.0,0.0,0.0,0.0,0.0,1.0,0.1,6.0,0.6,1.0,0.1,1.0,0.1,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.6842105263157895,0.5777777777777777,0.6265060240963856,52.0,6.0,0.06666666666666667,7.0,0.07777777777777778,1.0,0.011111111111111112,2.0,0.022222222222222223,1.0,0.011111111111111112,19.0,0.2111111111111111,1.0,0.011111111111111112,1.0,0.011111111111111112,149.0,0.8187919463087249,0.8187919463087249,0.8187919463087249,122.0,3.0,0.020134228187919462,2.0,0.013422818791946308,1.0,0.006711409395973154,9.0,0.06040268456375839,1.0,0.006711409395973154,1.0,0.006711409395973154,9.0,0.06040268456375839,1.0,0.006711409395973154,95.0,0.41818181818181815,0.4842105263157895,0.44878048780487806,46.0,26.0,0.2736842105263158,17.0,0.17894736842105263,5.0,0.05263157894736842,1.0,0.010526315789473684,9.0,0.7142857142857143,0.5555555555555556,0.625,5.0,2.0,0.2222222222222222,1.0,0.1111111111111111,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.7862396424187128,0.586925627664614,0.5084398961587957,0.5261869469967178,0.8697299857887257,0.5261869469967178,389.0,0.39939024390243905,0.33676092544987146,0.36541143654114366,131.0,111.0,0.2853470437017995,3.0,0.007712082262210797,53.0,0.13624678663239073,2.0,0.005141388174807198,2.0,0.005141388174807198,,,13.0,0.033419023136246784,5.0,0.012853470437017995,67.0,0.17223650385604114,2.0,0.005141388174807198,1071.0,0.6059291395516992,0.7824463118580766,0.6829665851670742,838.0,58.0,0.05415499533146592,4.0,0.003734827264239029,40.0,0.03734827264239029,13.0,0.012138188608776844,11.0,0.01027077497665733,,,19.0,0.017740429505135387,20.0,0.018674136321195144,67.0,0.06255835667600373,1.0,0.0009337068160597573,181.0,0.5463917525773195,0.292817679558011,0.381294964028777,53.0,3.0,0.016574585635359115,21.0,0.11602209944751381,23.0,0.1270718232044199,7.0,0.03867403314917127,14.0,0.07734806629834254,17.0,0.09392265193370165,20.0,0.11049723756906077,9.0,0.049723756906077346,14.0,0.07734806629834254,504.0,0.46559633027522934,0.4027777777777778,0.4319148936170213,203.0,56.0,0.1111111111111111,119.0,0.2361111111111111,7.0,0.013888888888888888,6.0,0.011904761904761904,1.0,0.001984126984126984,33.0,0.06547619047619048,38.0,0.07539682539682539,41.0,0.08134920634920635,,,155.0,0.6054421768707483,0.5741935483870968,0.5894039735099338,89.0,1.0,0.0064516129032258064,28.0,0.18064516129032257,3.0,0.01935483870967742,9.0,0.05806451612903226,6.0,0.03870967741935484,7.0,0.04516129032258064,9.0,0.05806451612903226,1.0,0.0064516129032258064,180.0,0.5575221238938053,0.35,0.4300341296928328,63.0,6.0,0.03333333333333333,48.0,0.26666666666666666,12.0,0.06666666666666667,13.0,0.07222222222222222,13.0,0.07222222222222222,11.0,0.06111111111111111,8.0,0.044444444444444446,5.0,0.027777777777777776,1.0,0.005555555555555556,74.0,0.9090909090909091,0.13513513513513514,0.23529411764705882,10.0,3.0,0.04054054054054054,17.0,0.22972972972972974,15.0,0.20270270270270271,10.0,0.13513513513513514,6.0,0.08108108108108109,1.0,0.013513513513513514,10.0,0.13513513513513514,466.0,0.6143497757847534,0.5879828326180258,0.6008771929824561,274.0,19.0,0.0407725321888412,30.0,0.06437768240343347,32.0,0.06866952789699571,8.0,0.017167381974248927,2.0,0.004291845493562232,1.0,0.002145922746781116,88.0,0.1888412017167382,3.0,0.006437768240343348,5.0,0.01072961373390558,595.0,0.6869158878504673,0.7411764705882353,0.7130153597413096,441.0,7.0,0.011764705882352941,45.0,0.07563025210084033,1.0,0.0016806722689075631,27.0,0.0453781512605042,2.0,0.0033613445378151263,6.0,0.010084033613445379,,,59.0,0.09915966386554621,5.0,0.008403361344537815,2.0,0.0033613445378151263,440.0,0.5284738041002278,0.5272727272727272,0.5278725824800911,232.0,43.0,0.09772727272727273,120.0,0.2727272727272727,4.0,0.00909090909090909,25.0,0.056818181818181816,6.0,0.013636363636363636,5.0,0.011363636363636364,,,3.0,0.006818181818181818,2.0,0.004545454545454545,,,167.0,0.8,0.8622754491017964,0.829971181556196,144.0,1.0,0.005988023952095809,6.0,0.03592814371257485,5.0,0.029940119760479042,2.0,0.011976047904191617,1.0,0.005988023952095809,,,1.0,0.005988023952095809,7.0,0.041916167664670656,0.645241996372929,0.6269083969465649,0.44631092066709566,0.417204074302493,0.9064885496183206,0.417204074302493,61.0,0.2076271186440678,0.8032786885245902,0.32996632996632996,49.0,6.0,0.09836065573770492,,,3.0,0.04918032786885246,3.0,0.04918032786885246,504.0,0.8743718592964824,0.6904761904761905,0.7716186252771619,348.0,104.0,0.20634920634920634,1.0,0.001984126984126984,11.0,0.021825396825396824,9.0,0.017857142857142856,14.0,0.027777777777777776,10.0,0.01984126984126984,9.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222,,,1.0,0.1111111111111111,3.0,0.3333333333333333,,,109.0,0.6166666666666667,0.3394495412844037,0.4378698224852071,37.0,30.0,0.27522935779816515,18.0,0.1651376146788991,2.0,0.01834862385321101,14.0,0.12844036697247707,7.0,0.06422018348623854,10.0,0.5,0.6,0.5454545454545454,6.0,2.0,0.2,,,10.0,0.25,0.2,0.2222222222222222,2.0,1.0,0.1,4.0,0.4,1.0,0.1,2.0,0.2,,,2.0,0.0,0.0,0.0,0.0,1.0,0.5,90.0,0.6615384615384615,0.4777777777777778,0.5548387096774193,43.0,5.0,0.05555555555555555,5.0,0.05555555555555555,,,2.0,0.022222222222222223,,,30.0,0.3333333333333333,2.0,0.022222222222222223,2.0,0.022222222222222223,149.0,0.6716417910447762,0.9060402684563759,0.7714285714285715,135.0,2.0,0.013422818791946308,1.0,0.006711409395973154,3.0,0.020134228187919462,3.0,0.020134228187919462,1.0,0.006711409395973154,1.0,0.006711409395973154,3.0,0.020134228187919462,,,95.0,0.5925925925925926,0.3368421052631579,0.42953020134228187,32.0,43.0,0.45263157894736844,11.0,0.11578947368421053,5.0,0.05263157894736842,1.0,0.010526315789473684,9.0,0.5,0.5555555555555556,0.5263157894736842,5.0,2.0,0.2222222222222222,,,1.0,0.1111111111111111,2.0,0.012903225806451613,2.0,0.02702702702702703,4.0,0.008583690987124463,2.0,0.003968253968253968,2.0,0.003968253968253968,3.0,0.005952380952380952,1.0,0.1111111111111111,2.0,0.2222222222222222,1.0,0.009174311926605505,2.0,0.2,1.0,0.5,1.0,0.011111111111111112,1.0,0.010526315789473684,2.0,0.021052631578947368,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
