,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,15,3,0,3,0,0,0,1,0,8,0
BCC,3,228,2,5,4,1,0,5,1,3,0
BEN_OTH,0,0,3,0,0,0,0,1,0,0,0
BKL,3,13,0,27,1,1,0,2,2,6,0
DF,0,1,0,1,3,0,0,0,0,0,0
INF,0,2,1,0,0,2,0,0,0,0,0
MAL_OTH,0,0,0,0,0,0,0,1,0,0,0
MEL,0,7,0,0,0,0,0,32,4,0,2
NV,0,1,2,1,1,0,0,11,58,0,1
SCCKA,2,9,1,4,0,0,0,0,1,30,0
VASC,0,1,0,0,0,0,0,0,1,0,3
