,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,47,0,0,3,0,0,0,1,0,10,0
BCC,55,345,1,29,0,1,0,8,3,60,2
BEN_OTH,0,2,1,2,0,1,0,1,1,1,0
BKL,11,12,1,65,0,0,0,1,4,15,0
DF,0,0,0,0,8,0,0,0,2,0,0
INF,0,2,0,1,0,5,0,1,0,1,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,4,0,1,4,0,2,0,49,26,3,1
NV,0,4,1,8,0,0,0,10,125,1,0
SCCKA,21,5,0,6,0,0,0,0,0,63,0
VASC,0,2,0,0,0,0,0,0,1,0,6
