phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,val_conf_AKIEC_to_BEN_OTH_count,val_conf_AKIEC_to_BEN_OTH_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,val_conf_MAL_OTH_to_BEN_OTH_count,val_conf_MAL_OTH_to_BEN_OTH_rate,val_conf_BEN_OTH_to_SCCKA_count,val_conf_BEN_OTH_to_SCCKA_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate
freeze,1,0.9718078315144277,0.5283874045801527,0.40692274902215203,0.40896488032967876,0.8070133587786259,0.40896488032967876,400.0,0.29056603773584905,0.1925,0.23157894736842105,77.0,146.0,0.365,53.0,0.1325,2.0,0.005,3.0,0.0075,18.0,0.045,17.0,0.0425,84.0,0.21,1129.0,0.5774834437086093,0.7723649247121346,0.660856384994316,872.0,57.0,0.050487156775907885,63.0,0.05580159433126661,6.0,0.005314437555358724,9.0,0.007971656333038087,29.0,0.025686448184233834,33.0,0.029229406554472984,57.0,0.050487156775907885,3.0,0.002657218777679362,136.0,0.2,0.022058823529411766,0.039735099337748346,3.0,3.0,0.022058823529411766,35.0,0.25735294117647056,18.0,0.1323529411764706,8.0,0.058823529411764705,5.0,0.03676470588235294,21.0,0.15441176470588236,29.0,0.21323529411764705,4.0,0.029411764705882353,10.0,0.07352941176470588,500.0,0.39737991266375544,0.364,0.37995824634655534,182.0,51.0,0.102,147.0,0.294,3.0,0.006,3.0,0.006,28.0,0.056,39.0,0.078,43.0,0.086,4.0,0.008,150.0,0.628099173553719,0.5066666666666667,0.5608856088560885,76.0,2.0,0.013333333333333334,28.0,0.18666666666666668,8.0,0.05333333333333334,5.0,0.03333333333333333,11.0,0.07333333333333333,13.0,0.08666666666666667,7.0,0.04666666666666667,166.0,0.36363636363636365,0.14457831325301204,0.20689655172413793,24.0,11.0,0.06626506024096386,48.0,0.2891566265060241,4.0,0.024096385542168676,20.0,0.12048192771084337,15.0,0.09036144578313253,11.0,0.06626506024096386,22.0,0.13253012048192772,11.0,0.06626506024096386,59.0,0.16666666666666666,0.01694915254237288,0.03076923076923077,1.0,3.0,0.05084745762711865,10.0,0.1694915254237288,13.0,0.22033898305084745,9.0,0.15254237288135594,14.0,0.23728813559322035,2.0,0.03389830508474576,7.0,0.11864406779661017,450.0,0.5367483296213809,0.5355555555555556,0.5361512791991101,241.0,13.0,0.028888888888888888,26.0,0.057777777777777775,33.0,0.07333333333333333,4.0,0.008888888888888889,5.0,0.011111111111111112,2.0,0.0044444444444444444,109.0,0.24222222222222223,11.0,0.024444444444444446,6.0,0.013333333333333334,590.0,0.594222833562586,0.7322033898305085,0.6560364464692483,432.0,1.0,0.001694915254237288,38.0,0.06440677966101695,4.0,0.006779661016949152,23.0,0.03898305084745763,6.0,0.010169491525423728,2.0,0.003389830508474576,66.0,0.11186440677966102,10.0,0.01694915254237288,8.0,0.013559322033898305,469.0,0.4613583138173302,0.4200426439232409,0.43973214285714285,197.0,44.0,0.09381663113006397,151.0,0.32196162046908317,1.0,0.0021321961620469083,45.0,0.09594882729211088,6.0,0.01279317697228145,5.0,0.010660980810234541,1.0,0.0021321961620469083,11.0,0.023454157782515993,8.0,0.017057569296375266,143.0,0.7432432432432432,0.7692307692307693,0.7560137457044673,110.0,3.0,0.02097902097902098,9.0,0.06293706293706294,3.0,0.02097902097902098,1.0,0.006993006993006993,1.0,0.006993006993006993,4.0,0.027972027972027972,11.0,0.07692307692307693,1.0,0.006993006993006993,0.6065968092502528,0.6851145038167938,0.44140447427325263,0.40484594990946404,0.898854961832061,0.40484594990946404,61.0,0.2608695652173913,0.4918032786885246,0.3409090909090909,30.0,14.0,0.22950819672131148,1.0,0.01639344262295082,4.0,0.06557377049180328,12.0,0.19672131147540983,504.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,420.0,39.0,0.07738095238095238,1.0,0.001984126984126984,6.0,0.011904761904761904,5.0,0.00992063492063492,4.0,0.007936507936507936,4.0,0.007936507936507936,7.0,0.013888888888888888,15.0,0.02976190476190476,3.0,0.005952380952380952,9.0,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,1.0,0.1111111111111111,2.0,0.2222222222222222,2.0,0.2222222222222222,109.0,0.6727272727272727,0.3394495412844037,0.45121951219512196,37.0,19.0,0.1743119266055046,24.0,0.22018348623853212,1.0,0.009174311926605505,3.0,0.027522935779816515,14.0,0.12844036697247707,11.0,0.10091743119266056,10.0,0.3157894736842105,0.6,0.41379310344827586,6.0,2.0,0.2,2.0,0.2,10.0,0.0,0.0,0.0,0.0,1.0,0.1,4.0,0.4,1.0,0.1,1.0,0.1,2.0,0.2,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.6984126984126984,0.4888888888888889,0.5751633986928104,44.0,4.0,0.044444444444444446,6.0,0.06666666666666667,2.0,0.022222222222222223,1.0,0.011111111111111112,1.0,0.011111111111111112,28.0,0.3111111111111111,1.0,0.011111111111111112,3.0,0.03333333333333333,149.0,0.7037037037037037,0.8926174496644296,0.7869822485207101,133.0,2.0,0.013422818791946308,3.0,0.020134228187919462,4.0,0.026845637583892617,1.0,0.006711409395973154,4.0,0.026845637583892617,2.0,0.013422818791946308,95.0,0.5125,0.43157894736842106,0.4685714285714286,41.0,20.0,0.21052631578947367,23.0,0.24210526315789474,3.0,0.031578947368421054,3.0,0.031578947368421054,1.0,0.010526315789473684,2.0,0.021052631578947368,2.0,0.021052631578947368,9.0,0.4666666666666667,0.7777777777777778,0.5833333333333334,7.0,2.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.7796027475527225,0.5837309160305344,0.46581521819231475,0.47424864991256493,0.8656965648854962,0.47424864991256493,398.0,0.39937106918238996,0.31909547738693467,0.3547486033519553,127.0,118.0,0.2964824120603015,53.0,0.13316582914572864,1.0,0.002512562814070352,2.0,0.005025125628140704,17.0,0.04271356783919598,7.0,0.017587939698492462,70.0,0.17587939698492464,1133.0,0.6149584487534626,0.7837599293909974,0.689173457508731,888.0,61.0,0.05383936451897617,51.0,0.04501323918799647,9.0,0.00794351279788173,18.0,0.01588702559576346,16.0,0.01412180052956752,17.0,0.01500441306266549,67.0,0.05913503971756399,3.0,0.00264783759929391,127.0,0.40540540540540543,0.11811023622047244,0.18292682926829268,15.0,7.0,0.05511811023622047,29.0,0.2283464566929134,15.0,0.11811023622047244,4.0,0.031496062992125984,7.0,0.05511811023622047,17.0,0.13385826771653545,18.0,0.14173228346456693,5.0,0.03937007874015748,9.0,0.07086614173228346,505.0,0.44660194174757284,0.36435643564356435,0.40130861504907306,184.0,46.0,0.09108910891089109,139.0,0.27524752475247527,6.0,0.011881188118811881,3.0,0.005940594059405941,33.0,0.06534653465346535,39.0,0.07722772277227723,52.0,0.10297029702970296,1.0,0.0019801980198019802,150.0,0.6640625,0.5666666666666667,0.6115107913669064,85.0,3.0,0.02,32.0,0.21333333333333335,7.0,0.04666666666666667,3.0,0.02,3.0,0.02,5.0,0.03333333333333333,5.0,0.03333333333333333,155.0,0.38095238095238093,0.2064516129032258,0.26778242677824265,32.0,9.0,0.05806451612903226,53.0,0.3419354838709677,3.0,0.01935483870967742,12.0,0.07741935483870968,9.0,0.05806451612903226,10.0,0.06451612903225806,11.0,0.07096774193548387,16.0,0.1032258064516129,56.0,0.25,0.017857142857142856,0.03333333333333333,1.0,1.0,0.017857142857142856,12.0,0.21428571428571427,10.0,0.17857142857142858,9.0,0.16071428571428573,15.0,0.26785714285714285,1.0,0.017857142857142856,7.0,0.125,456.0,0.6216814159292036,0.6162280701754386,0.6189427312775331,281.0,8.0,0.017543859649122806,32.0,0.07017543859649122,25.0,0.05482456140350877,5.0,0.010964912280701754,1.0,0.0021929824561403508,,,94.0,0.20614035087719298,4.0,0.008771929824561403,3.0,0.006578947368421052,575.0,0.6707132018209409,0.768695652173913,0.7163695299837926,442.0,2.0,0.0034782608695652175,24.0,0.04173913043478261,2.0,0.0034782608695652175,25.0,0.043478260869565216,4.0,0.006956521739130435,,,61.0,0.10608695652173913,7.0,0.01217391304347826,8.0,0.01391304347826087,488.0,0.5450901803607214,0.5573770491803278,0.5511651469098278,272.0,54.0,0.11065573770491803,112.0,0.22950819672131148,1.0,0.0020491803278688526,30.0,0.06147540983606557,6.0,0.012295081967213115,8.0,0.01639344262295082,,,2.0,0.004098360655737705,3.0,0.006147540983606557,149.0,0.7741935483870968,0.8053691275167785,0.7894736842105263,120.0,,,5.0,0.03355704697986577,3.0,0.020134228187919462,3.0,0.020134228187919462,6.0,0.040268456375838924,3.0,0.020134228187919462,8.0,0.053691275167785234,,,0.5402726942801294,0.6946564885496184,0.45964726415292145,0.43911510317948504,0.916030534351145,0.43911510317948504,61.0,0.32038834951456313,0.5409836065573771,0.4024390243902439,33.0,9.0,0.14754098360655737,6.0,0.09836065573770492,3.0,0.04918032786885246,10.0,0.16393442622950818,504.0,0.8611713665943601,0.7876984126984127,0.8227979274611399,397.0,37.0,0.07341269841269842,,,37.0,0.07341269841269842,2.0,0.003968253968253968,1.0,0.001984126984126984,5.0,0.00992063492063492,4.0,0.007936507936507936,18.0,0.03571428571428571,3.0,0.005952380952380952,9.0,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,3.0,0.3333333333333333,2.0,0.2222222222222222,,,109.0,0.48412698412698413,0.5596330275229358,0.5191489361702127,61.0,6.0,0.05504587155963303,16.0,0.14678899082568808,,,4.0,0.03669724770642202,9.0,0.08256880733944955,13.0,0.11926605504587157,10.0,0.6666666666666666,0.6,0.631578947368421,6.0,2.0,0.2,2.0,0.2,10.0,0.0,0.0,0.0,0.0,,,6.0,0.6,,,1.0,0.1,1.0,0.1,,,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.6533333333333333,0.5444444444444444,0.593939393939394,49.0,3.0,0.03333333333333333,7.0,0.07777777777777778,3.0,0.03333333333333333,,,1.0,0.011111111111111112,23.0,0.25555555555555554,1.0,0.011111111111111112,3.0,0.03333333333333333,149.0,0.7692307692307693,0.87248322147651,0.8176100628930818,130.0,,,,,8.0,0.053691275167785234,,,9.0,0.06040268456375839,1.0,0.006711409395973154,95.0,0.5111111111111111,0.4842105263157895,0.4972972972972973,46.0,24.0,0.25263157894736843,16.0,0.16842105263157894,7.0,0.07368421052631578,,,,,1.0,0.010526315789473684,1.0,0.010526315789473684,9.0,0.46153846153846156,0.6666666666666666,0.5454545454545454,6.0,2.0,0.2222222222222222,1.0,0.002512562814070352,2.0,0.005025125628140704,3.0,0.00264783759929391,1.0,0.007874015748031496,1.0,0.0019801980198019802,1.0,0.0019801980198019802,5.0,0.03333333333333333,2.0,0.013333333333333334,3.0,0.006578947368421052,1.0,0.006711409395973154,1.0,0.1,1.0,0.1,1.0,0.006711409395973154,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
