,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,39,2,0,8,0,1,0,1,1,9,0
BCC,13,436,3,17,2,10,0,3,5,10,5
BEN_OTH,0,1,3,2,0,0,0,1,2,0,0
BKL,6,20,1,63,0,0,0,3,8,8,0
DF,0,1,0,1,8,0,0,0,0,0,0
INF,0,4,0,1,2,3,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,1,4,1,5,0,2,0,47,29,0,1
NV,0,2,0,7,0,0,0,10,129,0,1
SCCKA,9,12,0,10,1,2,0,0,0,61,0
VASC,0,1,0,0,0,0,0,0,1,0,7
