phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BEN_OTH_count,val_conf_AKIEC_to_BEN_OTH_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_NV_count,val_conf_AKIEC_to_NV_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_conf_SCCKA_to_VASC_count,val_conf_SCCKA_to_VASC_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BKL_to_VASC_count,val_conf_BKL_to_VASC_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_VASC_to_INF_count,val_conf_VASC_to_INF_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_SCCKA_to_BEN_OTH_count,val_conf_SCCKA_to_BEN_OTH_rate,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,val_conf_AKIEC_to_VASC_count,val_conf_AKIEC_to_VASC_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_VASC_to_BEN_OTH_count,val_conf_VASC_to_BEN_OTH_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,val_conf_MAL_OTH_to_BEN_OTH_count,val_conf_MAL_OTH_to_BEN_OTH_rate
finetune,1,1.3120274682504267,0.5649045114862995,0.3744670291787325,0.37734047957973194,0.8286742319402158,0.37734047957973194,242.0,0.20270270270270271,0.06198347107438017,0.0949367088607595,15.0,114.0,0.47107438016528924,38.0,0.15702479338842976,2.0,0.008264462809917356,10.0,0.04132231404958678,10.0,0.04132231404958678,52.0,0.21487603305785125,1.0,0.004132231404958678,1194.0,0.6275,0.8408710217755444,0.7186828919112384,1004.0,20.0,0.01675041876046901,39.0,0.032663316582914576,4.0,0.0033500837520938024,3.0,0.002512562814070352,16.0,0.01340033500837521,38.0,0.031825795644891124,67.0,0.05611390284757119,3.0,0.002512562814070352,100.0,0.0,0.0,0.0,0.0,32.0,0.32,18.0,0.18,6.0,0.06,5.0,0.05,4.0,0.04,22.0,0.22,5.0,0.05,8.0,0.08,435.0,0.3959537572254335,0.31494252873563217,0.3508322663252241,137.0,14.0,0.03218390804597701,147.0,0.33793103448275863,1.0,0.0022988505747126436,1.0,0.0022988505747126436,1.0,0.0022988505747126436,30.0,0.06896551724137931,52.0,0.11954022988505747,51.0,0.11724137931034483,1.0,0.0022988505747126436,100.0,0.589041095890411,0.43,0.49710982658959535,43.0,1.0,0.01,25.0,0.25,5.0,0.05,3.0,0.03,3.0,0.03,13.0,0.13,4.0,0.04,3.0,0.03,100.0,0.36666666666666664,0.11,0.16923076923076924,11.0,2.0,0.02,35.0,0.35,1.0,0.01,9.0,0.09,13.0,0.13,3.0,0.03,16.0,0.16,8.0,0.08,2.0,0.02,7.0,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,2.0,0.2857142857142857,1.0,0.14285714285714285,360.0,0.5559322033898305,0.45555555555555555,0.500763358778626,164.0,3.0,0.008333333333333333,34.0,0.09444444444444444,23.0,0.06388888888888888,1.0,0.002777777777777778,1.0,0.002777777777777778,2.0,0.005555555555555556,106.0,0.29444444444444445,20.0,0.05555555555555555,6.0,0.016666666666666666,597.0,0.611731843575419,0.7336683417085427,0.6671744097486672,438.0,1.0,0.0016750418760469012,65.0,0.10887772194304858,30.0,0.05025125628140704,2.0,0.0033500837520938024,2.0,0.0033500837520938024,1.0,0.0016750418760469012,48.0,0.08040201005025126,6.0,0.010050251256281407,4.0,0.006700167504187605,378.0,0.4141689373297003,0.4021164021164021,0.4080536912751678,152.0,17.0,0.04497354497354497,134.0,0.3544973544973545,43.0,0.11375661375661375,2.0,0.005291005291005291,1.0,0.0026455026455026454,16.0,0.042328042328042326,11.0,0.0291005291005291,2.0,0.005291005291005291,100.0,0.719626168224299,0.77,0.7439613526570048,77.0,1.0,0.01,6.0,0.06,2.0,0.02,1.0,0.01,1.0,0.01,1.0,0.01,9.0,0.09,2.0,0.02,1.3958012535599351,0.5677480916030534,0.44646587694692547,0.32803567596408517,0.7853053435114504,0.32803567596408517,61.0,0.6,0.04918032786885246,0.09090909090909091,3.0,19.0,0.3114754098360656,1.0,0.01639344262295082,2.0,0.03278688524590164,2.0,0.03278688524590164,4.0,0.06557377049180328,9.0,0.14754098360655737,4.0,0.06557377049180328,17.0,0.2786885245901639,504.0,0.8534704370179949,0.6587301587301587,0.7435610302351624,332.0,6.0,0.011904761904761904,15.0,0.02976190476190476,83.0,0.16468253968253968,6.0,0.011904761904761904,28.0,0.05555555555555555,22.0,0.04365079365079365,12.0,0.023809523809523808,9.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222,3.0,0.3333333333333333,3.0,0.3333333333333333,1.0,0.1111111111111111,109.0,0.8636363636363636,0.1743119266055046,0.2900763358778626,19.0,1.0,0.009174311926605505,17.0,0.1559633027522936,4.0,0.03669724770642202,7.0,0.06422018348623854,18.0,0.1651376146788991,3.0,0.027522935779816515,25.0,0.22935779816513763,15.0,0.13761467889908258,10.0,0.17391304347826086,0.8,0.2857142857142857,8.0,1.0,0.1,1.0,0.1,10.0,0.03571428571428571,0.5,0.06666666666666667,5.0,4.0,0.4,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.5540540540540541,0.45555555555555555,0.5,41.0,5.0,0.05555555555555555,1.0,0.011111111111111112,4.0,0.044444444444444446,35.0,0.3888888888888889,1.0,0.011111111111111112,3.0,0.03333333333333333,149.0,0.5670995670995671,0.8791946308724832,0.6894736842105263,131.0,1.0,0.006711409395973154,2.0,0.013422818791946308,8.0,0.053691275167785234,5.0,0.03355704697986577,2.0,0.013422818791946308,95.0,0.46601941747572817,0.5052631578947369,0.48484848484848486,48.0,1.0,0.010526315789473684,14.0,0.14736842105263157,8.0,0.08421052631578947,13.0,0.1368421052631579,5.0,0.05263157894736842,5.0,0.05263157894736842,1.0,0.010526315789473684,9.0,0.3076923076923077,0.8888888888888888,0.45714285714285713,8.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetune,2,1.0528591699277534,0.6410185441461389,0.484873482823528,0.4983900891663538,0.8981455853861058,0.4983900891663538,242.0,0.41911764705882354,0.23553719008264462,0.30158730158730157,57.0,70.0,0.2892561983471074,34.0,0.14049586776859505,2.0,0.008264462809917356,11.0,0.045454545454545456,5.0,0.02066115702479339,60.0,0.24793388429752067,1.0,0.004132231404958678,1194.0,0.7055593685655457,0.8609715242881072,0.7755563938136553,1028.0,26.0,0.021775544388609715,43.0,0.036013400335008376,4.0,0.0033500837520938024,9.0,0.007537688442211055,13.0,0.010887772194304857,13.0,0.010887772194304857,56.0,0.04690117252931323,2.0,0.0016750418760469012,100.0,0.38461538461538464,0.2,0.2631578947368421,20.0,15.0,0.15,11.0,0.11,5.0,0.05,13.0,0.13,5.0,0.05,17.0,0.17,4.0,0.04,10.0,0.1,435.0,0.5118343195266272,0.39770114942528734,0.4476067270375162,173.0,24.0,0.05517241379310345,129.0,0.296551724137931,,,,,1.0,0.0022988505747126436,32.0,0.0735632183908046,27.0,0.06206896551724138,49.0,0.11264367816091954,,,100.0,0.6847826086956522,0.63,0.65625,63.0,1.0,0.01,6.0,0.06,3.0,0.03,7.0,0.07,5.0,0.05,5.0,0.05,4.0,0.04,,,100.0,0.47058823529411764,0.32,0.38095238095238093,32.0,3.0,0.03,21.0,0.21,12.0,0.12,,,17.0,0.17,4.0,0.04,8.0,0.08,2.0,0.02,1.0,0.01,7.0,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,1.0,0.14285714285714285,1.0,0.14285714285714285,360.0,0.5787878787878787,0.5305555555555556,0.553623188405797,191.0,1.0,0.002777777777777778,34.0,0.09444444444444444,19.0,0.05277777777777778,2.0,0.005555555555555556,2.0,0.005555555555555556,,,104.0,0.28888888888888886,3.0,0.008333333333333333,2.0,0.005555555555555556,597.0,0.7129629629629629,0.7738693467336684,0.7421686746987952,462.0,2.0,0.0033500837520938024,41.0,0.06867671691792294,23.0,0.038525963149078725,,,2.0,0.0033500837520938024,,,60.0,0.10050251256281408,2.0,0.0033500837520938024,2.0,0.0033500837520938024,378.0,0.5309278350515464,0.544973544973545,0.5378590078328982,206.0,22.0,0.0582010582010582,107.0,0.2830687830687831,30.0,0.07936507936507936,,,,,8.0,0.021164021164021163,2.0,0.005291005291005291,2.0,0.005291005291005291,100.0,0.8076923076923077,0.84,0.8235294117647058,84.0,,,2.0,0.02,1.0,0.01,1.0,0.01,,,,,4.0,0.04,2.0,0.02,1.417722333251065,0.5314885496183206,0.522975652903251,0.390614143314669,0.7748091603053435,0.390614143314669,61.0,0.2872340425531915,0.4426229508196721,0.34838709677419355,27.0,1.0,0.01639344262295082,1.0,0.01639344262295082,12.0,0.19672131147540983,1.0,0.01639344262295082,6.0,0.09836065573770492,4.0,0.06557377049180328,1.0,0.01639344262295082,8.0,0.13114754098360656,504.0,0.94140625,0.4781746031746032,0.6342105263157894,241.0,8.0,0.015873015873015872,8.0,0.015873015873015872,107.0,0.2123015873015873,6.0,0.011904761904761904,14.0,0.027777777777777776,15.0,0.02976190476190476,18.0,0.03571428571428571,9.0,0.05263157894736842,0.1111111111111111,0.07142857142857142,1.0,,,2.0,0.2222222222222222,2.0,0.2222222222222222,1.0,0.1111111111111111,109.0,0.4298245614035088,0.44954128440366975,0.43946188340807174,49.0,8.0,0.07339449541284404,6.0,0.05504587155963303,1.0,0.009174311926605505,1.0,0.009174311926605505,16.0,0.14678899082568808,3.0,0.027522935779816515,15.0,0.13761467889908258,8.0,0.07339449541284404,10.0,0.3333333333333333,0.9,0.4864864864864865,9.0,,,1.0,0.1,10.0,0.03592814371257485,0.6,0.06779661016949153,6.0,2.0,0.2,,,2.0,0.0,0.0,0.0,0.0,1.0,0.5,,,90.0,0.6111111111111112,0.6111111111111112,0.6111111111111112,55.0,1.0,0.011111111111111112,3.0,0.03333333333333333,4.0,0.044444444444444446,19.0,0.2111111111111111,1.0,0.011111111111111112,3.0,0.03333333333333333,149.0,0.676829268292683,0.7449664429530202,0.7092651757188498,111.0,3.0,0.020134228187919462,3.0,0.020134228187919462,8.0,0.053691275167785234,19.0,0.12751677852348994,1.0,0.006711409395973154,95.0,0.6097560975609756,0.5263157894736842,0.5649717514124294,50.0,11.0,0.11578947368421053,6.0,0.06315789473684211,2.0,0.021052631578947368,16.0,0.16842105263157894,1.0,0.010526315789473684,2.0,0.021052631578947368,3.0,0.031578947368421054,9.0,0.22857142857142856,0.8888888888888888,0.36363636363636365,8.0,,,2.0,0.008264462809917356,6.0,0.06,1.0,0.14285714285714285,2.0,0.005555555555555556,3.0,0.005025125628140704,1.0,0.0026455026455026454,6.0,0.06,46.0,0.09126984126984126,41.0,0.08134920634920635,3.0,0.3333333333333333,2.0,0.01834862385321101,2.0,0.2,1.0,0.5,1.0,0.011111111111111112,2.0,0.022222222222222223,1.0,0.011111111111111112,1.0,0.006711409395973154,3.0,0.020134228187919462,4.0,0.042105263157894736,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
