phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MAL_OTH_count,train_conf_DF_to_MAL_OTH_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_INF_count,train_conf_MAL_OTH_to_INF_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_NV_count,val_conf_AKIEC_to_NV_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_MAL_OTH_count,train_conf_INF_to_MAL_OTH_rate,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_conf_SCCKA_to_VASC_count,val_conf_SCCKA_to_VASC_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_SCCKA_to_BEN_OTH_count,val_conf_SCCKA_to_BEN_OTH_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_BKL_to_MAL_OTH_count,val_conf_BKL_to_MAL_OTH_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_MEL_to_MAL_OTH_count,val_conf_MEL_to_MAL_OTH_rate,val_conf_VASC_to_BKL_count,val_conf_VASC_to_BKL_rate,val_conf_DF_to_SCCKA_count,val_conf_DF_to_SCCKA_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,val_conf_DF_to_AKIEC_count,val_conf_DF_to_AKIEC_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate
freeze,1,0.9433601037919066,0.5393606870229007,0.41774944328457175,0.41751403269364196,0.8179866412213741,0.41751403269364196,400.0,0.34105960264900664,0.2575,0.2934472934472934,103.0,120.0,0.3,1.0,0.0025,60.0,0.15,4.0,0.01,10.0,0.025,20.0,0.05,9.0,0.0225,73.0,0.1825,1129.0,0.6100981767180925,0.770593445527015,0.6810176125244618,870.0,53.0,0.046944198405668734,1.0,0.0008857395925597874,49.0,0.043401240035429584,9.0,0.007971656333038087,14.0,0.012400354295837024,23.0,0.02037201062887511,26.0,0.023029229406554472,80.0,0.070859167404783,4.0,0.00354295837023915,136.0,0.11764705882352941,0.014705882352941176,0.026143790849673203,2.0,1.0,0.007352941176470588,32.0,0.23529411764705882,24.0,0.17647058823529413,9.0,0.0661764705882353,5.0,0.03676470588235294,14.0,0.10294117647058823,36.0,0.2647058823529412,3.0,0.022058823529411766,10.0,0.07352941176470588,500.0,0.3926247288503254,0.362,0.37669094693028093,181.0,54.0,0.108,122.0,0.244,6.0,0.012,8.0,0.016,1.0,0.002,32.0,0.064,40.0,0.08,56.0,0.112,150.0,0.5808823529411765,0.5266666666666666,0.5524475524475524,79.0,4.0,0.02666666666666667,22.0,0.14666666666666667,2.0,0.013333333333333334,9.0,0.06,9.0,0.06,2.0,0.013333333333333334,8.0,0.05333333333333334,11.0,0.07333333333333333,4.0,0.02666666666666667,166.0,0.30434782608695654,0.1686746987951807,0.21705426356589147,28.0,6.0,0.03614457831325301,53.0,0.3192771084337349,19.0,0.1144578313253012,11.0,0.06626506024096386,10.0,0.060240963855421686,22.0,0.13253012048192772,17.0,0.10240963855421686,59.0,0.0,0.0,0.0,0.0,17.0,0.288135593220339,1.0,0.01694915254237288,18.0,0.3050847457627119,1.0,0.01694915254237288,5.0,0.0847457627118644,11.0,0.1864406779661017,3.0,0.05084745762711865,3.0,0.05084745762711865,450.0,0.5635964912280702,0.5711111111111111,0.5673289183222958,257.0,16.0,0.035555555555555556,15.0,0.03333333333333333,28.0,0.06222222222222222,10.0,0.022222222222222223,3.0,0.006666666666666667,106.0,0.23555555555555555,10.0,0.022222222222222223,5.0,0.011111111111111112,590.0,0.6140845070422535,0.7389830508474576,0.6707692307692308,436.0,2.0,0.003389830508474576,38.0,0.06440677966101695,4.0,0.006779661016949152,26.0,0.04406779661016949,2.0,0.003389830508474576,6.0,0.010169491525423728,1.0,0.001694915254237288,63.0,0.10677966101694915,6.0,0.010169491525423728,6.0,0.010169491525423728,469.0,0.43429844097995546,0.4157782515991471,0.42483660130718953,195.0,63.0,0.13432835820895522,130.0,0.2771855010660981,2.0,0.0042643923240938165,47.0,0.10021321961620469,5.0,0.010660980810234541,7.0,0.014925373134328358,14.0,0.029850746268656716,6.0,0.01279317697228145,143.0,0.7971014492753623,0.7692307692307693,0.7829181494661922,110.0,7.0,0.04895104895104895,4.0,0.027972027972027972,1.0,0.006993006993006993,1.0,0.006993006993006993,1.0,0.006993006993006993,10.0,0.06993006993006994,7.0,0.04895104895104895,2.0,0.013986013986013986,0.5840121169809167,0.691793893129771,0.43679100270227605,0.4214322348079371,0.9055343511450382,0.4214322348079371,61.0,0.2631578947368421,0.32786885245901637,0.291970802919708,20.0,16.0,0.26229508196721313,7.0,0.11475409836065574,2.0,0.03278688524590164,1.0,0.01639344262295082,15.0,0.2459016393442623,504.0,0.813780260707635,0.8670634920634921,0.8395773294908742,437.0,23.0,0.04563492063492063,8.0,0.015873015873015872,3.0,0.005952380952380952,5.0,0.00992063492063492,2.0,0.003968253968253968,7.0,0.013888888888888888,14.0,0.027777777777777776,5.0,0.00992063492063492,9.0,0.0,0.0,0.0,0.0,5.0,0.5555555555555556,3.0,0.3333333333333333,1.0,0.1111111111111111,109.0,0.5833333333333334,0.3853211009174312,0.46408839779005523,42.0,10.0,0.09174311926605505,32.0,0.29357798165137616,1.0,0.009174311926605505,3.0,0.027522935779816515,2.0,0.01834862385321101,12.0,0.11009174311926606,7.0,0.06422018348623854,10.0,0.45454545454545453,0.5,0.47619047619047616,5.0,2.0,0.2,1.0,0.1,2.0,0.2,10.0,0.09090909090909091,0.1,0.09523809523809523,1.0,5.0,0.5,1.0,0.1,2.0,0.2,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.7647058823529411,0.43333333333333335,0.5531914893617021,39.0,4.0,0.044444444444444446,6.0,0.06666666666666667,1.0,0.011111111111111112,2.0,0.022222222222222223,37.0,0.4111111111111111,1.0,0.011111111111111112,149.0,0.68,0.912751677852349,0.7793696275071633,136.0,1.0,0.006711409395973154,3.0,0.020134228187919462,2.0,0.013422818791946308,5.0,0.03355704697986577,1.0,0.006711409395973154,1.0,0.006711409395973154,95.0,0.5068493150684932,0.3894736842105263,0.44047619047619047,37.0,18.0,0.18947368421052632,28.0,0.29473684210526313,6.0,0.06315789473684211,1.0,0.010526315789473684,2.0,0.021052631578947368,3.0,0.031578947368421054,9.0,0.5714285714285714,0.8888888888888888,0.6956521739130435,8.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.786780061456197,0.5844465648854962,0.47374535953491786,0.48142018191665464,0.8614026717557252,0.48142018191665464,398.0,0.4230769230769231,0.3592964824120603,0.38858695652173914,143.0,95.0,0.23869346733668342,1.0,0.002512562814070352,45.0,0.11306532663316583,5.0,0.01256281407035176,4.0,0.010050251256281407,17.0,0.04271356783919598,6.0,0.01507537688442211,80.0,0.20100502512562815,1133.0,0.6448126801152738,0.7899382171226832,0.7100357001190004,895.0,54.0,0.04766107678729038,5.0,0.00441306266548985,41.0,0.03618711385701677,12.0,0.01059135039717564,14.0,0.01235657546337158,18.0,0.01588702559576346,22.0,0.019417475728155338,66.0,0.05825242718446602,6.0,0.00529567519858782,127.0,0.37777777777777777,0.13385826771653545,0.19767441860465115,17.0,3.0,0.023622047244094488,30.0,0.23622047244094488,19.0,0.14960629921259844,4.0,0.031496062992125984,4.0,0.031496062992125984,11.0,0.08661417322834646,22.0,0.1732283464566929,8.0,0.06299212598425197,9.0,0.07086614173228346,505.0,0.43559718969555034,0.3683168316831683,0.39914163090128757,186.0,51.0,0.100990099009901,122.0,0.24158415841584158,4.0,0.007920792079207921,5.0,0.009900990099009901,,,33.0,0.06534653465346535,37.0,0.07326732673267326,61.0,0.12079207920792079,150.0,0.6595744680851063,0.62,0.6391752577319587,93.0,4.0,0.02666666666666667,27.0,0.18,1.0,0.006666666666666667,4.0,0.02666666666666667,7.0,0.04666666666666667,,,5.0,0.03333333333333333,5.0,0.03333333333333333,2.0,0.013333333333333334,155.0,0.35353535353535354,0.22580645161290322,0.2755905511811024,35.0,12.0,0.07741935483870968,38.0,0.24516129032258063,10.0,0.06451612903225806,13.0,0.08387096774193549,11.0,0.07096774193548387,20.0,0.12903225806451613,12.0,0.07741935483870968,56.0,0.75,0.05357142857142857,0.1,3.0,16.0,0.2857142857142857,1.0,0.017857142857142856,12.0,0.21428571428571427,1.0,0.017857142857142856,2.0,0.03571428571428571,11.0,0.19642857142857142,1.0,0.017857142857142856,8.0,0.14285714285714285,456.0,0.6292906178489702,0.6030701754385965,0.6159014557670772,275.0,5.0,0.010964912280701754,26.0,0.05701754385964912,32.0,0.07017543859649122,3.0,0.006578947368421052,5.0,0.010964912280701754,99.0,0.21710526315789475,4.0,0.008771929824561403,4.0,0.008771929824561403,575.0,0.6550151975683891,0.7495652173913043,0.6991078669910786,431.0,4.0,0.006956521739130435,26.0,0.04521739130434783,3.0,0.0052173913043478265,34.0,0.059130434782608696,1.0,0.0017391304347826088,11.0,0.019130434782608695,,,53.0,0.09217391304347826,3.0,0.0052173913043478265,9.0,0.01565217391304348,488.0,0.5182926829268293,0.5225409836065574,0.5204081632653061,255.0,60.0,0.12295081967213115,100.0,0.20491803278688525,2.0,0.004098360655737705,44.0,0.09016393442622951,5.0,0.010245901639344262,6.0,0.012295081967213115,7.0,0.014344262295081968,3.0,0.006147540983606557,149.0,0.7177914110429447,0.785234899328859,0.75,117.0,13.0,0.087248322147651,3.0,0.020134228187919462,1.0,0.006711409395973154,7.0,0.04697986577181208,,,5.0,0.03355704697986577,2.0,0.013422818791946308,,,0.5459116111502392,0.6946564885496184,0.44135581277207975,0.4178514187445673,0.9103053435114504,0.4178514187445673,61.0,0.36470588235294116,0.5081967213114754,0.4246575342465753,31.0,12.0,0.19672131147540983,13.0,0.21311475409836064,2.0,0.03278688524590164,1.0,0.01639344262295082,2.0,0.03278688524590164,504.0,0.8438735177865613,0.8472222222222222,0.8455445544554455,427.0,21.0,0.041666666666666664,27.0,0.05357142857142857,1.0,0.001984126984126984,,,5.0,0.00992063492063492,10.0,0.01984126984126984,7.0,0.013888888888888888,6.0,0.011904761904761904,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,6.0,0.6666666666666666,,,109.0,0.4566929133858268,0.5321100917431193,0.4915254237288136,58.0,3.0,0.027522935779816515,26.0,0.23853211009174313,,,,,5.0,0.045871559633027525,11.0,0.10091743119266056,6.0,0.05504587155963303,10.0,0.7142857142857143,0.5,0.5882352941176471,5.0,2.0,0.2,1.0,0.1,2.0,0.2,10.0,0.0,0.0,0.0,0.0,6.0,0.6,1.0,0.1,1.0,0.1,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,90.0,0.5673076923076923,0.6555555555555556,0.6082474226804123,59.0,2.0,0.022222222222222223,5.0,0.05555555555555555,,,4.0,0.044444444444444446,18.0,0.2,2.0,0.022222222222222223,149.0,0.7239263803680982,0.7919463087248322,0.7564102564102564,118.0,,,2.0,0.013422818791946308,,,6.0,0.040268456375838924,,,21.0,0.14093959731543623,95.0,0.5897435897435898,0.24210526315789474,0.34328358208955223,23.0,28.0,0.29473684210526313,20.0,0.21052631578947367,17.0,0.17894736842105263,,,4.0,0.042105263157894736,2.0,0.021052631578947368,9.0,0.4117647058823529,0.7777777777777778,0.5384615384615384,7.0,2.0,0.2222222222222222,2.0,0.005025125628140704,6.0,0.011881188118811881,2.0,0.013333333333333334,3.0,0.01935483870967742,1.0,0.0064516129032258064,1.0,0.017857142857142856,3.0,0.006578947368421052,6.0,0.012295081967213115,1.0,0.006711409395973154,1.0,0.1,1.0,0.5,1.0,0.006711409395973154,1.0,0.006711409395973154,1.0,0.010526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
