,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,51,3,0,4,0,0,0,1,0,2,0
BCC,24,428,2,19,0,2,0,9,6,14,0
BEN_OTH,0,2,1,1,0,0,0,3,2,0,0
BKL,14,15,1,60,0,0,0,5,7,7,0
DF,0,1,0,2,6,0,0,1,0,0,0
INF,2,4,0,0,0,3,0,0,0,1,0
MAL_OTH,0,2,0,0,0,0,0,0,0,0,0
MEL,1,4,0,3,0,1,0,57,23,1,0
NV,0,3,1,4,0,0,0,17,123,0,1
SCCKA,25,6,0,10,0,1,0,2,0,51,0
VASC,0,1,0,0,0,0,0,1,1,0,6
