phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_tail_recall_macro,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,val_tail_recall_macro,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_conf_DF_to_SCCKA_count,val_conf_DF_to_SCCKA_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_conf_SCCKA_to_VASC_count,val_conf_SCCKA_to_VASC_rate,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,val_conf_AKIEC_to_NV_count,val_conf_AKIEC_to_NV_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate
freeze,1,1.1541827707800247,0.6495706106870229,0.30615743150649954,0.3306192248784854,0.8888358778625954,0.3306192248784854,242.0,0.29333333333333333,0.09090909090909091,0.138801261829653,22.0,125.0,0.5165289256198347,32.0,0.1322314049586777,8.0,0.03305785123966942,11.0,0.045454545454545456,44.0,0.18181818181818182,2018.0,0.7231930103256553,0.902378592666006,0.8029100529100529,1821.0,20.0,0.009910802775024777,45.0,0.022299306243805748,2.0,0.0009910802775024777,4.0,0.0019821605550049554,21.0,0.010406342913776016,46.0,0.022794846382556987,57.0,0.028245787908820614,2.0,0.0009910802775024777,35.0,0.0,0.0,0.0,0.0,14.0,0.4,1.0,0.02857142857142857,3.0,0.08571428571428572,14.0,0.4,3.0,0.08571428571428572,435.0,0.4276094276094276,0.29195402298850576,0.3469945355191257,127.0,16.0,0.0367816091954023,185.0,0.42528735632183906,22.0,0.05057471264367816,46.0,0.10574712643678161,38.0,0.08735632183908046,1.0,0.0022988505747126436,42.0,0.9,0.21428571428571427,0.34615384615384615,9.0,19.0,0.4523809523809524,3.0,0.07142857142857142,2.0,0.047619047619047616,8.0,0.19047619047619047,1.0,0.023809523809523808,40.0,0.0,0.0,0.0,0.0,26.0,0.65,3.0,0.075,3.0,0.075,4.0,0.1,4.0,0.1,7.0,0.0,0.0,0.0,0.0,3.0,0.42857142857142855,2.0,0.2857142857142857,2.0,0.2857142857142857,360.0,0.5817610062893082,0.5138888888888888,0.5457227138643068,185.0,2.0,0.005555555555555556,43.0,0.11944444444444445,16.0,0.044444444444444446,1.0,0.002777777777777778,105.0,0.2916666666666667,7.0,0.019444444444444445,1.0,0.002777777777777778,597.0,0.6359516616314199,0.7051926298157454,0.6687847498014297,421.0,1.0,0.0016750418760469012,69.0,0.11557788944723618,31.0,0.051926298157453935,66.0,0.11055276381909548,4.0,0.006700167504187605,5.0,0.008375209380234505,378.0,0.44366197183098594,0.3333333333333333,0.3806646525679758,126.0,14.0,0.037037037037037035,195.0,0.5158730158730159,37.0,0.09788359788359788,5.0,0.013227513227513227,1.0,0.0026455026455026454,38.0,0.5714285714285714,0.3157894736842105,0.4067796610169492,12.0,18.0,0.47368421052631576,1.0,0.02631578947368421,3.0,0.07894736842105263,4.0,0.10526315789473684,0.07894736842105263,0.9983059841257925,0.7013358778625954,0.380481644118907,0.41813434026352003,0.924618320610687,0.41813434026352003,61.0,0.5454545454545454,0.09836065573770492,0.16666666666666666,6.0,40.0,0.6557377049180327,1.0,0.01639344262295082,2.0,0.03278688524590164,12.0,0.19672131147540983,504.0,0.6995768688293371,0.9841269841269841,0.8178070898598516,496.0,2.0,0.003968253968253968,6.0,0.011904761904761904,9.0,0.0,0.0,0.0,0.0,5.0,0.5555555555555556,1.0,0.1111111111111111,3.0,0.3333333333333333,109.0,0.8064516129032258,0.22935779816513763,0.35714285714285715,25.0,2.0,0.01834862385321101,59.0,0.5412844036697247,5.0,0.045871559633027525,5.0,0.045871559633027525,13.0,0.11926605504587157,10.0,0.8571428571428571,0.6,0.7058823529411765,6.0,4.0,0.4,10.0,0.0,0.0,0.0,0.0,9.0,0.9,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.6263736263736264,0.6333333333333333,0.6298342541436464,57.0,17.0,0.18888888888888888,16.0,0.17777777777777778,149.0,0.8225806451612904,0.6845637583892618,0.7472527472527473,102.0,22.0,0.1476510067114094,3.0,0.020134228187919462,21.0,0.14093959731543623,1.0,0.006711409395973154,95.0,0.5428571428571428,0.4,0.46060606060606063,38.0,3.0,0.031578947368421054,52.0,0.5473684210526316,1.0,0.010526315789473684,1.0,0.010526315789473684,9.0,1.0,0.5555555555555556,0.7142857142857143,5.0,3.0,0.3333333333333333,1.0,0.1111111111111111,0.1388888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,1.010760901083473,0.6987118320610687,0.3845952764019303,0.40587562874469363,0.9126908396946565,0.40587562874469363,242.0,0.37606837606837606,0.18181818181818182,0.24512534818941503,44.0,118.0,0.48760330578512395,26.0,0.10743801652892562,11.0,0.045454545454545456,5.0,0.02066115702479339,37.0,0.15289256198347106,2018.0,0.7550771730300568,0.921209117938553,0.8299107142857143,1859.0,23.0,0.011397423191278493,38.0,0.018830525272547076,1.0,0.0004955401387512388,,,13.0,0.006442021803766105,23.0,0.011397423191278493,55.0,0.027254707631318136,3.0,0.0014866204162537165,35.0,0.0,0.0,0.0,0.0,15.0,0.42857142857142855,,,3.0,0.08571428571428572,8.0,0.22857142857142856,3.0,0.08571428571428572,435.0,0.5366666666666666,0.3701149425287356,0.4380952380952381,161.0,18.0,0.041379310344827586,148.0,0.34022988505747126,26.0,0.059770114942528735,35.0,0.08045977011494253,46.0,0.10574712643678161,1.0,0.0022988505747126436,42.0,0.6538461538461539,0.40476190476190477,0.5,17.0,16.0,0.38095238095238093,2.0,0.047619047619047616,,,5.0,0.11904761904761904,2.0,0.047619047619047616,40.0,0.0,0.0,0.0,0.0,25.0,0.625,4.0,0.1,,,6.0,0.15,3.0,0.075,7.0,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,1.0,0.14285714285714285,1.0,0.14285714285714285,360.0,0.676923076923077,0.6111111111111112,0.6423357664233577,220.0,7.0,0.019444444444444445,35.0,0.09722222222222222,18.0,0.05,,,78.0,0.21666666666666667,2.0,0.005555555555555556,,,597.0,0.7264,0.7604690117252931,0.7430441898527005,454.0,2.0,0.0033500837520938024,69.0,0.11557788944723618,23.0,0.038525963149078725,42.0,0.07035175879396985,3.0,0.005025125628140704,2.0,0.0033500837520938024,378.0,0.5016501650165016,0.4021164021164021,0.44640234948604995,152.0,22.0,0.0582010582010582,163.0,0.4312169312169312,24.0,0.06349206349206349,6.0,0.015873015873015872,8.0,0.021164021164021163,38.0,0.6666666666666666,0.5789473684210527,0.6197183098591549,22.0,10.0,0.2631578947368421,,,4.0,0.10526315789473684,2.0,0.05263157894736842,0.14473684210526316,0.9690251506239403,0.7251908396946565,0.4192711232160253,0.432016927461259,0.9169847328244275,0.432016927461259,61.0,0.6153846153846154,0.13114754098360656,0.21621621621621623,8.0,34.0,0.5573770491803278,1.0,0.01639344262295082,2.0,0.03278688524590164,16.0,0.26229508196721313,504.0,0.7449768160741885,0.9563492063492064,0.8375325803649001,482.0,3.0,0.005952380952380952,15.0,0.02976190476190476,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,,,5.0,0.5555555555555556,109.0,0.9375,0.27522935779816515,0.425531914893617,30.0,2.0,0.01834862385321101,49.0,0.44954128440366975,4.0,0.03669724770642202,8.0,0.07339449541284404,16.0,0.14678899082568808,10.0,0.6666666666666666,0.6,0.631578947368421,6.0,4.0,0.4,10.0,0.0,0.0,0.0,0.0,8.0,0.8,2.0,0.2,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.6588235294117647,0.6222222222222222,0.64,56.0,11.0,0.12222222222222222,20.0,0.2222222222222222,149.0,0.7919463087248322,0.7919463087248322,0.7919463087248322,118.0,15.0,0.10067114093959731,,,14.0,0.09395973154362416,2.0,0.013422818791946308,95.0,0.5192307692307693,0.5684210526315789,0.542713567839196,54.0,2.0,0.021052631578947368,37.0,0.3894736842105263,1.0,0.010526315789473684,1.0,0.010526315789473684,9.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0,2.0,0.2222222222222222,1.0,0.1111111111111111,0.16666666666666666,1.0,0.004132231404958678,3.0,0.0014866204162537165,3.0,0.08571428571428572,3.0,0.08571428571428572,2.0,0.05,1.0,0.14285714285714285,2.0,0.0033500837520938024,2.0,0.005291005291005291,1.0,0.0026455026455026454,1.0,0.001984126984126984,1.0,0.001984126984126984,1.0,0.001984126984126984,1.0,0.001984126984126984,1.0,0.1111111111111111,1.0,0.011111111111111112,2.0,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,3,0.9766989923615492,0.7118320610687023,0.40332129372883363,0.4243756155236818,0.9215171755725191,0.4243756155236818,242.0,0.48739495798319327,0.2396694214876033,0.32132963988919666,58.0,95.0,0.3925619834710744,36.0,0.1487603305785124,8.0,0.03305785123966942,8.0,0.03305785123966942,37.0,0.15289256198347106,2018.0,0.7788381742738589,0.9301288404360754,0.8477868112014454,1877.0,18.0,0.008919722497522299,30.0,0.014866204162537165,,,,,15.0,0.007433102081268583,22.0,0.010901883052527254,52.0,0.02576808721506442,1.0,0.0004955401387512388,35.0,0.0,0.0,0.0,0.0,11.0,0.3142857142857143,,,2.0,0.05714285714285714,11.0,0.3142857142857143,2.0,0.05714285714285714,435.0,0.5201238390092879,0.38620689655172413,0.44327176781002636,168.0,21.0,0.04827586206896552,152.0,0.34942528735632183,20.0,0.04597701149425287,32.0,0.0735632183908046,40.0,0.09195402298850575,,,42.0,0.6206896551724138,0.42857142857142855,0.5070422535211268,18.0,10.0,0.23809523809523808,2.0,0.047619047619047616,3.0,0.07142857142857142,4.0,0.09523809523809523,5.0,0.11904761904761904,40.0,0.0,0.0,0.0,0.0,24.0,0.6,3.0,0.075,2.0,0.05,6.0,0.15,3.0,0.075,7.0,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,1.0,0.14285714285714285,1.0,0.14285714285714285,360.0,0.6600660066006601,0.5555555555555556,0.6033182503770739,200.0,3.0,0.008333333333333333,37.0,0.10277777777777777,21.0,0.058333333333333334,,,91.0,0.25277777777777777,6.0,0.016666666666666666,2.0,0.005555555555555556,597.0,0.7123076923076923,0.7755443886097152,0.7425821972734563,463.0,2.0,0.0033500837520938024,57.0,0.09547738693467336,22.0,0.03685092127303183,45.0,0.07537688442211055,4.0,0.006700167504187605,1.0,0.0016750418760469012,378.0,0.5401234567901234,0.46296296296296297,0.4985754985754986,175.0,16.0,0.042328042328042326,138.0,0.36507936507936506,34.0,0.08994708994708994,6.0,0.015873015873015872,7.0,0.018518518518518517,38.0,0.7575757575757576,0.6578947368421053,0.704225352112676,25.0,5.0,0.13157894736842105,1.0,0.02631578947368421,2.0,0.05263157894736842,5.0,0.13157894736842105,0.16447368421052633,0.923411168556177,0.7232824427480916,0.4466818920183826,0.4202064121205687,0.9293893129770993,0.4202064121205687,61.0,0.7272727272727273,0.13114754098360656,0.2222222222222222,8.0,21.0,0.3442622950819672,4.0,0.06557377049180328,4.0,0.06557377049180328,24.0,0.39344262295081966,504.0,0.7962003454231433,0.9146825396825397,0.8513388734995383,461.0,6.0,0.011904761904761904,22.0,0.04365079365079365,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,1.0,0.1111111111111111,4.0,0.4444444444444444,109.0,0.75,0.3302752293577982,0.4585987261146497,36.0,,,42.0,0.3853211009174312,3.0,0.027522935779816515,11.0,0.10091743119266056,16.0,0.14678899082568808,10.0,0.5454545454545454,0.6,0.5714285714285714,6.0,1.0,0.1,10.0,0.0,0.0,0.0,0.0,6.0,0.6,2.0,0.2,2.0,0.0,0.0,0.0,0.0,1.0,0.5,90.0,0.6447368421052632,0.5444444444444444,0.5903614457831325,49.0,10.0,0.1111111111111111,29.0,0.32222222222222224,149.0,0.7222222222222222,0.87248322147651,0.790273556231003,130.0,9.0,0.06040268456375839,3.0,0.020134228187919462,4.0,0.026845637583892617,2.0,0.013422818791946308,95.0,0.48,0.631578947368421,0.5454545454545454,60.0,2.0,0.021052631578947368,24.0,0.25263157894736843,1.0,0.010526315789473684,5.0,0.05263157894736842,9.0,0.4444444444444444,0.8888888888888888,0.5925925925925926,8.0,1.0,0.1111111111111111,,,0.2222222222222222,,,3.0,0.0014866204162537165,5.0,0.14285714285714285,4.0,0.11428571428571428,2.0,0.05,1.0,0.14285714285714285,2.0,0.0033500837520938024,2.0,0.005291005291005291,,,1.0,0.001984126984126984,2.0,0.003968253968253968,6.0,0.011904761904761904,5.0,0.00992063492063492,1.0,0.1111111111111111,,,2.0,0.022222222222222223,2.0,0.004597701149425287,1.0,0.0016750418760469012,1.0,0.001984126984126984,1.0,0.009174311926605505,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.5,1.0,0.006711409395973154,1.0,0.010526315789473684,2.0,0.021052631578947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
