,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,34,7,0,4,0,0,0,1,0,15,0
BCC,22,401,1,13,2,4,0,7,6,47,1
BEN_OTH,0,2,1,1,0,0,0,3,2,0,0
BKL,6,19,0,52,1,1,0,2,13,15,0
DF,0,0,0,1,6,1,0,0,1,1,0
INF,0,4,0,0,2,4,0,0,0,0,0
MAL_OTH,0,2,0,0,0,0,0,0,0,0,0
MEL,0,5,0,3,0,2,0,41,37,1,1
NV,0,3,1,6,0,0,0,2,136,0,1
SCCKA,7,10,0,3,0,0,0,0,0,75,0
VASC,0,1,0,0,0,0,0,0,0,1,7
