,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,11,11,0,22,0,0,0,1,0,16,0
BCC,1,401,1,28,0,0,0,4,8,61,0
BEN_OTH,0,3,0,0,0,1,0,2,3,0,0
BKL,0,29,0,47,0,0,0,6,11,15,1
DF,0,2,0,1,3,0,0,1,3,0,0
INF,1,5,0,0,1,0,0,0,0,3,0
MAL_OTH,0,0,0,0,0,0,0,0,1,1,0
MEL,1,6,0,13,0,1,0,27,41,1,0
NV,0,2,0,11,0,0,0,4,130,1,1
SCCKA,1,15,0,4,0,0,0,0,0,75,0
VASC,0,2,0,0,0,0,0,0,1,1,5
