,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,36,2,1,6,0,0,0,1,0,14,1
BCC,41,323,1,62,4,6,0,13,7,42,5
BEN_OTH,0,0,3,1,0,2,0,2,1,0,0
BKL,14,7,3,52,5,3,0,8,3,13,1
DF,1,0,0,1,8,0,0,0,0,0,0
INF,0,2,0,0,2,4,1,1,0,0,0
MAL_OTH,0,0,0,0,0,1,0,1,0,0,0
MEL,2,2,0,3,1,2,0,62,14,2,2
NV,0,0,2,7,1,2,0,20,113,1,3
SCCKA,14,3,0,8,2,0,1,0,1,66,0
VASC,0,0,0,0,0,0,0,1,0,1,7
