phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_AKIEC_count,val_conf_MAL_OTH_to_AKIEC_rate,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,val_conf_SCCKA_to_BEN_OTH_count,val_conf_SCCKA_to_BEN_OTH_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,train_conf_DF_to_MAL_OTH_count,train_conf_DF_to_MAL_OTH_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_MAL_OTH_to_SCCKA_count,val_conf_MAL_OTH_to_SCCKA_rate,val_conf_VASC_to_MAL_OTH_count,val_conf_VASC_to_MAL_OTH_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,val_conf_DF_to_SCCKA_count,val_conf_DF_to_SCCKA_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_BKL_to_MAL_OTH_count,val_conf_BKL_to_MAL_OTH_rate,val_conf_DF_to_AKIEC_count,val_conf_DF_to_AKIEC_rate
freeze,1,0.9751778760683218,0.5193225190839694,0.41141810757488195,0.4086228848561923,0.8067748091603053,0.4086228848561923,400.0,0.2959770114942529,0.2575,0.27540106951871657,103.0,118.0,0.295,4.0,0.01,61.0,0.1525,5.0,0.0125,5.0,0.0125,20.0,0.05,8.0,0.02,75.0,0.1875,1.0,0.0025,1129.0,0.589943342776204,0.7378210806023029,0.6556473829201102,833.0,77.0,0.06820194862710363,7.0,0.006200177147918512,59.0,0.05225863596102746,14.0,0.012400354295837024,7.0,0.006200177147918512,18.0,0.015943312666076175,33.0,0.029229406554472984,77.0,0.06820194862710363,4.0,0.00354295837023915,136.0,0.14634146341463414,0.04411764705882353,0.06779661016949153,6.0,2.0,0.014705882352941176,33.0,0.2426470588235294,21.0,0.15441176470588236,9.0,0.0661764705882353,5.0,0.03676470588235294,17.0,0.125,27.0,0.19852941176470587,2.0,0.014705882352941176,14.0,0.10294117647058823,500.0,0.3644251626898048,0.336,0.34963579604578565,168.0,57.0,0.114,136.0,0.272,1.0,0.002,7.0,0.014,2.0,0.004,33.0,0.066,43.0,0.086,53.0,0.106,150.0,0.572463768115942,0.5266666666666666,0.5486111111111112,79.0,1.0,0.006666666666666667,29.0,0.19333333333333333,1.0,0.006666666666666667,5.0,0.03333333333333333,9.0,0.06,5.0,0.03333333333333333,10.0,0.06666666666666667,10.0,0.06666666666666667,1.0,0.006666666666666667,166.0,0.36231884057971014,0.15060240963855423,0.2127659574468085,25.0,5.0,0.030120481927710843,57.0,0.3433734939759036,3.0,0.018072289156626505,25.0,0.15060240963855423,8.0,0.04819277108433735,11.0,0.06626506024096386,16.0,0.0963855421686747,14.0,0.08433734939759036,2.0,0.012048192771084338,59.0,0.0,0.0,0.0,0.0,2.0,0.03389830508474576,13.0,0.22033898305084745,2.0,0.03389830508474576,12.0,0.2033898305084746,8.0,0.13559322033898305,16.0,0.2711864406779661,1.0,0.01694915254237288,5.0,0.0847457627118644,450.0,0.5527522935779816,0.5355555555555556,0.5440180586907449,241.0,20.0,0.044444444444444446,16.0,0.035555555555555556,6.0,0.013333333333333334,30.0,0.06666666666666667,3.0,0.006666666666666667,5.0,0.011111111111111112,1.0,0.0022222222222222222,107.0,0.23777777777777778,13.0,0.028888888888888888,8.0,0.017777777777777778,590.0,0.6083213773314203,0.7186440677966102,0.6588966588966589,424.0,9.0,0.015254237288135594,37.0,0.06271186440677966,5.0,0.00847457627118644,30.0,0.05084745762711865,4.0,0.006779661016949152,4.0,0.006779661016949152,66.0,0.11186440677966102,3.0,0.005084745762711864,8.0,0.013559322033898305,469.0,0.41784037558685444,0.3795309168443497,0.39776536312849164,178.0,72.0,0.1535181236673774,137.0,0.2921108742004264,1.0,0.0021321961620469083,50.0,0.10660980810234541,8.0,0.017057569296375266,6.0,0.01279317697228145,12.0,0.0255863539445629,5.0,0.010660980810234541,143.0,0.7361963190184049,0.8391608391608392,0.7843137254901961,120.0,3.0,0.02097902097902098,5.0,0.03496503496503497,1.0,0.006993006993006993,1.0,0.006993006993006993,5.0,0.03496503496503497,8.0,0.055944055944055944,0.6226429178855801,0.683206106870229,0.446353579093071,0.4229034540689518,0.8979007633587787,0.4229034540689518,61.0,0.2564102564102564,0.6557377049180327,0.3686635944700461,40.0,14.0,0.22950819672131148,3.0,0.04918032786885246,4.0,0.06557377049180328,504.0,0.8267716535433071,0.8333333333333334,0.8300395256916996,420.0,53.0,0.10515873015873016,5.0,0.00992063492063492,3.0,0.005952380952380952,7.0,0.013888888888888888,4.0,0.007936507936507936,3.0,0.005952380952380952,8.0,0.015873015873015872,1.0,0.001984126984126984,9.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222,2.0,0.2222222222222222,1.0,0.1111111111111111,2.0,0.2222222222222222,2.0,0.2222222222222222,109.0,0.7777777777777778,0.3211009174311927,0.45454545454545453,35.0,19.0,0.1743119266055046,32.0,0.29357798165137616,2.0,0.01834862385321101,3.0,0.027522935779816515,9.0,0.08256880733944955,9.0,0.08256880733944955,10.0,0.2608695652173913,0.6,0.36363636363636365,6.0,3.0,0.3,1.0,0.1,10.0,0.5,0.1,0.16666666666666666,1.0,1.0,0.1,3.0,0.3,2.0,0.2,1.0,0.1,2.0,0.2,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.6666666666666666,0.5333333333333333,0.5925925925925926,48.0,4.0,0.044444444444444446,6.0,0.06666666666666667,1.0,0.011111111111111112,2.0,0.022222222222222223,2.0,0.022222222222222223,1.0,0.011111111111111112,24.0,0.26666666666666666,2.0,0.022222222222222223,149.0,0.7559523809523809,0.8523489932885906,0.8012618296529969,127.0,2.0,0.013422818791946308,4.0,0.026845637583892617,2.0,0.013422818791946308,3.0,0.020134228187919462,1.0,0.006711409395973154,9.0,0.06040268456375839,1.0,0.006711409395973154,95.0,0.6111111111111112,0.3473684210526316,0.4429530201342282,33.0,34.0,0.35789473684210527,21.0,0.22105263157894736,3.0,0.031578947368421054,3.0,0.031578947368421054,1.0,0.010526315789473684,9.0,0.6,0.6666666666666666,0.631578947368421,6.0,2.0,0.2222222222222222,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.7928288387319514,0.5782442748091603,0.4788609546304554,0.4932054399522897,0.8680820610687023,0.4932054399522897,398.0,0.38368580060422963,0.31909547738693467,0.3484224965706447,127.0,108.0,0.271356783919598,,,51.0,0.12814070351758794,4.0,0.010050251256281407,6.0,0.01507537688442211,21.0,0.052763819095477386,7.0,0.017587939698492462,73.0,0.18341708542713567,1.0,0.002512562814070352,1133.0,0.612116991643454,0.7758164165931156,0.6843129622421176,879.0,69.0,0.06090026478375993,8.0,0.00706090026478376,44.0,0.038834951456310676,7.0,0.00617828773168579,18.0,0.01588702559576346,22.0,0.019417475728155338,15.0,0.01323918799646955,68.0,0.06001765225066196,2.0,0.00176522506619594,127.0,0.3488372093023256,0.11811023622047244,0.17647058823529413,15.0,5.0,0.03937007874015748,35.0,0.2755905511811024,12.0,0.09448818897637795,2.0,0.015748031496062992,11.0,0.08661417322834646,18.0,0.14173228346456693,14.0,0.11023622047244094,5.0,0.03937007874015748,10.0,0.07874015748031496,505.0,0.45098039215686275,0.36435643564356435,0.40306681270536693,184.0,45.0,0.0891089108910891,139.0,0.27524752475247527,3.0,0.005940594059405941,3.0,0.005940594059405941,6.0,0.011881188118811881,32.0,0.06336633663366337,41.0,0.08118811881188119,51.0,0.100990099009901,150.0,0.6641221374045801,0.58,0.6192170818505338,87.0,2.0,0.013333333333333334,31.0,0.20666666666666667,2.0,0.013333333333333334,5.0,0.03333333333333333,9.0,0.06,4.0,0.02666666666666667,3.0,0.02,7.0,0.04666666666666667,,,155.0,0.4036697247706422,0.2838709677419355,0.3333333333333333,44.0,9.0,0.05806451612903226,45.0,0.2903225806451613,3.0,0.01935483870967742,8.0,0.05161290322580645,15.0,0.0967741935483871,9.0,0.05806451612903226,8.0,0.05161290322580645,13.0,0.08387096774193549,1.0,0.0064516129032258064,56.0,0.7777777777777778,0.125,0.2153846153846154,7.0,1.0,0.017857142857142856,19.0,0.3392857142857143,,,9.0,0.16071428571428573,4.0,0.07142857142857142,11.0,0.19642857142857142,,,5.0,0.08928571428571429,456.0,0.5956521739130435,0.6008771929824561,0.5982532751091703,274.0,14.0,0.03070175438596491,26.0,0.05701754385964912,5.0,0.010964912280701754,30.0,0.06578947368421052,5.0,0.010964912280701754,3.0,0.006578947368421052,,,88.0,0.19298245614035087,6.0,0.013157894736842105,5.0,0.010964912280701754,575.0,0.6871961102106969,0.7373913043478261,0.7114093959731543,424.0,1.0,0.0017391304347826088,29.0,0.050434782608695654,3.0,0.0052173913043478265,30.0,0.05217391304347826,1.0,0.0017391304347826088,1.0,0.0017391304347826088,70.0,0.12173913043478261,6.0,0.010434782608695653,10.0,0.017391304347826087,488.0,0.5296523517382413,0.5307377049180327,0.5301944728761515,259.0,58.0,0.11885245901639344,117.0,0.23975409836065573,2.0,0.004098360655737705,34.0,0.06967213114754098,6.0,0.012295081967213115,4.0,0.00819672131147541,3.0,0.006147540983606557,4.0,0.00819672131147541,149.0,0.779874213836478,0.8322147651006712,0.8051948051948052,124.0,8.0,0.053691275167785234,2.0,0.013422818791946308,1.0,0.006711409395973154,7.0,0.04697986577181208,3.0,0.020134228187919462,2.0,0.013422818791946308,0.5333059887536837,0.7013358778625954,0.45523417612202405,0.4410119103916659,0.924618320610687,0.4410119103916659,61.0,0.3235294117647059,0.5409836065573771,0.4049079754601227,33.0,11.0,0.18032786885245902,1.0,0.01639344262295082,10.0,0.16393442622950818,504.0,0.8495049504950495,0.8511904761904762,0.8503468780971258,429.0,27.0,0.05357142857142857,,,24.0,0.047619047619047616,,,4.0,0.007936507936507936,4.0,0.007936507936507936,11.0,0.021825396825396824,4.0,0.007936507936507936,9.0,0.0,0.0,0.0,0.0,,,5.0,0.5555555555555556,,,3.0,0.3333333333333333,1.0,0.1111111111111111,109.0,0.4864864864864865,0.4954128440366973,0.4909090909090909,54.0,10.0,0.09174311926605505,22.0,0.2018348623853211,,,4.0,0.03669724770642202,6.0,0.05504587155963303,12.0,0.11009174311926606,10.0,0.8571428571428571,0.6,0.7058823529411765,6.0,2.0,0.2,1.0,0.1,10.0,0.0,0.0,0.0,0.0,1.0,0.1,5.0,0.5,,,1.0,0.1,1.0,0.1,2.0,0.0,0.0,0.0,0.0,,,1.0,0.5,90.0,0.6428571428571429,0.6,0.6206896551724138,54.0,3.0,0.03333333333333333,7.0,0.07777777777777778,,,3.0,0.03333333333333333,,,2.0,0.022222222222222223,18.0,0.2,3.0,0.03333333333333333,149.0,0.7947019867549668,0.8053691275167785,0.8,120.0,,,,,,,10.0,0.06711409395973154,,,16.0,0.10738255033557047,1.0,0.006711409395973154,95.0,0.47761194029850745,0.3368421052631579,0.3950617283950617,32.0,28.0,0.29473684210526313,21.0,0.22105263157894736,,,1.0,0.010526315789473684,,,9.0,0.4666666666666667,0.7777777777777778,0.5833333333333334,7.0,2.0,0.2222222222222222,,,1.0,0.00088261253309797,1.0,0.0019801980198019802,1.0,0.0020491803278688526,1.0,0.006711409395973154,1.0,0.006711409395973154,6.0,0.09836065573770492,1.0,0.001984126984126984,1.0,0.009174311926605505,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.5,1.0,0.006711409395973154,1.0,0.006711409395973154,13.0,0.1368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
