,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,48,6,0,3,0,0,0,0,0,4,0
BCC,54,384,4,22,4,2,0,6,2,21,5
BEN_OTH,0,2,3,1,0,1,0,1,1,0,0
BKL,16,24,0,43,0,1,0,6,8,11,0
DF,0,0,0,2,5,0,0,0,2,1,0
INF,0,3,1,0,0,4,0,0,1,0,1
MAL_OTH,0,0,0,0,0,0,0,0,1,1,0
MEL,4,7,1,7,0,1,0,35,33,1,1
NV,1,2,1,6,2,0,0,13,121,1,2
SCCKA,22,14,0,6,0,0,0,0,0,53,0
VASC,0,1,0,0,0,0,0,0,0,0,8
