,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,44,3,0,3,0,0,0,1,0,10,0
BCC,33,400,1,30,1,3,0,7,3,23,3
BEN_OTH,0,2,1,0,0,1,0,4,1,0,0
BKL,8,16,1,65,0,0,0,2,3,14,0
DF,0,0,0,0,8,0,0,0,2,0,0
INF,0,2,1,0,0,5,0,1,0,1,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,3,5,1,3,0,2,0,55,20,1,0
NV,0,3,2,6,0,1,0,18,119,0,0
SCCKA,17,7,0,8,0,0,0,1,0,62,0
VASC,0,1,0,0,0,0,0,1,0,0,7
