,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,42,3,0,10,0,0,0,1,0,5,0
BCC,32,394,4,23,2,10,0,7,4,28,0
BEN_OTH,1,0,3,2,0,0,0,1,2,0,0
BKL,14,16,1,58,3,2,0,1,5,9,0
DF,0,1,0,0,9,0,0,0,0,0,0
INF,2,1,0,0,1,4,0,0,1,1,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,2,4,1,3,0,3,0,45,31,1,0
NV,1,2,3,3,0,1,0,6,132,0,1
SCCKA,16,6,0,10,0,0,0,1,0,62,0
VASC,0,1,0,0,0,0,0,1,1,0,6
