phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy
finetune,18,0.010688781634914747,0.9055343511450382,0.9468986503596084,0.9225066634275509,0.9892652671755725,0.44068192995467953,0.6841603053435115,0.5675460815983377,0.4977240910549395,0.9389312977099237
finetune,19,0.012403636878323123,0.9064885496183206,0.9476357145092211,0.9263059913549683,0.9911736641221374,0.43641611516479234,0.6803435114503816,0.5866774885099694,0.5179753495648618,0.9341603053435115
finetune,20,0.011312527789011484,0.9122137404580153,0.9499475124243155,0.9295676866365823,0.9911736641221374,0.43390952055484683,0.683206106870229,0.5974484445371062,0.523220930006559,0.9312977099236641
finetune,21,0.009709674564603383,0.916030534351145,0.9532763215714581,0.9329508070118351,0.9921278625954199,0.43379818719459823,0.6946564885496184,0.5837785225478543,0.5223476289064114,0.9389312977099237
finetune,22,0.00977596327433421,0.9165076335877863,0.9527455306783966,0.9328333432861875,0.9897423664122137,0.4378150659728838,0.6803435114503816,0.5961474121670738,0.5266876474290724,0.9379770992366412
finetune,23,0.007606429005894796,0.9308206106870229,0.9616704125270523,0.9467022690728765,0.995706106870229,0.47049775514116277,0.7137404580152672,0.5748604166897429,0.517352050260206,0.9437022900763359
finetune,24,0.008516467859356225,0.9253339694656488,0.9602958432584469,0.9416840044128997,0.9935591603053435,0.4810693703128828,0.7146946564885496,0.5710930830159671,0.5240292325308057,0.9456106870229007
finetune,25,0.008535507718176514,0.9312977099236641,0.9592515900683781,0.9438577796142659,0.9945133587786259,0.4868117016260263,0.7146946564885496,0.5711681648811253,0.5317662750958184,0.9398854961832062
finetune,26,0.008204863715328074,0.9346374045801527,0.9645918111738312,0.9486270239067736,0.9949904580152672,0.48380648816859295,0.6937022900763359,0.5718892914734892,0.5238921683536656,0.9408396946564885
finetune,27,0.006547087832870623,0.9379770992366412,0.9660064272411287,0.951196751430966,0.9959446564885496,0.48833747728610455,0.708969465648855,0.562509528135626,0.5157706554440481,0.9427480916030534
finetune,28,0.006796982635055706,0.9406011450381679,0.96655225135795,0.9526922644702501,0.9947519083969466,0.5009701549780257,0.7099236641221374,0.5672370817352302,0.5214524153680098,0.9446564885496184
finetune,29,0.00522971911901352,0.9396469465648855,0.9693118955353298,0.9521176494964178,0.9949904580152672,0.5080143164833101,0.7108778625954199,0.5585936554681971,0.5222620455045731,0.9446564885496184
finetune,30,0.006221419264052583,0.9413167938931297,0.967809727806048,0.9554685367853886,0.9964217557251909,0.5009885570476497,0.7146946564885496,0.5647581286153925,0.524884660306125,0.9437022900763359
finetune,31,0.005323637859299488,0.9494274809160306,0.9717860621842682,0.9593352821163641,0.9961832061068703,0.50514820835965,0.7137404580152672,0.5595645339558541,0.5223696302685471,0.9456106870229007
