,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,34,6,0,13,0,0,0,1,0,7,0
BCC,9,454,0,7,2,4,0,6,6,15,1
BEN_OTH,0,2,1,1,0,1,0,2,2,0,0
BKL,7,24,0,56,0,0,0,3,12,7,0
DF,0,0,0,2,7,0,0,0,1,0,0
INF,1,3,0,0,1,4,0,1,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,0,5,0,3,0,1,0,40,40,1,0
NV,0,6,1,2,0,0,0,4,136,0,0
SCCKA,14,20,0,12,0,1,0,1,0,47,0
VASC,0,1,0,0,0,0,0,1,1,0,6
