,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,35,4,1,3,0,0,0,1,0,17,0
BCC,19,431,2,18,1,2,0,4,0,25,2
BEN_OTH,0,1,3,1,0,1,0,2,1,0,0
BKL,11,22,1,54,1,1,0,5,2,12,0
DF,0,2,0,0,8,0,0,0,0,0,0
INF,1,4,0,1,0,3,0,0,0,1,0
MAL_OTH,0,1,0,0,0,0,0,1,0,0,0
MEL,1,7,0,2,0,2,0,64,12,1,1
NV,1,2,2,4,1,0,0,16,121,0,2
SCCKA,11,10,0,8,1,0,0,0,1,64,0
VASC,0,0,0,0,0,0,0,1,0,1,7
