,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,45,6,0,3,0,0,0,1,0,6,0
BCC,23,432,2,14,2,0,1,5,3,20,2
BEN_OTH,0,2,1,1,0,1,0,2,2,0,0
BKL,10,24,0,54,0,0,0,2,3,16,0
DF,0,1,0,0,8,0,0,0,1,0,0
INF,0,5,1,1,0,3,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,1,0,0,0
MEL,2,6,1,4,0,2,0,56,18,1,0
NV,1,3,0,8,0,0,0,7,130,0,0
SCCKA,14,11,0,6,0,0,0,1,0,63,0
VASC,0,1,0,0,0,0,1,1,0,0,6
