phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_conf_MAL_OTH_to_SCCKA_count,val_conf_MAL_OTH_to_SCCKA_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_DF_count,val_conf_MEL_to_DF_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_SCCKA_to_BEN_OTH_count,val_conf_SCCKA_to_BEN_OTH_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_INF_to_MAL_OTH_count,train_conf_INF_to_MAL_OTH_rate,train_conf_MAL_OTH_to_INF_count,train_conf_MAL_OTH_to_INF_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_DF_to_MAL_OTH_count,val_conf_DF_to_MAL_OTH_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_DF_to_BEN_OTH_count,val_conf_DF_to_BEN_OTH_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,val_conf_AKIEC_to_INF_count,val_conf_AKIEC_to_INF_rate,val_conf_BKL_to_MAL_OTH_count,val_conf_BKL_to_MAL_OTH_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,val_conf_DF_to_INF_count,val_conf_DF_to_INF_rate,val_conf_VASC_to_BEN_OTH_count,val_conf_VASC_to_BEN_OTH_rate,val_conf_VASC_to_MAL_OTH_count,val_conf_VASC_to_MAL_OTH_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate
freeze,1,1.0212341730148737,0.5088263358778626,0.3880195370034224,0.38364651660931803,0.7907919847328244,0.38364651660931803,400.0,0.30743243243243246,0.2275,0.2614942528735632,91.0,139.0,0.3475,50.0,0.125,1.0,0.0025,3.0,0.0075,27.0,0.0675,12.0,0.03,76.0,0.19,1.0,0.0025,1129.0,0.5653315824031516,0.7626217891939769,0.6493212669683258,861.0,60.0,0.053144375553587246,1.0,0.0008857395925597874,59.0,0.05225863596102746,5.0,0.0044286979627989375,9.0,0.007971656333038087,1.0,0.0008857395925597874,19.0,0.01682905225863596,35.0,0.03100088573959256,69.0,0.06111603188662533,10.0,0.008857395925597875,136.0,0.07142857142857142,0.007352941176470588,0.013333333333333334,1.0,2.0,0.014705882352941176,36.0,0.2647058823529412,17.0,0.125,8.0,0.058823529411764705,8.0,0.058823529411764705,1.0,0.007352941176470588,20.0,0.14705882352941177,24.0,0.17647058823529413,7.0,0.051470588235294115,12.0,0.08823529411764706,500.0,0.38461538461538464,0.33,0.35522066738428415,165.0,44.0,0.088,147.0,0.294,4.0,0.008,3.0,0.006,41.0,0.082,43.0,0.086,53.0,0.106,150.0,0.6,0.46,0.5207547169811321,69.0,1.0,0.006666666666666667,36.0,0.24,7.0,0.04666666666666667,7.0,0.04666666666666667,10.0,0.06666666666666667,7.0,0.04666666666666667,11.0,0.07333333333333333,2.0,0.013333333333333334,166.0,0.26153846153846155,0.10240963855421686,0.1471861471861472,17.0,7.0,0.04216867469879518,60.0,0.3614457831325301,1.0,0.006024096385542169,17.0,0.10240963855421686,13.0,0.0783132530120482,11.0,0.06626506024096386,24.0,0.14457831325301204,13.0,0.0783132530120482,3.0,0.018072289156626505,59.0,0.0,0.0,0.0,0.0,1.0,0.01694915254237288,10.0,0.1694915254237288,1.0,0.01694915254237288,13.0,0.22033898305084745,7.0,0.11864406779661017,18.0,0.3050847457627119,1.0,0.01694915254237288,8.0,0.13559322033898305,450.0,0.5101123595505618,0.5044444444444445,0.5072625698324023,227.0,15.0,0.03333333333333333,24.0,0.05333333333333334,2.0,0.0044444444444444444,36.0,0.08,3.0,0.006666666666666667,7.0,0.015555555555555555,110.0,0.24444444444444444,19.0,0.042222222222222223,7.0,0.015555555555555555,590.0,0.5884016973125884,0.7050847457627119,0.6414803392444102,416.0,8.0,0.013559322033898305,47.0,0.07966101694915254,5.0,0.00847457627118644,29.0,0.04915254237288136,1.0,0.001694915254237288,3.0,0.005084745762711864,2.0,0.003389830508474576,64.0,0.10847457627118644,6.0,0.010169491525423728,9.0,0.015254237288135594,469.0,0.4014084507042254,0.3646055437100213,0.38212290502793295,171.0,67.0,0.14285714285714285,158.0,0.3368869936034115,35.0,0.07462686567164178,9.0,0.019189765458422176,7.0,0.014925373134328358,9.0,0.019189765458422176,13.0,0.02771855010660981,143.0,0.688622754491018,0.8041958041958042,0.7419354838709677,115.0,5.0,0.03496503496503497,3.0,0.02097902097902098,1.0,0.006993006993006993,2.0,0.013986013986013986,1.0,0.006993006993006993,1.0,0.006993006993006993,10.0,0.06993006993006994,5.0,0.03496503496503497,0.6210379640905912,0.6937022900763359,0.4352291504304972,0.3895149548618097,0.892175572519084,0.3895149548618097,61.0,0.43333333333333335,0.21311475409836064,0.2857142857142857,13.0,21.0,0.3442622950819672,1.0,0.01639344262295082,4.0,0.06557377049180328,22.0,0.36065573770491804,504.0,0.8118081180811808,0.873015873015873,0.8413001912045889,440.0,8.0,0.015873015873015872,1.0,0.001984126984126984,11.0,0.021825396825396824,1.0,0.001984126984126984,3.0,0.005952380952380952,7.0,0.013888888888888888,28.0,0.05555555555555555,5.0,0.00992063492063492,9.0,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,2.0,0.2222222222222222,2.0,0.2222222222222222,1.0,0.1111111111111111,109.0,0.7435897435897436,0.26605504587155965,0.3918918918918919,29.0,6.0,0.05504587155963303,29.0,0.26605504587155965,2.0,0.01834862385321101,5.0,0.045871559633027525,11.0,0.10091743119266056,27.0,0.24770642201834864,10.0,0.23333333333333334,0.7,0.35,7.0,2.0,0.2,1.0,0.1,10.0,0.0,0.0,0.0,0.0,3.0,0.3,2.0,0.2,1.0,0.1,3.0,0.3,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.6567164179104478,0.4888888888888889,0.5605095541401274,44.0,1.0,0.011111111111111112,9.0,0.1,1.0,0.011111111111111112,3.0,0.03333333333333333,29.0,0.32222222222222224,3.0,0.03333333333333333,149.0,0.7158469945355191,0.8791946308724832,0.7891566265060241,131.0,3.0,0.020134228187919462,1.0,0.006711409395973154,3.0,0.020134228187919462,1.0,0.006711409395973154,7.0,0.04697986577181208,3.0,0.020134228187919462,95.0,0.40875912408759124,0.5894736842105263,0.4827586206896552,56.0,2.0,0.021052631578947368,28.0,0.29473684210526313,1.0,0.010526315789473684,3.0,0.031578947368421054,1.0,0.010526315789473684,2.0,0.021052631578947368,2.0,0.021052631578947368,9.0,0.4666666666666667,0.7777777777777778,0.5833333333333334,7.0,2.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.8131234636459187,0.5694179389312977,0.45833042109659244,0.46819392480680494,0.8552003816793893,0.46819392480680494,398.0,0.3630769230769231,0.2964824120603015,0.326417704011065,118.0,111.0,0.27889447236180903,45.0,0.11306532663316583,1.0,0.002512562814070352,1.0,0.002512562814070352,20.0,0.05025125628140704,6.0,0.01507537688442211,92.0,0.23115577889447236,1.0,0.002512562814070352,1133.0,0.6181943487250172,0.7917034421888791,0.6942724458204335,897.0,63.0,0.05560458958517211,4.0,0.00353045013239188,40.0,0.0353045013239188,13.0,0.01147396293027361,14.0,0.01235657546337158,,,17.0,0.01500441306266549,16.0,0.01412180052956752,66.0,0.05825242718446602,3.0,0.00264783759929391,127.0,0.29545454545454547,0.10236220472440945,0.15204678362573099,13.0,7.0,0.05511811023622047,31.0,0.2440944881889764,15.0,0.11811023622047244,3.0,0.023622047244094488,10.0,0.07874015748031496,,,19.0,0.14960629921259844,13.0,0.10236220472440945,4.0,0.031496062992125984,12.0,0.09448818897637795,505.0,0.45161290322580644,0.3603960396039604,0.4008810572687225,182.0,49.0,0.09702970297029703,128.0,0.25346534653465347,5.0,0.009900990099009901,7.0,0.013861386138613862,36.0,0.07128712871287128,36.0,0.07128712871287128,60.0,0.1188118811881188,150.0,0.6590909090909091,0.58,0.6170212765957447,87.0,,,32.0,0.21333333333333335,5.0,0.03333333333333333,8.0,0.05333333333333334,3.0,0.02,4.0,0.02666666666666667,6.0,0.04,1.0,0.006666666666666667,155.0,0.35106382978723405,0.2129032258064516,0.26506024096385544,33.0,11.0,0.07096774193548387,54.0,0.34838709677419355,5.0,0.03225806451612903,9.0,0.05806451612903226,14.0,0.09032258064516129,8.0,0.05161290322580645,6.0,0.03870967741935484,15.0,0.0967741935483871,,,56.0,0.8,0.07142857142857142,0.13114754098360656,4.0,3.0,0.05357142857142857,13.0,0.23214285714285715,1.0,0.017857142857142856,10.0,0.17857142857142858,7.0,0.125,11.0,0.19642857142857142,,,7.0,0.125,456.0,0.5804347826086956,0.5855263157894737,0.5829694323144105,267.0,13.0,0.02850877192982456,28.0,0.06140350877192982,1.0,0.0021929824561403508,35.0,0.07675438596491228,4.0,0.008771929824561403,4.0,0.008771929824561403,92.0,0.20175438596491227,7.0,0.015350877192982455,5.0,0.010964912280701754,575.0,0.6813725490196079,0.7252173913043478,0.7026116259477675,417.0,3.0,0.0052173913043478265,26.0,0.04521739130434783,3.0,0.0052173913043478265,27.0,0.04695652173913043,1.0,0.0017391304347826088,3.0,0.0052173913043478265,,,79.0,0.1373913043478261,6.0,0.010434782608695653,10.0,0.017391304347826087,488.0,0.49209486166007904,0.5102459016393442,0.5010060362173038,249.0,58.0,0.11885245901639344,121.0,0.24795081967213115,34.0,0.06967213114754098,2.0,0.004098360655737705,9.0,0.018442622950819672,3.0,0.006147540983606557,6.0,0.012295081967213115,149.0,0.75,0.8053691275167785,0.7766990291262136,120.0,10.0,0.06711409395973154,4.0,0.026845637583892617,1.0,0.006711409395973154,2.0,0.013422818791946308,5.0,0.03355704697986577,,,1.0,0.006711409395973154,5.0,0.03355704697986577,0.5969590587640992,0.6555343511450382,0.4473246813675008,0.4112673262116497,0.9150763358778626,0.4112673262116497,61.0,0.23780487804878048,0.639344262295082,0.3466666666666667,39.0,7.0,0.11475409836065574,7.0,0.11475409836065574,3.0,0.04918032786885246,5.0,0.08196721311475409,504.0,0.8733031674208145,0.7658730158730159,0.8160676532769556,386.0,63.0,0.125,22.0,0.04365079365079365,1.0,0.001984126984126984,2.0,0.003968253968253968,6.0,0.011904761904761904,7.0,0.013888888888888888,11.0,0.021825396825396824,5.0,0.00992063492063492,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,2.0,0.2222222222222222,2.0,0.2222222222222222,1.0,0.1111111111111111,109.0,0.5,0.44036697247706424,0.4682926829268293,48.0,12.0,0.11009174311926606,16.0,0.14678899082568808,,,12.0,0.11009174311926606,11.0,0.10091743119266056,10.0,0.09174311926605505,10.0,0.6666666666666666,0.6,0.631578947368421,6.0,2.0,0.2,1.0,0.1,10.0,0.0,0.0,0.0,0.0,6.0,0.6,,,1.0,0.1,1.0,0.1,,,2.0,0.0,0.0,0.0,0.0,1.0,0.5,,,90.0,0.5567010309278351,0.6,0.5775401069518716,54.0,4.0,0.044444444444444446,6.0,0.06666666666666667,1.0,0.011111111111111112,,,19.0,0.2111111111111111,3.0,0.03333333333333333,149.0,0.7375,0.7919463087248322,0.7637540453074434,118.0,,,,,7.0,0.04697986577181208,1.0,0.006711409395973154,19.0,0.12751677852348994,,,95.0,0.5087719298245614,0.30526315789473685,0.3815789473684211,29.0,43.0,0.45263157894736844,13.0,0.1368421052631579,8.0,0.08421052631578947,,,,,,,2.0,0.021052631578947368,9.0,0.4117647058823529,0.7777777777777778,0.5384615384615384,7.0,2.0,0.2222222222222222,3.0,0.007537688442211055,1.0,0.0019801980198019802,1.0,0.0019801980198019802,4.0,0.02666666666666667,5.0,0.010245901639344262,1.0,0.0020491803278688526,1.0,0.006711409395973154,1.0,0.001984126984126984,1.0,0.1111111111111111,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.5,2.0,0.022222222222222223,1.0,0.011111111111111112,1.0,0.006711409395973154,1.0,0.006711409395973154,2.0,0.013422818791946308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
