phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_conf_BEN_OTH_to_SCCKA_count,val_conf_BEN_OTH_to_SCCKA_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_conf_DF_to_SCCKA_count,val_conf_DF_to_SCCKA_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_conf_MAL_OTH_to_SCCKA_count,val_conf_MAL_OTH_to_SCCKA_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_VASC_to_AKIEC_count,val_conf_VASC_to_AKIEC_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_VASC_to_BKL_count,val_conf_VASC_to_BKL_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,val_conf_INF_to_VASC_count,val_conf_INF_to_VASC_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,train_conf_INF_to_MAL_OTH_count,train_conf_INF_to_MAL_OTH_rate
finetune,1,1.0670998604521154,0.4760586769997232,0.251209210804845,0.26058200578571905,0.7805148076390811,0.26058200578571905,242.0,0.2125,0.07024793388429752,0.10559006211180125,17.0,139.0,0.5743801652892562,25.0,0.10330578512396695,2.0,0.008264462809917356,1.0,0.004132231404958678,10.0,0.04132231404958678,9.0,0.0371900826446281,39.0,0.16115702479338842,1194.0,0.5424107142857143,0.8140703517587939,0.6510381781647689,972.0,22.0,0.018425460636515914,1.0,0.0008375209380234506,52.0,0.04355108877721943,2.0,0.0016750418760469012,2.0,0.0016750418760469012,4.0,0.0033500837520938024,28.0,0.023450586264656615,46.0,0.038525963149078725,64.0,0.05360134003350084,1.0,0.0008375209380234506,100.0,0.25,0.03,0.05357142857142857,3.0,1.0,0.01,38.0,0.38,9.0,0.09,3.0,0.03,6.0,0.06,11.0,0.11,25.0,0.25,2.0,0.02,2.0,0.02,435.0,0.2248995983935743,0.12873563218390804,0.16374269005847952,56.0,18.0,0.041379310344827586,198.0,0.45517241379310347,1.0,0.0022988505747126436,1.0,0.0022988505747126436,1.0,0.0022988505747126436,41.0,0.09425287356321839,67.0,0.15402298850574714,52.0,0.11954022988505747,100.0,0.20930232558139536,0.09,0.1258741258741259,9.0,2.0,0.02,33.0,0.33,2.0,0.02,4.0,0.04,9.0,0.09,11.0,0.11,24.0,0.24,4.0,0.04,2.0,0.02,100.0,0.1935483870967742,0.06,0.0916030534351145,6.0,1.0,0.01,54.0,0.54,1.0,0.01,5.0,0.05,11.0,0.11,3.0,0.03,15.0,0.15,3.0,0.03,1.0,0.01,7.0,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,2.0,0.2857142857142857,1.0,0.14285714285714285,360.0,0.34967320261437906,0.2972222222222222,0.3213213213213213,107.0,7.0,0.019444444444444445,71.0,0.19722222222222222,29.0,0.08055555555555556,2.0,0.005555555555555556,2.0,0.005555555555555556,2.0,0.005555555555555556,131.0,0.3638888888888889,7.0,0.019444444444444445,2.0,0.005555555555555556,597.0,0.5228848821081831,0.6314907872696818,0.5720789074355084,377.0,5.0,0.008375209380234505,89.0,0.1490787269681742,33.0,0.05527638190954774,5.0,0.008375209380234505,78.0,0.1306532663316583,6.0,0.010050251256281407,4.0,0.006700167504187605,378.0,0.45121951219512196,0.3915343915343915,0.4192634560906516,148.0,7.0,0.018518518518518517,169.0,0.4470899470899471,3.0,0.007936507936507936,29.0,0.07671957671957672,1.0,0.0026455026455026454,5.0,0.013227513227513227,6.0,0.015873015873015872,9.0,0.023809523809523808,1.0,0.0026455026455026454,100.0,0.6578947368421053,0.25,0.36231884057971014,25.0,25.0,0.25,1.0,0.01,5.0,0.05,10.0,0.1,3.0,0.03,11.0,0.11,17.0,0.17,3.0,0.03,0.772071810993757,0.575381679389313,0.30836573285066693,0.29217376536630135,0.8874045801526718,0.29217376536630135,61.0,0.23076923076923078,0.04918032786885246,0.08108108108108109,3.0,10.0,0.16393442622950818,3.0,0.04918032786885246,6.0,0.09836065573770492,39.0,0.639344262295082,504.0,0.8154205607476636,0.6924603174603174,0.7489270386266095,349.0,6.0,0.011904761904761904,17.0,0.03373015873015873,11.0,0.021825396825396824,9.0,0.017857142857142856,112.0,0.2222222222222222,9.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222,2.0,0.2222222222222222,2.0,0.2222222222222222,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,109.0,0.3584905660377358,0.1743119266055046,0.2345679012345679,19.0,32.0,0.29357798165137616,11.0,0.10091743119266056,17.0,0.1559633027522936,30.0,0.27522935779816515,10.0,0.0,0.0,0.0,0.0,4.0,0.4,4.0,0.4,2.0,0.2,10.0,0.0,0.0,0.0,0.0,1.0,0.1,6.0,0.6,1.0,0.1,2.0,0.2,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.4077669902912621,0.4666666666666667,0.43523316062176165,42.0,1.0,0.011111111111111112,7.0,0.07777777777777778,5.0,0.05555555555555555,30.0,0.3333333333333333,5.0,0.05555555555555555,149.0,0.6242424242424243,0.6912751677852349,0.6560509554140127,103.0,3.0,0.020134228187919462,7.0,0.04697986577181208,1.0,0.006711409395973154,32.0,0.21476510067114093,3.0,0.020134228187919462,95.0,0.29642857142857143,0.8736842105263158,0.44266666666666665,83.0,12.0,0.12631578947368421,9.0,1.0,0.4444444444444444,0.6153846153846154,4.0,2.0,0.2222222222222222,1.0,0.1111111111111111,2.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetune,2,0.7294132773868313,0.5848325491281483,0.4391645663988355,0.45876014960046607,0.8865208967616939,0.45876014960046607,242.0,0.3356643356643357,0.19834710743801653,0.24935064935064935,48.0,94.0,0.3884297520661157,49.0,0.2024793388429752,2.0,0.008264462809917356,,,7.0,0.028925619834710745,2.0,0.008264462809917356,38.0,0.15702479338842976,1194.0,0.6536939313984169,0.8299832495812395,0.7313653136531365,991.0,34.0,0.02847571189279732,2.0,0.0016750418760469012,64.0,0.05360134003350084,2.0,0.0016750418760469012,7.0,0.005862646566164154,,,14.0,0.011725293132328308,18.0,0.01507537688442211,60.0,0.05025125628140704,2.0,0.0016750418760469012,100.0,0.5492957746478874,0.39,0.45614035087719296,39.0,,,10.0,0.1,7.0,0.07,5.0,0.05,14.0,0.14,5.0,0.05,9.0,0.09,3.0,0.03,8.0,0.08,435.0,0.3438485804416404,0.25057471264367814,0.2898936170212766,109.0,26.0,0.059770114942528735,158.0,0.3632183908045977,1.0,0.0022988505747126436,1.0,0.0022988505747126436,,,44.0,0.10114942528735632,49.0,0.11264367816091954,45.0,0.10344827586206896,100.0,0.5641025641025641,0.44,0.4943820224719101,44.0,2.0,0.02,18.0,0.18,5.0,0.05,3.0,0.03,10.0,0.1,6.0,0.06,3.0,0.03,3.0,0.03,6.0,0.06,100.0,0.4810126582278481,0.38,0.4245810055865922,38.0,6.0,0.06,14.0,0.14,10.0,0.1,2.0,0.02,17.0,0.17,6.0,0.06,2.0,0.02,3.0,0.03,2.0,0.02,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,1.0,0.14285714285714285,4.0,0.5714285714285714,360.0,0.48036253776435045,0.44166666666666665,0.4602026049204052,159.0,8.0,0.022222222222222223,38.0,0.10555555555555556,24.0,0.06666666666666667,2.0,0.005555555555555556,1.0,0.002777777777777778,,,124.0,0.34444444444444444,2.0,0.005555555555555556,1.0,0.002777777777777778,597.0,0.6608557844690967,0.6984924623115578,0.6791530944625407,417.0,4.0,0.006700167504187605,48.0,0.08040201005025126,34.0,0.05695142378559464,2.0,0.0033500837520938024,85.0,0.1423785594639866,2.0,0.0033500837520938024,1.0,0.0016750418760469012,378.0,0.5583333333333333,0.5317460317460317,0.5447154471544715,201.0,15.0,0.03968253968253968,135.0,0.35714285714285715,1.0,0.0026455026455026454,23.0,0.06084656084656084,,,,,3.0,0.007936507936507936,,,,,100.0,0.7701149425287356,0.67,0.7165775401069518,67.0,9.0,0.09,6.0,0.06,1.0,0.01,4.0,0.04,6.0,0.06,1.0,0.01,3.0,0.03,3.0,0.03,0.717029778400564,0.5973282442748091,0.3541645132757239,0.34830486122666465,0.8969465648854962,0.34830486122666465,61.0,0.23275862068965517,0.4426229508196721,0.3050847457627119,27.0,7.0,0.11475409836065574,5.0,0.08196721311475409,1.0,0.01639344262295082,21.0,0.3442622950819672,504.0,0.8511166253101737,0.6805555555555556,0.7563395810363837,343.0,55.0,0.10912698412698413,16.0,0.031746031746031744,6.0,0.011904761904761904,12.0,0.023809523809523808,72.0,0.14285714285714285,9.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,3.0,0.3333333333333333,1.0,0.1111111111111111,1.0,0.1111111111111111,2.0,0.2222222222222222,1.0,0.1111111111111111,109.0,0.4411764705882353,0.27522935779816515,0.3389830508474576,30.0,23.0,0.21100917431192662,8.0,0.07339449541284404,10.0,0.09174311926605505,22.0,0.2018348623853211,10.0,1.0,0.1,0.18181818181818182,1.0,1.0,0.1,3.0,0.3,4.0,0.4,10.0,0.0,0.0,0.0,0.0,1.0,0.1,6.0,0.6,,,3.0,0.3,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,90.0,0.47058823529411764,0.4444444444444444,0.45714285714285713,40.0,3.0,0.03333333333333333,7.0,0.07777777777777778,7.0,0.07777777777777778,31.0,0.34444444444444444,2.0,0.022222222222222223,149.0,0.6380368098159509,0.697986577181208,0.6666666666666666,104.0,3.0,0.020134228187919462,8.0,0.053691275167785234,,,29.0,0.19463087248322147,3.0,0.020134228187919462,95.0,0.3719806763285024,0.8105263157894737,0.5099337748344371,77.0,7.0,0.07368421052631578,9.0,1.0,0.4444444444444444,0.6153846153846154,4.0,2.0,0.2222222222222222,1.0,0.1111111111111111,1.0,0.1111111111111111,2.0,0.008264462809917356,2.0,0.004597701149425287,1.0,0.14285714285714285,1.0,0.002777777777777778,4.0,0.006700167504187605,16.0,0.14678899082568808,1.0,0.1,1.0,0.006711409395973154,1.0,0.006711409395973154,11.0,0.11578947368421053,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
