,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,32,2,0,9,0,0,0,0,0,18,0
BCC,19,417,2,20,1,0,0,4,10,30,1
BEN_OTH,0,1,1,1,0,0,0,2,4,0,0
BKL,9,22,0,58,0,0,0,4,4,12,0
DF,0,1,0,2,1,0,0,2,3,1,0
INF,1,5,0,0,0,2,0,1,0,1,0
MAL_OTH,0,2,0,0,0,0,0,0,0,0,0
MEL,1,5,0,15,0,0,0,37,30,2,0
NV,0,3,0,9,0,0,0,11,126,0,0
SCCKA,11,13,0,11,0,0,0,0,0,60,0
VASC,0,2,0,0,0,0,0,0,1,0,6
