phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_SCCKA_count,val_conf_DF_to_SCCKA_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_VASC_count,val_conf_SCCKA_to_VASC_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate,val_conf_MAL_OTH_to_SCCKA_count,val_conf_MAL_OTH_to_SCCKA_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_VASC_to_SCCKA_count,val_conf_VASC_to_SCCKA_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_VASC_count,val_conf_BKL_to_VASC_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,val_conf_MAL_OTH_to_MEL_count,val_conf_MAL_OTH_to_MEL_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,val_conf_AKIEC_to_BEN_OTH_count,val_conf_AKIEC_to_BEN_OTH_rate
freeze,1,1.5507772084581488,0.5865935114503816,0.3955566730856379,0.36405088390898543,0.8661736641221374,0.36405088390898543,242.0,0.24926686217008798,0.3512396694214876,0.2915951972555746,85.0,38.0,0.15702479338842976,34.0,0.14049586776859505,1.0,0.004132231404958678,2.0,0.008264462809917356,1.0,0.004132231404958678,13.0,0.05371900826446281,13.0,0.05371900826446281,54.0,0.2231404958677686,1.0,0.004132231404958678,2018.0,0.8489116517285531,0.6570862239841427,0.740782122905028,1326.0,136.0,0.06739345887016848,1.0,0.0004955401387512388,173.0,0.08572844400396432,13.0,0.006442021803766105,13.0,0.006442021803766105,4.0,0.0019821605550049554,44.0,0.02180376610505451,73.0,0.03617443012884044,219.0,0.10852329038652131,16.0,0.007928642220019821,35.0,0.0,0.0,0.0,0.0,7.0,0.2,2.0,0.05714285714285714,1.0,0.02857142857142857,3.0,0.08571428571428572,4.0,0.11428571428571428,12.0,0.34285714285714286,3.0,0.08571428571428572,3.0,0.08571428571428572,435.0,0.3306613226452906,0.3793103448275862,0.3533190578158458,165.0,52.0,0.11954022988505747,69.0,0.15862068965517243,1.0,0.0022988505747126436,5.0,0.011494252873563218,1.0,0.0022988505747126436,37.0,0.08505747126436781,42.0,0.09655172413793103,62.0,0.1425287356321839,1.0,0.0022988505747126436,42.0,0.36,0.42857142857142855,0.391304347826087,18.0,1.0,0.023809523809523808,6.0,0.14285714285714285,6.0,0.14285714285714285,1.0,0.023809523809523808,1.0,0.023809523809523808,5.0,0.11904761904761904,3.0,0.07142857142857142,1.0,0.023809523809523808,40.0,0.13043478260869565,0.075,0.09523809523809523,3.0,1.0,0.025,11.0,0.275,7.0,0.175,1.0,0.025,3.0,0.075,9.0,0.225,5.0,0.125,7.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,2.0,0.2857142857142857,2.0,0.2857142857142857,1.0,0.14285714285714285,360.0,0.5344827586206896,0.6027777777777777,0.566579634464752,217.0,10.0,0.027777777777777776,12.0,0.03333333333333333,21.0,0.058333333333333334,85.0,0.2361111111111111,12.0,0.03333333333333333,3.0,0.008333333333333333,597.0,0.6342182890855457,0.7202680067001676,0.6745098039215687,430.0,4.0,0.006700167504187605,21.0,0.035175879396984924,1.0,0.0016750418760469012,40.0,0.06700167504187604,5.0,0.008375209380234505,1.0,0.0016750418760469012,75.0,0.12562814070351758,13.0,0.021775544388609715,7.0,0.011725293132328308,378.0,0.3398576512455516,0.5052910052910053,0.40638297872340423,191.0,52.0,0.13756613756613756,67.0,0.17724867724867724,47.0,0.12433862433862433,4.0,0.010582010582010581,1.0,0.0026455026455026454,9.0,0.023809523809523808,3.0,0.007936507936507936,4.0,0.010582010582010581,38.0,0.39344262295081966,0.631578947368421,0.48484848484848486,24.0,3.0,0.07894736842105263,2.0,0.05263157894736842,2.0,0.05263157894736842,3.0,0.07894736842105263,4.0,0.10526315789473684,1.3389388929114088,0.6545801526717557,0.4417904856315612,0.39381591500318647,0.9236641221374046,0.39381591500318647,61.0,0.31958762886597936,0.5081967213114754,0.3924050632911392,31.0,10.0,0.16393442622950818,2.0,0.03278688524590164,5.0,0.08196721311475409,13.0,0.21311475409836064,504.0,0.8139059304703476,0.7896825396825397,0.8016112789526687,398.0,43.0,0.08531746031746032,3.0,0.005952380952380952,6.0,0.011904761904761904,10.0,0.01984126984126984,10.0,0.01984126984126984,5.0,0.00992063492063492,26.0,0.051587301587301584,3.0,0.005952380952380952,9.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,6.0,0.6666666666666666,109.0,0.627906976744186,0.24770642201834864,0.35526315789473684,27.0,5.0,0.045871559633027525,36.0,0.3302752293577982,2.0,0.01834862385321101,2.0,0.01834862385321101,6.0,0.05504587155963303,6.0,0.05504587155963303,25.0,0.22935779816513763,10.0,0.2608695652173913,0.6,0.36363636363636365,6.0,3.0,0.3,1.0,0.1,10.0,0.0,0.0,0.0,0.0,4.0,0.4,1.0,0.1,1.0,0.1,3.0,0.3,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.5,0.7111111111111111,0.5871559633027523,64.0,2.0,0.022222222222222223,7.0,0.07777777777777778,1.0,0.011111111111111112,13.0,0.14444444444444443,1.0,0.011111111111111112,2.0,0.022222222222222223,149.0,0.808,0.6778523489932886,0.7372262773722628,101.0,1.0,0.006711409395973154,6.0,0.040268456375838924,3.0,0.020134228187919462,4.0,0.026845637583892617,1.0,0.006711409395973154,31.0,0.2080536912751678,1.0,0.006711409395973154,1.0,0.006711409395973154,95.0,0.4369747899159664,0.5473684210526316,0.48598130841121495,52.0,15.0,0.15789473684210525,19.0,0.2,3.0,0.031578947368421054,1.0,0.010526315789473684,4.0,0.042105263157894736,1.0,0.010526315789473684,9.0,0.5,0.7777777777777778,0.6086956521739131,7.0,1.0,0.1111111111111111,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,1.339527927595013,0.6455152671755725,0.46321780789227046,0.4172643055006225,0.896469465648855,0.4172643055006225,242.0,0.27605633802816903,0.4049586776859504,0.32830820770519265,98.0,35.0,0.1446280991735537,29.0,0.11983471074380166,2.0,0.008264462809917356,2.0,0.008264462809917356,,,11.0,0.045454545454545456,5.0,0.02066115702479339,59.0,0.24380165289256198,1.0,0.004132231404958678,2018.0,0.8666666666666667,0.7215064420218038,0.7874526771227691,1456.0,139.0,0.0688800792864222,2.0,0.0009910802775024777,139.0,0.0688800792864222,17.0,0.00842418235877106,19.0,0.009415262636273538,,,31.0,0.015361744301288404,44.0,0.02180376610505451,157.0,0.0777998017839445,14.0,0.006937561942517344,35.0,0.0,0.0,0.0,0.0,7.0,0.2,8.0,0.22857142857142856,3.0,0.08571428571428572,2.0,0.05714285714285714,3.0,0.08571428571428572,5.0,0.14285714285714285,1.0,0.02857142857142857,4.0,0.11428571428571428,435.0,0.40224719101123596,0.4114942528735632,0.4068181818181818,179.0,50.0,0.11494252873563218,68.0,0.15632183908045977,,,4.0,0.009195402298850575,,,29.0,0.06666666666666667,30.0,0.06896551724137931,68.0,0.15632183908045977,2.0,0.004597701149425287,42.0,0.34782608695652173,0.5714285714285714,0.43243243243243246,24.0,1.0,0.023809523809523808,4.0,0.09523809523809523,1.0,0.023809523809523808,3.0,0.07142857142857142,1.0,0.023809523809523808,3.0,0.07142857142857142,5.0,0.11904761904761904,,,40.0,0.18181818181818182,0.2,0.19047619047619047,8.0,,,8.0,0.2,6.0,0.15,6.0,0.15,,,4.0,0.1,7.0,0.175,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,3.0,0.42857142857142855,1.0,0.14285714285714285,1.0,0.14285714285714285,360.0,0.6358695652173914,0.65,0.6428571428571429,234.0,11.0,0.030555555555555555,13.0,0.03611111111111111,17.0,0.04722222222222222,71.0,0.19722222222222222,6.0,0.016666666666666666,6.0,0.016666666666666666,597.0,0.7292993630573248,0.7671691792294807,0.7477551020408163,458.0,4.0,0.006700167504187605,28.0,0.04690117252931323,,,35.0,0.05862646566164154,5.0,0.008375209380234505,,,52.0,0.08710217755443886,7.0,0.011725293132328308,4.0,0.006700167504187605,378.0,0.41320754716981134,0.5793650793650794,0.48237885462555063,219.0,49.0,0.12962962962962962,58.0,0.15343915343915343,28.0,0.07407407407407407,6.0,0.015873015873015872,1.0,0.0026455026455026454,5.0,0.013227513227513227,5.0,0.013227513227513227,5.0,0.013227513227513227,38.0,0.44776119402985076,0.7894736842105263,0.5714285714285714,30.0,2.0,0.05263157894736842,,,1.0,0.02631578947368421,2.0,0.05263157894736842,2.0,0.05263157894736842,1.361369201700196,0.6708015267175572,0.4620692050070193,0.40600255627810566,0.9112595419847328,0.40600255627810566,61.0,0.3132530120481928,0.4262295081967213,0.3611111111111111,26.0,3.0,0.04918032786885246,3.0,0.04918032786885246,4.0,0.06557377049180328,25.0,0.4098360655737705,504.0,0.8633257403189066,0.751984126984127,0.8038176033934252,379.0,39.0,0.07738095238095238,1.0,0.001984126984126984,3.0,0.005952380952380952,9.0,0.017857142857142856,10.0,0.01984126984126984,9.0,0.017857142857142856,49.0,0.09722222222222222,5.0,0.00992063492063492,9.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222,5.0,0.5555555555555556,109.0,0.7692307692307693,0.27522935779816515,0.40540540540540543,30.0,8.0,0.07339449541284404,27.0,0.24770642201834864,,,1.0,0.009174311926605505,8.0,0.07339449541284404,12.0,0.11009174311926606,23.0,0.21100917431192662,10.0,0.3,0.6,0.4,6.0,2.0,0.2,,,10.0,0.0,0.0,0.0,0.0,4.0,0.4,,,,,3.0,0.3,1.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.5,90.0,0.5384615384615384,0.6222222222222222,0.5773195876288659,56.0,2.0,0.022222222222222223,5.0,0.05555555555555555,1.0,0.011111111111111112,20.0,0.2222222222222222,3.0,0.03333333333333333,2.0,0.022222222222222223,149.0,0.7393939393939394,0.8187919463087249,0.7770700636942676,122.0,2.0,0.013422818791946308,3.0,0.020134228187919462,,,1.0,0.006711409395973154,1.0,0.006711409395973154,18.0,0.12080536912751678,1.0,0.006711409395973154,1.0,0.006711409395973154,95.0,0.425414364640884,0.8105263157894737,0.5579710144927537,77.0,4.0,0.042105263157894736,12.0,0.12631578947368421,,,,,2.0,0.021052631578947368,,,9.0,0.4666666666666667,0.7777777777777778,0.5833333333333334,7.0,1.0,0.1111111111111111,,,2.0,0.05714285714285714,5.0,0.011494252873563218,1.0,0.025,1.0,0.14285714285714285,1.0,0.002777777777777778,1.0,0.002777777777777778,4.0,0.006700167504187605,2.0,0.005291005291005291,1.0,0.02631578947368421,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.5,1.0,0.011111111111111112,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
