,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,39,3,0,5,0,0,0,1,0,13,0
BCC,36,424,2,10,0,2,0,6,2,17,5
BEN_OTH,1,0,1,0,0,1,0,3,2,1,0
BKL,17,21,1,49,0,0,0,4,2,15,0
DF,0,0,0,0,8,0,0,0,2,0,0
INF,0,4,0,1,0,4,0,1,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,2,5,0,3,1,1,0,52,22,2,2
NV,1,3,1,5,0,2,0,10,126,1,0
SCCKA,16,9,0,4,0,0,0,1,0,65,0
VASC,0,2,0,0,0,0,0,0,0,0,7
