,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,34,9,0,2,0,0,0,1,0,15,0
BCC,7,468,0,5,0,1,0,4,0,18,1
BEN_OTH,0,2,0,1,0,1,0,2,3,0,0
BKL,7,33,0,46,1,2,0,5,2,13,0
DF,0,2,0,0,8,0,0,0,0,0,0
INF,0,5,0,0,1,3,0,0,0,1,0
MAL_OTH,0,1,0,0,0,0,0,1,0,0,0
MEL,1,9,0,1,0,1,0,58,17,1,2
NV,1,3,0,4,1,1,0,6,131,0,2
SCCKA,8,19,0,5,1,0,0,0,0,62,0
VASC,0,0,0,0,0,0,0,1,0,1,7
