,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,32,11,0,2,0,0,0,1,0,15,0
BCC,6,460,1,6,0,4,0,5,1,20,1
BEN_OTH,0,2,1,1,0,1,0,2,2,0,0
BKL,5,28,1,48,1,1,0,6,6,13,0
DF,0,2,0,1,7,0,0,0,0,0,0
INF,0,4,0,0,1,4,0,0,0,1,0
MAL_OTH,0,2,0,0,0,0,0,0,0,0,0
MEL,2,8,0,2,0,1,0,48,27,1,1
NV,1,3,1,2,0,1,0,7,133,0,1
SCCKA,5,20,0,7,1,0,0,0,0,62,0
VASC,0,0,0,0,0,0,0,1,0,1,7
