,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,31,7,0,4,0,0,0,2,0,17,0
BCC,8,442,0,17,2,4,0,4,0,26,1
BEN_OTH,0,2,0,1,0,1,0,2,3,0,0
BKL,7,22,0,57,1,2,0,6,2,12,0
DF,0,2,0,0,8,0,0,0,0,0,0
INF,0,3,0,0,1,5,0,0,0,1,0
MAL_OTH,0,1,0,0,0,0,0,1,0,0,0
MEL,1,7,0,2,0,2,0,60,16,1,1
NV,1,2,0,5,1,1,0,10,128,0,1
SCCKA,9,14,0,5,1,0,0,0,0,66,0
VASC,0,0,0,0,0,0,0,1,0,1,7
