,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,28,9,0,5,0,0,0,1,0,18,0
BCC,6,457,1,5,2,2,0,6,2,23,0
BEN_OTH,0,2,1,2,0,1,0,1,2,0,0
BKL,5,24,0,61,0,0,0,2,2,15,0
DF,0,0,0,0,8,0,0,0,2,0,0
INF,0,6,0,1,0,3,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,0,7,0,3,0,2,0,47,30,1,0
NV,0,4,1,6,0,0,0,5,132,1,0
SCCKA,6,15,0,1,0,0,0,0,0,73,0
VASC,0,2,0,0,0,0,0,0,1,0,6
