phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,train_dice_macro,train_support_AKIEC,train_precision_AKIEC,train_recall_AKIEC,train_f1_AKIEC,train_correct_AKIEC,train_conf_AKIEC_to_BCC_count,train_conf_AKIEC_to_BCC_rate,train_conf_AKIEC_to_BKL_count,train_conf_AKIEC_to_BKL_rate,train_conf_AKIEC_to_DF_count,train_conf_AKIEC_to_DF_rate,train_conf_AKIEC_to_INF_count,train_conf_AKIEC_to_INF_rate,train_conf_AKIEC_to_MAL_OTH_count,train_conf_AKIEC_to_MAL_OTH_rate,train_conf_AKIEC_to_MEL_count,train_conf_AKIEC_to_MEL_rate,train_conf_AKIEC_to_NV_count,train_conf_AKIEC_to_NV_rate,train_conf_AKIEC_to_SCCKA_count,train_conf_AKIEC_to_SCCKA_rate,train_support_BCC,train_precision_BCC,train_recall_BCC,train_f1_BCC,train_correct_BCC,train_conf_BCC_to_AKIEC_count,train_conf_BCC_to_AKIEC_rate,train_conf_BCC_to_BEN_OTH_count,train_conf_BCC_to_BEN_OTH_rate,train_conf_BCC_to_BKL_count,train_conf_BCC_to_BKL_rate,train_conf_BCC_to_DF_count,train_conf_BCC_to_DF_rate,train_conf_BCC_to_INF_count,train_conf_BCC_to_INF_rate,train_conf_BCC_to_MAL_OTH_count,train_conf_BCC_to_MAL_OTH_rate,train_conf_BCC_to_MEL_count,train_conf_BCC_to_MEL_rate,train_conf_BCC_to_NV_count,train_conf_BCC_to_NV_rate,train_conf_BCC_to_SCCKA_count,train_conf_BCC_to_SCCKA_rate,train_conf_BCC_to_VASC_count,train_conf_BCC_to_VASC_rate,train_support_BEN_OTH,train_precision_BEN_OTH,train_recall_BEN_OTH,train_f1_BEN_OTH,train_correct_BEN_OTH,train_conf_BEN_OTH_to_BCC_count,train_conf_BEN_OTH_to_BCC_rate,train_conf_BEN_OTH_to_BKL_count,train_conf_BEN_OTH_to_BKL_rate,train_conf_BEN_OTH_to_DF_count,train_conf_BEN_OTH_to_DF_rate,train_conf_BEN_OTH_to_INF_count,train_conf_BEN_OTH_to_INF_rate,train_conf_BEN_OTH_to_MEL_count,train_conf_BEN_OTH_to_MEL_rate,train_conf_BEN_OTH_to_NV_count,train_conf_BEN_OTH_to_NV_rate,train_conf_BEN_OTH_to_SCCKA_count,train_conf_BEN_OTH_to_SCCKA_rate,train_conf_BEN_OTH_to_VASC_count,train_conf_BEN_OTH_to_VASC_rate,train_support_BKL,train_precision_BKL,train_recall_BKL,train_f1_BKL,train_correct_BKL,train_conf_BKL_to_AKIEC_count,train_conf_BKL_to_AKIEC_rate,train_conf_BKL_to_BCC_count,train_conf_BKL_to_BCC_rate,train_conf_BKL_to_DF_count,train_conf_BKL_to_DF_rate,train_conf_BKL_to_INF_count,train_conf_BKL_to_INF_rate,train_conf_BKL_to_MAL_OTH_count,train_conf_BKL_to_MAL_OTH_rate,train_conf_BKL_to_MEL_count,train_conf_BKL_to_MEL_rate,train_conf_BKL_to_NV_count,train_conf_BKL_to_NV_rate,train_conf_BKL_to_SCCKA_count,train_conf_BKL_to_SCCKA_rate,train_conf_BKL_to_VASC_count,train_conf_BKL_to_VASC_rate,train_support_DF,train_precision_DF,train_recall_DF,train_f1_DF,train_correct_DF,train_conf_DF_to_AKIEC_count,train_conf_DF_to_AKIEC_rate,train_conf_DF_to_BCC_count,train_conf_DF_to_BCC_rate,train_conf_DF_to_BEN_OTH_count,train_conf_DF_to_BEN_OTH_rate,train_conf_DF_to_BKL_count,train_conf_DF_to_BKL_rate,train_conf_DF_to_INF_count,train_conf_DF_to_INF_rate,train_conf_DF_to_MEL_count,train_conf_DF_to_MEL_rate,train_conf_DF_to_NV_count,train_conf_DF_to_NV_rate,train_conf_DF_to_SCCKA_count,train_conf_DF_to_SCCKA_rate,train_support_INF,train_precision_INF,train_recall_INF,train_f1_INF,train_correct_INF,train_conf_INF_to_AKIEC_count,train_conf_INF_to_AKIEC_rate,train_conf_INF_to_BCC_count,train_conf_INF_to_BCC_rate,train_conf_INF_to_BKL_count,train_conf_INF_to_BKL_rate,train_conf_INF_to_DF_count,train_conf_INF_to_DF_rate,train_conf_INF_to_MEL_count,train_conf_INF_to_MEL_rate,train_conf_INF_to_NV_count,train_conf_INF_to_NV_rate,train_conf_INF_to_SCCKA_count,train_conf_INF_to_SCCKA_rate,train_support_MAL_OTH,train_precision_MAL_OTH,train_recall_MAL_OTH,train_f1_MAL_OTH,train_correct_MAL_OTH,train_conf_MAL_OTH_to_BCC_count,train_conf_MAL_OTH_to_BCC_rate,train_conf_MAL_OTH_to_BEN_OTH_count,train_conf_MAL_OTH_to_BEN_OTH_rate,train_conf_MAL_OTH_to_BKL_count,train_conf_MAL_OTH_to_BKL_rate,train_conf_MAL_OTH_to_INF_count,train_conf_MAL_OTH_to_INF_rate,train_conf_MAL_OTH_to_MEL_count,train_conf_MAL_OTH_to_MEL_rate,train_conf_MAL_OTH_to_NV_count,train_conf_MAL_OTH_to_NV_rate,train_conf_MAL_OTH_to_SCCKA_count,train_conf_MAL_OTH_to_SCCKA_rate,train_conf_MAL_OTH_to_VASC_count,train_conf_MAL_OTH_to_VASC_rate,train_support_MEL,train_precision_MEL,train_recall_MEL,train_f1_MEL,train_correct_MEL,train_conf_MEL_to_AKIEC_count,train_conf_MEL_to_AKIEC_rate,train_conf_MEL_to_BCC_count,train_conf_MEL_to_BCC_rate,train_conf_MEL_to_BEN_OTH_count,train_conf_MEL_to_BEN_OTH_rate,train_conf_MEL_to_BKL_count,train_conf_MEL_to_BKL_rate,train_conf_MEL_to_DF_count,train_conf_MEL_to_DF_rate,train_conf_MEL_to_INF_count,train_conf_MEL_to_INF_rate,train_conf_MEL_to_MAL_OTH_count,train_conf_MEL_to_MAL_OTH_rate,train_conf_MEL_to_NV_count,train_conf_MEL_to_NV_rate,train_conf_MEL_to_SCCKA_count,train_conf_MEL_to_SCCKA_rate,train_conf_MEL_to_VASC_count,train_conf_MEL_to_VASC_rate,train_support_NV,train_precision_NV,train_recall_NV,train_f1_NV,train_correct_NV,train_conf_NV_to_AKIEC_count,train_conf_NV_to_AKIEC_rate,train_conf_NV_to_BCC_count,train_conf_NV_to_BCC_rate,train_conf_NV_to_BEN_OTH_count,train_conf_NV_to_BEN_OTH_rate,train_conf_NV_to_BKL_count,train_conf_NV_to_BKL_rate,train_conf_NV_to_DF_count,train_conf_NV_to_DF_rate,train_conf_NV_to_INF_count,train_conf_NV_to_INF_rate,train_conf_NV_to_MAL_OTH_count,train_conf_NV_to_MAL_OTH_rate,train_conf_NV_to_MEL_count,train_conf_NV_to_MEL_rate,train_conf_NV_to_SCCKA_count,train_conf_NV_to_SCCKA_rate,train_conf_NV_to_VASC_count,train_conf_NV_to_VASC_rate,train_support_SCCKA,train_precision_SCCKA,train_recall_SCCKA,train_f1_SCCKA,train_correct_SCCKA,train_conf_SCCKA_to_AKIEC_count,train_conf_SCCKA_to_AKIEC_rate,train_conf_SCCKA_to_BCC_count,train_conf_SCCKA_to_BCC_rate,train_conf_SCCKA_to_BEN_OTH_count,train_conf_SCCKA_to_BEN_OTH_rate,train_conf_SCCKA_to_BKL_count,train_conf_SCCKA_to_BKL_rate,train_conf_SCCKA_to_DF_count,train_conf_SCCKA_to_DF_rate,train_conf_SCCKA_to_INF_count,train_conf_SCCKA_to_INF_rate,train_conf_SCCKA_to_MAL_OTH_count,train_conf_SCCKA_to_MAL_OTH_rate,train_conf_SCCKA_to_MEL_count,train_conf_SCCKA_to_MEL_rate,train_conf_SCCKA_to_NV_count,train_conf_SCCKA_to_NV_rate,train_conf_SCCKA_to_VASC_count,train_conf_SCCKA_to_VASC_rate,train_support_VASC,train_precision_VASC,train_recall_VASC,train_f1_VASC,train_correct_VASC,train_conf_VASC_to_BCC_count,train_conf_VASC_to_BCC_rate,train_conf_VASC_to_BEN_OTH_count,train_conf_VASC_to_BEN_OTH_rate,train_conf_VASC_to_DF_count,train_conf_VASC_to_DF_rate,train_conf_VASC_to_INF_count,train_conf_VASC_to_INF_rate,train_conf_VASC_to_MEL_count,train_conf_VASC_to_MEL_rate,train_conf_VASC_to_NV_count,train_conf_VASC_to_NV_rate,train_conf_VASC_to_SCCKA_count,train_conf_VASC_to_SCCKA_rate,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy,val_dice_macro,val_support_AKIEC,val_precision_AKIEC,val_recall_AKIEC,val_f1_AKIEC,val_correct_AKIEC,val_conf_AKIEC_to_BCC_count,val_conf_AKIEC_to_BCC_rate,val_conf_AKIEC_to_BKL_count,val_conf_AKIEC_to_BKL_rate,val_conf_AKIEC_to_MEL_count,val_conf_AKIEC_to_MEL_rate,val_conf_AKIEC_to_SCCKA_count,val_conf_AKIEC_to_SCCKA_rate,val_support_BCC,val_precision_BCC,val_recall_BCC,val_f1_BCC,val_correct_BCC,val_conf_BCC_to_AKIEC_count,val_conf_BCC_to_AKIEC_rate,val_conf_BCC_to_BKL_count,val_conf_BCC_to_BKL_rate,val_conf_BCC_to_DF_count,val_conf_BCC_to_DF_rate,val_conf_BCC_to_INF_count,val_conf_BCC_to_INF_rate,val_conf_BCC_to_MEL_count,val_conf_BCC_to_MEL_rate,val_conf_BCC_to_NV_count,val_conf_BCC_to_NV_rate,val_conf_BCC_to_SCCKA_count,val_conf_BCC_to_SCCKA_rate,val_conf_BCC_to_VASC_count,val_conf_BCC_to_VASC_rate,val_support_BEN_OTH,val_precision_BEN_OTH,val_recall_BEN_OTH,val_f1_BEN_OTH,val_correct_BEN_OTH,val_conf_BEN_OTH_to_AKIEC_count,val_conf_BEN_OTH_to_AKIEC_rate,val_conf_BEN_OTH_to_BCC_count,val_conf_BEN_OTH_to_BCC_rate,val_conf_BEN_OTH_to_MEL_count,val_conf_BEN_OTH_to_MEL_rate,val_conf_BEN_OTH_to_NV_count,val_conf_BEN_OTH_to_NV_rate,val_support_BKL,val_precision_BKL,val_recall_BKL,val_f1_BKL,val_correct_BKL,val_conf_BKL_to_AKIEC_count,val_conf_BKL_to_AKIEC_rate,val_conf_BKL_to_BCC_count,val_conf_BKL_to_BCC_rate,val_conf_BKL_to_INF_count,val_conf_BKL_to_INF_rate,val_conf_BKL_to_MEL_count,val_conf_BKL_to_MEL_rate,val_conf_BKL_to_NV_count,val_conf_BKL_to_NV_rate,val_conf_BKL_to_SCCKA_count,val_conf_BKL_to_SCCKA_rate,val_support_DF,val_precision_DF,val_recall_DF,val_f1_DF,val_correct_DF,val_conf_DF_to_BCC_count,val_conf_DF_to_BCC_rate,val_conf_DF_to_BKL_count,val_conf_DF_to_BKL_rate,val_conf_DF_to_NV_count,val_conf_DF_to_NV_rate,val_support_INF,val_precision_INF,val_recall_INF,val_f1_INF,val_correct_INF,val_conf_INF_to_BCC_count,val_conf_INF_to_BCC_rate,val_conf_INF_to_BKL_count,val_conf_INF_to_BKL_rate,val_conf_INF_to_DF_count,val_conf_INF_to_DF_rate,val_conf_INF_to_NV_count,val_conf_INF_to_NV_rate,val_support_MAL_OTH,val_precision_MAL_OTH,val_recall_MAL_OTH,val_f1_MAL_OTH,val_correct_MAL_OTH,val_conf_MAL_OTH_to_BCC_count,val_conf_MAL_OTH_to_BCC_rate,val_support_MEL,val_precision_MEL,val_recall_MEL,val_f1_MEL,val_correct_MEL,val_conf_MEL_to_AKIEC_count,val_conf_MEL_to_AKIEC_rate,val_conf_MEL_to_BCC_count,val_conf_MEL_to_BCC_rate,val_conf_MEL_to_BKL_count,val_conf_MEL_to_BKL_rate,val_conf_MEL_to_NV_count,val_conf_MEL_to_NV_rate,val_conf_MEL_to_SCCKA_count,val_conf_MEL_to_SCCKA_rate,val_conf_MEL_to_VASC_count,val_conf_MEL_to_VASC_rate,val_support_NV,val_precision_NV,val_recall_NV,val_f1_NV,val_correct_NV,val_conf_NV_to_AKIEC_count,val_conf_NV_to_AKIEC_rate,val_conf_NV_to_BCC_count,val_conf_NV_to_BCC_rate,val_conf_NV_to_BEN_OTH_count,val_conf_NV_to_BEN_OTH_rate,val_conf_NV_to_BKL_count,val_conf_NV_to_BKL_rate,val_conf_NV_to_INF_count,val_conf_NV_to_INF_rate,val_conf_NV_to_MEL_count,val_conf_NV_to_MEL_rate,val_conf_NV_to_VASC_count,val_conf_NV_to_VASC_rate,val_support_SCCKA,val_precision_SCCKA,val_recall_SCCKA,val_f1_SCCKA,val_correct_SCCKA,val_conf_SCCKA_to_AKIEC_count,val_conf_SCCKA_to_AKIEC_rate,val_conf_SCCKA_to_BCC_count,val_conf_SCCKA_to_BCC_rate,val_conf_SCCKA_to_BKL_count,val_conf_SCCKA_to_BKL_rate,val_conf_SCCKA_to_DF_count,val_conf_SCCKA_to_DF_rate,val_conf_SCCKA_to_MEL_count,val_conf_SCCKA_to_MEL_rate,val_conf_SCCKA_to_NV_count,val_conf_SCCKA_to_NV_rate,val_support_VASC,val_precision_VASC,val_recall_VASC,val_f1_VASC,val_correct_VASC,val_conf_VASC_to_BCC_count,val_conf_VASC_to_BCC_rate,val_conf_VASC_to_NV_count,val_conf_VASC_to_NV_rate,train_conf_AKIEC_to_BEN_OTH_count,train_conf_AKIEC_to_BEN_OTH_rate,train_conf_AKIEC_to_VASC_count,train_conf_AKIEC_to_VASC_rate,train_conf_BEN_OTH_to_AKIEC_count,train_conf_BEN_OTH_to_AKIEC_rate,train_conf_BEN_OTH_to_MAL_OTH_count,train_conf_BEN_OTH_to_MAL_OTH_rate,train_conf_BKL_to_BEN_OTH_count,train_conf_BKL_to_BEN_OTH_rate,train_conf_INF_to_BEN_OTH_count,train_conf_INF_to_BEN_OTH_rate,train_conf_INF_to_MAL_OTH_count,train_conf_INF_to_MAL_OTH_rate,train_conf_MAL_OTH_to_AKIEC_count,train_conf_MAL_OTH_to_AKIEC_rate,train_conf_VASC_to_AKIEC_count,train_conf_VASC_to_AKIEC_rate,train_conf_VASC_to_BKL_count,train_conf_VASC_to_BKL_rate,val_conf_BCC_to_BEN_OTH_count,val_conf_BCC_to_BEN_OTH_rate,val_conf_DF_to_MEL_count,val_conf_DF_to_MEL_rate,val_conf_INF_to_MEL_count,val_conf_INF_to_MEL_rate,val_conf_MAL_OTH_to_NV_count,val_conf_MAL_OTH_to_NV_rate,train_conf_VASC_to_MAL_OTH_count,train_conf_VASC_to_MAL_OTH_rate,val_conf_BEN_OTH_to_INF_count,val_conf_BEN_OTH_to_INF_rate,val_conf_BKL_to_BEN_OTH_count,val_conf_BKL_to_BEN_OTH_rate,val_conf_BKL_to_DF_count,val_conf_BKL_to_DF_rate,val_conf_INF_to_BEN_OTH_count,val_conf_INF_to_BEN_OTH_rate,val_conf_MEL_to_BEN_OTH_count,val_conf_MEL_to_BEN_OTH_rate,val_conf_MEL_to_INF_count,val_conf_MEL_to_INF_rate,val_conf_NV_to_DF_count,val_conf_NV_to_DF_rate,val_conf_SCCKA_to_INF_count,val_conf_SCCKA_to_INF_rate,val_conf_BCC_to_MAL_OTH_count,val_conf_BCC_to_MAL_OTH_rate,val_conf_INF_to_AKIEC_count,val_conf_INF_to_AKIEC_rate,val_conf_VASC_to_MEL_count,val_conf_VASC_to_MEL_rate,train_conf_DF_to_VASC_count,train_conf_DF_to_VASC_rate,val_conf_BKL_to_MAL_OTH_count,val_conf_BKL_to_MAL_OTH_rate,train_conf_INF_to_VASC_count,train_conf_INF_to_VASC_rate,val_conf_BEN_OTH_to_BKL_count,val_conf_BEN_OTH_to_BKL_rate,val_conf_MAL_OTH_to_INF_count,val_conf_MAL_OTH_to_INF_rate,val_conf_AKIEC_to_DF_count,val_conf_AKIEC_to_DF_rate,val_conf_NV_to_SCCKA_count,val_conf_NV_to_SCCKA_rate,val_conf_VASC_to_BEN_OTH_count,val_conf_VASC_to_BEN_OTH_rate,val_conf_INF_to_SCCKA_count,val_conf_INF_to_SCCKA_rate
freeze,1,0.9226034873996982,0.5443702290076335,0.42083687308693263,0.42431361082638747,0.8206106870229007,0.42431361082638747,400.0,0.35714285714285715,0.25,0.29411764705882354,100.0,108.0,0.27,67.0,0.1675,4.0,0.01,7.0,0.0175,1.0,0.0025,18.0,0.045,8.0,0.02,87.0,0.2175,1129.0,0.612992398064962,0.7856510186005314,0.6886645962732919,887.0,42.0,0.03720106288751107,2.0,0.001771479185119575,60.0,0.053144375553587246,5.0,0.0044286979627989375,8.0,0.0070859167404783,1.0,0.0008857395925597874,21.0,0.018600531443755536,29.0,0.025686448184233834,68.0,0.06023029229406555,6.0,0.005314437555358724,136.0,0.2777777777777778,0.03676470588235294,0.06493506493506493,5.0,34.0,0.25,18.0,0.1323529411764706,7.0,0.051470588235294115,10.0,0.07352941176470588,17.0,0.125,30.0,0.22058823529411764,4.0,0.029411764705882353,11.0,0.08088235294117647,500.0,0.37687366167023556,0.352,0.3640124095139607,176.0,53.0,0.106,131.0,0.262,2.0,0.004,7.0,0.014,1.0,0.002,31.0,0.062,48.0,0.096,50.0,0.1,1.0,0.002,150.0,0.6475409836065574,0.5266666666666666,0.5808823529411765,79.0,2.0,0.013333333333333334,25.0,0.16666666666666666,1.0,0.006666666666666667,13.0,0.08666666666666667,8.0,0.05333333333333334,7.0,0.04666666666666667,12.0,0.08,3.0,0.02,166.0,0.3333333333333333,0.18072289156626506,0.234375,30.0,5.0,0.030120481927710843,52.0,0.3132530120481928,18.0,0.10843373493975904,10.0,0.060240963855421686,14.0,0.08433734939759036,21.0,0.12650602409638553,16.0,0.0963855421686747,59.0,0.0,0.0,0.0,0.0,18.0,0.3050847457627119,2.0,0.03389830508474576,16.0,0.2711864406779661,3.0,0.05084745762711865,6.0,0.1016949152542373,10.0,0.1694915254237288,1.0,0.01694915254237288,3.0,0.05084745762711865,450.0,0.5724137931034483,0.5533333333333333,0.5627118644067797,249.0,17.0,0.03777777777777778,16.0,0.035555555555555556,1.0,0.0022222222222222222,24.0,0.05333333333333334,7.0,0.015555555555555555,6.0,0.013333333333333334,3.0,0.006666666666666667,113.0,0.2511111111111111,7.0,0.015555555555555555,7.0,0.015555555555555555,590.0,0.6032831737346102,0.747457627118644,0.6676760030280091,441.0,3.0,0.005084745762711864,36.0,0.061016949152542375,4.0,0.006779661016949152,29.0,0.04915254237288136,3.0,0.005084745762711864,5.0,0.00847457627118644,2.0,0.003389830508474576,56.0,0.09491525423728814,7.0,0.011864406779661017,4.0,0.006779661016949152,469.0,0.4579646017699115,0.44136460554371004,0.4495114006514658,207.0,58.0,0.12366737739872068,130.0,0.2771855010660981,1.0,0.0021321961620469083,46.0,0.09808102345415778,4.0,0.008528784648187633,5.0,0.010660980810234541,1.0,0.0021321961620469083,7.0,0.014925373134328358,9.0,0.019189765458422176,1.0,0.0021321961620469083,143.0,0.7659574468085106,0.7552447552447552,0.7605633802816901,108.0,10.0,0.06993006993006994,2.0,0.013986013986013986,1.0,0.006993006993006993,1.0,0.006993006993006993,9.0,0.06293706293706294,10.0,0.06993006993006994,2.0,0.013986013986013986,0.5708930697718649,0.6908396946564885,0.42460485222203553,0.40715385867732823,0.9227099236641222,0.40715385867732823,61.0,0.2653061224489796,0.4262295081967213,0.3270440251572327,26.0,18.0,0.29508196721311475,2.0,0.03278688524590164,3.0,0.04918032786885246,12.0,0.19672131147540983,504.0,0.8051948051948052,0.8611111111111112,0.8322147651006712,434.0,31.0,0.061507936507936505,5.0,0.00992063492063492,3.0,0.005952380952380952,6.0,0.011904761904761904,2.0,0.003968253968253968,6.0,0.011904761904761904,13.0,0.025793650793650792,4.0,0.007936507936507936,9.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,3.0,0.3333333333333333,4.0,0.4444444444444444,1.0,0.1111111111111111,109.0,0.7333333333333333,0.30275229357798167,0.42857142857142855,33.0,15.0,0.13761467889908258,35.0,0.3211009174311927,3.0,0.027522935779816515,2.0,0.01834862385321101,12.0,0.11009174311926606,9.0,0.08256880733944955,10.0,0.4166666666666667,0.5,0.45454545454545453,5.0,2.0,0.2,1.0,0.1,2.0,0.2,10.0,0.0,0.0,0.0,0.0,5.0,0.5,1.0,0.1,3.0,0.3,1.0,0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0.7321428571428571,0.45555555555555555,0.5616438356164384,41.0,2.0,0.022222222222222223,8.0,0.08888888888888889,1.0,0.011111111111111112,35.0,0.3888888888888889,1.0,0.011111111111111112,2.0,0.022222222222222223,149.0,0.696969696969697,0.9261744966442953,0.7953890489913544,138.0,2.0,0.013422818791946308,3.0,0.020134228187919462,1.0,0.006711409395973154,1.0,0.006711409395973154,1.0,0.006711409395973154,2.0,0.013422818791946308,1.0,0.006711409395973154,95.0,0.5333333333333333,0.42105263157894735,0.47058823529411764,40.0,21.0,0.22105263157894736,28.0,0.29473684210526313,1.0,0.010526315789473684,1.0,0.010526315789473684,2.0,0.021052631578947368,2.0,0.021052631578947368,9.0,0.5,0.7777777777777778,0.6086956521739131,7.0,1.0,0.1111111111111111,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze,2,0.7376440878502513,0.607824427480916,0.49680991375151096,0.5067404472145394,0.8802480916030534,0.5067404472145394,398.0,0.4508670520231214,0.39195979899497485,0.41935483870967744,156.0,94.0,0.23618090452261306,38.0,0.09547738693467336,,,6.0,0.01507537688442211,,,17.0,0.04271356783919598,4.0,0.010050251256281407,80.0,0.20100502512562815,1133.0,0.6461318051575932,0.7961165048543689,0.7133254250691973,902.0,63.0,0.05560458958517211,4.0,0.00353045013239188,44.0,0.038834951456310676,11.0,0.009708737864077669,12.0,0.01059135039717564,,,16.0,0.01412180052956752,19.0,0.01676963812886143,56.0,0.04942630185348632,6.0,0.00529567519858782,127.0,0.4523809523809524,0.14960629921259844,0.22485207100591717,19.0,31.0,0.2440944881889764,16.0,0.12598425196850394,2.0,0.015748031496062992,4.0,0.031496062992125984,11.0,0.08661417322834646,21.0,0.16535433070866143,8.0,0.06299212598425197,10.0,0.07874015748031496,505.0,0.47877358490566035,0.401980198019802,0.4370290635091496,203.0,51.0,0.100990099009901,126.0,0.2495049504950495,5.0,0.009900990099009901,5.0,0.009900990099009901,1.0,0.0019801980198019802,29.0,0.05742574257425743,30.0,0.0594059405940594,53.0,0.10495049504950495,,,150.0,0.725925925925926,0.6533333333333333,0.6877192982456141,98.0,2.0,0.013333333333333334,25.0,0.16666666666666666,3.0,0.02,2.0,0.013333333333333334,3.0,0.02,6.0,0.04,3.0,0.02,8.0,0.05333333333333334,155.0,0.41414141414141414,0.2645161290322581,0.3228346456692913,41.0,9.0,0.05806451612903226,46.0,0.2967741935483871,9.0,0.05806451612903226,9.0,0.05806451612903226,10.0,0.06451612903225806,13.0,0.08387096774193549,14.0,0.09032258064516129,56.0,0.4,0.03571428571428571,0.06557377049180328,2.0,19.0,0.3392857142857143,1.0,0.017857142857142856,13.0,0.23214285714285715,,,2.0,0.03571428571428571,10.0,0.17857142857142858,2.0,0.03571428571428571,6.0,0.10714285714285714,456.0,0.6473214285714286,0.6359649122807017,0.6415929203539823,290.0,6.0,0.013157894736842105,25.0,0.05482456140350877,5.0,0.010964912280701754,29.0,0.06359649122807018,2.0,0.0043859649122807015,6.0,0.013157894736842105,,,87.0,0.19078947368421054,2.0,0.0043859649122807015,4.0,0.008771929824561403,575.0,0.6916932907348243,0.7530434782608696,0.7210657785179018,433.0,3.0,0.0052173913043478265,24.0,0.04173913043478261,1.0,0.0017391304347826088,34.0,0.059130434782608696,1.0,0.0017391304347826088,9.0,0.01565217391304348,,,60.0,0.10434782608695652,2.0,0.0034782608695652175,8.0,0.01391304347826087,488.0,0.5577299412915852,0.5840163934426229,0.5705705705705706,285.0,50.0,0.10245901639344263,95.0,0.19467213114754098,1.0,0.0020491803278688526,35.0,0.07172131147540983,5.0,0.010245901639344262,7.0,0.014344262295081968,,,2.0,0.004098360655737705,3.0,0.006147540983606557,5.0,0.010245901639344262,149.0,0.74375,0.7986577181208053,0.7702265372168284,119.0,9.0,0.06040268456375839,2.0,0.013422818791946308,2.0,0.013422818791946308,6.0,0.040268456375838924,5.0,0.03355704697986577,3.0,0.020134228187919462,1.0,0.006711409395973154,0.5008829465235463,0.708969465648855,0.4544848994906314,0.4488717408195719,0.9236641221374046,0.4488717408195719,61.0,0.3146067415730337,0.45901639344262296,0.37333333333333335,28.0,14.0,0.22950819672131148,12.0,0.19672131147540983,2.0,0.03278688524590164,5.0,0.08196721311475409,504.0,0.8423076923076923,0.8690476190476191,0.85546875,438.0,22.0,0.04365079365079365,24.0,0.047619047619047616,,,,,6.0,0.011904761904761904,4.0,0.007936507936507936,4.0,0.007936507936507936,5.0,0.00992063492063492,9.0,0.0,0.0,0.0,0.0,,,4.0,0.4444444444444444,4.0,0.4444444444444444,1.0,0.1111111111111111,109.0,0.5042735042735043,0.5412844036697247,0.5221238938053098,59.0,2.0,0.01834862385321101,27.0,0.24770642201834864,,,5.0,0.045871559633027525,9.0,0.08256880733944955,7.0,0.06422018348623854,10.0,0.8333333333333334,0.5,0.625,5.0,2.0,0.2,1.0,0.1,1.0,0.1,10.0,1.0,0.1,0.18181818181818182,1.0,6.0,0.6,1.0,0.1,1.0,0.1,,,2.0,0.0,0.0,0.0,0.0,1.0,0.5,90.0,0.5779816513761468,0.7,0.6331658291457286,63.0,2.0,0.022222222222222223,6.0,0.06666666666666667,3.0,0.03333333333333333,14.0,0.15555555555555556,,,2.0,0.022222222222222223,149.0,0.7891156462585034,0.7785234899328859,0.7837837837837838,116.0,1.0,0.006711409395973154,2.0,0.013422818791946308,1.0,0.006711409395973154,4.0,0.026845637583892617,,,24.0,0.1610738255033557,1.0,0.006711409395973154,95.0,0.6190476190476191,0.2736842105263158,0.3795620437956204,26.0,34.0,0.35789473684210527,18.0,0.18947368421052632,13.0,0.1368421052631579,,,3.0,0.031578947368421054,1.0,0.010526315789473684,9.0,0.4666666666666667,0.7777777777777778,0.5833333333333334,7.0,2.0,0.2222222222222222,,,1.0,0.002512562814070352,2.0,0.005025125628140704,4.0,0.031496062992125984,1.0,0.007874015748031496,2.0,0.0039603960396039604,3.0,0.01935483870967742,1.0,0.0064516129032258064,1.0,0.017857142857142856,1.0,0.006711409395973154,1.0,0.006711409395973154,1.0,0.001984126984126984,1.0,0.1,1.0,0.1,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
