,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,38,0,0,7,0,0,0,1,0,15,0
BCC,15,407,2,21,5,2,3,7,4,36,2
BEN_OTH,1,1,1,0,0,1,0,3,2,0,0
BKL,4,18,0,61,0,1,0,4,3,18,0
DF,0,1,0,0,9,0,0,0,0,0,0
INF,1,4,0,0,0,5,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,0,1,0
MEL,1,3,0,2,1,0,0,66,15,2,0
NV,0,3,0,4,0,1,0,15,126,0,0
SCCKA,9,9,0,8,1,1,0,0,0,67,0
VASC,0,1,1,0,0,0,0,0,0,0,7
