phase,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_top3_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_top3_accuracy
finetune,17,0.05797992090611072,0.683206106870229,0.8299870932528798,0.7228123970308862,0.919131679389313,0.3585992072218361,0.5658396946564885,0.5706206361478209,0.42959834988773876,0.8606870229007634
finetune,18,0.051610639500778294,0.7032442748091603,0.8425551920592487,0.7490434573336,0.9322519083969466,0.3886281408454853,0.5725190839694656,0.5698981323012677,0.43108651941704856,0.8854961832061069
finetune,19,0.052490743437430015,0.7161259541984732,0.8496038450324928,0.7622272023816492,0.9396469465648855,0.38177029946321295,0.5801526717557252,0.5278552071406548,0.422424311446855,0.8912213740458015
finetune,20,0.05012284945172279,0.7337786259541985,0.8584095536010031,0.7824553942972664,0.9496660305343512,0.3937432311461058,0.5906488549618321,0.5805257137270078,0.4531187886899573,0.8902671755725191
finetune,21,0.045389947793153224,0.732824427480916,0.860323404891513,0.7812058363391582,0.947280534351145,0.38866873948216324,0.5314885496183206,0.5404859298866685,0.43048189429590944,0.8835877862595419
finetune,22,0.03864135573225323,0.7492843511450382,0.8751126312309171,0.7955788509643333,0.9553912213740458,0.3867404874119168,0.5963740458015268,0.578157841886842,0.4450611495141075,0.898854961832061
finetune,23,0.04393681679951837,0.7690839694656488,0.878819613843935,0.8074953722727565,0.9599236641221374,0.39226032000298094,0.6278625954198473,0.5811350292431445,0.44618424379758037,0.9112595419847328
finetune,24,0.03277645073931056,0.7915076335877863,0.8918740752040691,0.8288209647378163,0.9635019083969466,0.38234823113236266,0.5916030534351145,0.5613614693108684,0.4540388981141504,0.8931297709923665
finetune,25,0.033586644590543474,0.7977099236641222,0.8970205921797938,0.8381703569927605,0.9682729007633588,0.38267709095855706,0.5830152671755725,0.5690157847735716,0.4452510444071535,0.8874045801526718
finetune,26,0.029819532311770296,0.7989026717557252,0.9036354547654765,0.8399254909054221,0.9649332061068703,0.3821413084111027,0.6097328244274809,0.5701903551497517,0.45634557546541726,0.9064885496183206
finetune,27,0.032406490075402854,0.7965171755725191,0.8962285318890845,0.8346626179651984,0.9708969465648855,0.3748504022040355,0.5791984732824428,0.5841332619297294,0.4657507395411637,0.9055343511450382
finetune,28,0.030707539299272803,0.7977099236641222,0.901986673793908,0.8356627793795898,0.9723282442748091,0.39304543119492646,0.5734732824427481,0.5819792316170413,0.4581149964908406,0.9017175572519084
finetune,29,0.027510966341484887,0.8022423664122137,0.9055077964708573,0.8455447974865506,0.9735209923664122,0.40931210926030087,0.6059160305343512,0.5810827222395741,0.4780569201727251,0.916030534351145
finetune,30,0.030632105050730708,0.7895992366412213,0.8964952926591665,0.8298407008872709,0.9697041984732825,0.41074590726385873,0.6269083969465649,0.5806560858891402,0.47828109000870694,0.9179389312977099
finetune,31,0.028156266298968405,0.8089217557251909,0.9090893911992214,0.8515004687272852,0.9716125954198473,0.41404353356777995,0.6564885496183206,0.5834403944141845,0.4987011703569612,0.9274809160305344
finetune,32,0.02798362560847393,0.8117843511450382,0.9076260730677763,0.8545371376591465,0.9744751908396947,0.4124435842382004,0.6221374045801527,0.5795840209112358,0.47201432792262066,0.9274809160305344
finetune,33,0.02606844838376722,0.8208492366412213,0.9119444705804868,0.8566546317659871,0.9794847328244275,0.41246484654941346,0.6240458015267175,0.5864670538950112,0.48440063943549044,0.9227099236641222
finetune,34,0.025824469058499593,0.8179866412213741,0.9115031718019221,0.8572132958929064,0.9766221374045801,0.43569529742421936,0.6326335877862596,0.5583390185978895,0.47446715725757754,0.9227099236641222
finetune,35,0.02423042672841129,0.8246660305343512,0.9147653040380277,0.8656064324749374,0.9763835877862596,0.42119702588205177,0.6278625954198473,0.5876857528042382,0.48625868470244826,0.9227099236641222
finetune,36,0.02647098084196994,0.8232347328244275,0.9134960837096542,0.8630855215485043,0.9804389312977099,0.42917639358975135,0.648854961832061,0.5771460433606971,0.4756492621686553,0.9236641221374046
finetune,37,0.02262445151222024,0.829675572519084,0.9178284478600041,0.8678898579475146,0.9770992366412213,0.42355236140584557,0.6154580152671756,0.5805179141883897,0.4726250470681172,0.9217557251908397
