,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,31,13,0,6,0,0,0,1,0,10,0
BCC,12,454,2,6,2,5,0,6,2,14,1
BEN_OTH,0,2,2,2,0,1,0,1,1,0,0
BKL,9,28,0,54,0,0,0,2,4,12,0
DF,0,0,0,0,8,0,0,0,2,0,0
INF,1,5,1,0,0,3,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,2,7,2,3,0,2,0,46,28,0,0
NV,0,3,1,7,0,2,0,5,131,0,0
SCCKA,14,15,0,5,0,0,0,0,0,61,0
VASC,0,1,1,0,0,0,0,0,1,0,6
