,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,35,7,0,4,0,1,0,1,0,13,0
BCC,10,459,1,7,1,1,0,5,0,17,3
BEN_OTH,0,2,1,1,0,1,0,2,2,0,0
BKL,9,26,1,54,0,1,0,4,3,11,0
DF,0,2,0,0,8,0,0,0,0,0,0
INF,0,4,1,0,1,3,0,0,0,1,0
MAL_OTH,0,1,0,0,0,0,0,1,0,0,0
MEL,1,10,0,3,0,2,0,60,12,1,1
NV,0,3,0,4,1,0,0,9,130,0,2
SCCKA,10,15,0,6,1,0,0,0,0,63,0
VASC,0,0,0,0,0,0,0,1,0,1,7
