,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,28,11,0,10,0,0,0,1,1,10,0
BCC,18,442,0,13,0,3,0,8,6,12,2
BEN_OTH,0,2,2,0,0,0,0,3,2,0,0
BKL,3,21,2,53,0,1,0,5,8,16,0
DF,0,2,0,0,5,0,0,1,2,0,0
INF,0,3,1,0,1,4,0,1,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,1,7,0,2,1,1,0,49,29,0,0
NV,0,4,1,8,0,1,0,6,128,0,1
SCCKA,17,16,0,4,1,1,0,1,0,55,0
VASC,0,2,0,0,0,0,0,0,0,0,7
