,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,32,9,0,6,0,0,0,0,0,14,0
BCC,11,461,3,9,0,0,0,5,3,11,1
BEN_OTH,0,3,2,2,0,0,0,1,1,0,0
BKL,8,31,1,45,0,0,0,6,6,12,0
DF,0,4,0,1,4,0,0,0,1,0,0
INF,0,5,1,0,0,1,0,0,3,0,0
MAL_OTH,0,2,0,0,0,0,0,0,0,0,0
MEL,1,9,1,6,0,1,0,44,25,2,1
NV,0,4,0,11,0,0,0,13,120,0,1
SCCKA,8,24,0,8,0,0,0,0,0,55,0
VASC,0,3,0,0,0,0,0,0,2,0,4
